player_id,name,position,date_of_birth,nationality,shirt_number,team_id,team_name,competition_id
276227,Robert,Goalkeeper,2005-02-03,Brazil,,1766,CA Mineiro,2013
276267,Pedro,Goalkeeper,2006-05-16,Brazil,,1766,CA Mineiro,2013
290801,Kaio de Assis,Goalkeeper,2008-05-03,Brazil,,1766,CA Mineiro,2013
1773,Vitor Hugo,Defence,1991-05-20,Brazil,,1766,CA Mineiro,2013
8395,Júnior Alonso,Defence,1993-02-09,Paraguay,,1766,CA Mineiro,2013
24673,Ángelo Preciado,Defence,1998-02-18,Ecuador,,1766,CA Mineiro,2013
141379,Natanael,Defence,2002-01-05,Brazil,,1766,CA Mineiro,2013
218742,Iván Román,Defence,2006-07-12,Chile,,1766,CA Mineiro,2013
249148,Igor,Defence,2006-02-03,Brazil,,1766,CA Mineiro,2013
249463,Samuel,Defence,2006-02-09,Brazil,,1766,CA Mineiro,2013
285293,Vitor Fernandes,Defence,2008-03-04,Brazil,,1766,CA Mineiro,2013
290769,Luís Gustavo,Defence,2006-03-24,Brazil,,1766,CA Mineiro,2013
290772,Kauã Pascini,Defence,2008-03-05,Brazil,,1766,CA Mineiro,2013
1447,Maycon,Midfield,1997-07-15,Brazil,,1766,CA Mineiro,2013
16476,Bernard,Midfield,1992-09-08,Brazil,,1766,CA Mineiro,2013
24670,Alan Franco,Midfield,1998-08-21,Ecuador,,1766,CA Mineiro,2013
46266,Tomás Cuello,Midfield,2000-03-05,Argentina,,1766,CA Mineiro,2013
72781,Gustavo Scarpa,Midfield,1994-01-05,Brazil,,1766,CA Mineiro,2013
82534,Igor Gomes,Midfield,1999-03-17,Brazil,,1766,CA Mineiro,2013
178854,Victor Hugo Gomes,Midfield,2004-05-11,Brazil,,1766,CA Mineiro,2013
189371,Alexsander Gomes,Midfield,2003-10-08,Brazil,,1766,CA Mineiro,2013
213331,Tomás Pérez,Midfield,2005-08-26,Argentina,,1766,CA Mineiro,2013
260075,Patrick Silva,Midfield,2004-03-19,Brazil,,1766,CA Mineiro,2013
276189,José Phelipe,Midfield,2005-06-14,Brazil,,1766,CA Mineiro,2013
276210,Hendel,Midfield,2008-04-03,Brazil,,1766,CA Mineiro,2013
276263,Lucas Louback,Midfield,2006-04-13,Brazil,,1766,CA Mineiro,2013
285292,Mateus Iseppe,Midfield,2006-05-02,Brazil,,1766,CA Mineiro,2013
288491,Wallysson Freitas,Midfield,2008-04-25,Brazil,,1766,CA Mineiro,2013
290766,Murillo Cardoso,Midfield,2006-07-21,Brazil,,1766,CA Mineiro,2013
290768,Mamady Cissé,Midfield,2007-01-01,Guinea,,1766,CA Mineiro,2013
294994,Lucas Silva,Midfield,2006-03-30,Brazil,,1766,CA Mineiro,2013
1182,Dudu,Offence,1992-01-07,Brazil,,1766,CA Mineiro,2013
7569,Mateo Cassierra,Offence,1997-04-13,Colombia,,1766,CA Mineiro,2013
179174,Alan Minda,Offence,2003-05-14,Ecuador,,1766,CA Mineiro,2013
276224,Eric Soares,Offence,2006-01-08,Brazil,,1766,CA Mineiro,2013
276280,Ryan Felipe,Offence,2006-07-28,Brazil,,1766,CA Mineiro,2013
287624,João Castro,Offence,2009-07-16,Brazil,,1766,CA Mineiro,2013
290765,Cauã Campos,Offence,2008-06-30,Brazil,,1766,CA Mineiro,2013
294996,Riquelme Henrique,Offence,2009-01-17,Brazil,,1766,CA Mineiro,2013
131258,Ruan,Centre-Back,1999-06-07,Brazil,,1766,CA Mineiro,2013
123350,Reinier,Attacking Midfield,2002-01-19,Brazil,,1766,CA Mineiro,2013
2283,Lyanco,Centre-Back,1997-02-01,Brazil,,1766,CA Mineiro,2013
1671,Renan Lodi,Left-Back,1998-04-08,Brazil,,1766,CA Mineiro,2013
1170,Weverton,Goalkeeper,1987-12-13,Brazil,,1767,Grêmio FBPA,2013
168962,Gabriel Chapeco,Goalkeeper,2000-03-29,Brazil,,1767,Grêmio FBPA,2013
249197,Thiago Beltrame,Goalkeeper,2003-07-02,Brazil,,1767,Grêmio FBPA,2013
290930,Gabriel Menegon,Goalkeeper,2008-10-14,Brazil,,1767,Grêmio FBPA,2013
1072,Marlon,Defence,1997-05-20,Brazil,,1767,Grêmio FBPA,2013
1138,Walter Kannemann,Defence,1991-03-14,Argentina,,1767,Grêmio FBPA,2013
1178,Marcos Rocha,Defence,1988-12-11,Brazil,,1767,Grêmio FBPA,2013
1387,João Pedro,Defence,1996-11-15,Brazil,,1767,Grêmio FBPA,2013
1436,Fabián Balbuena,Defence,1991-08-23,Paraguay,,1767,Grêmio FBPA,2013
147442,Erick Noriega,Defence,2001-10-22,Peru,,1767,Grêmio FBPA,2013
168793,Wagner Leonardo,Defence,1999-07-23,Brazil,,1767,Grêmio FBPA,2013
181463,Gustavo Martins,Defence,2002-08-11,Brazil,,1767,Grêmio FBPA,2013
211602,Viery,Defence,2005-01-02,Brazil,,1767,Grêmio FBPA,2013
263955,Athos Thawan,Defence,2005-03-29,Brazil,,1767,Grêmio FBPA,2013
276217,Borges,Defence,2006-06-07,Brazil,,1767,Grêmio FBPA,2013
276278,Luis Guedes,Defence,2008-01-16,Brazil,,1767,Grêmio FBPA,2013
276281,Pedro Gabriel,Defence,2007-06-06,Brazil,,1767,Grêmio FBPA,2013
294384,Vitor Ramon,Defence,2008-01-15,Brazil,,1767,Grêmio FBPA,2013
1087,Dodi,Midfield,1996-04-17,Brazil,,1767,Grêmio FBPA,2013
33078,Felipe Carballo,Midfield,1996-10-04,Uruguay,,1767,Grêmio FBPA,2013
46178,Mathías Villasanti,Midfield,1997-01-24,Paraguay,,1767,Grêmio FBPA,2013
74729,Caio Paulista,Midfield,1998-05-11,Brazil,,1767,Grêmio FBPA,2013
116177,Tetê,Midfield,2000-02-15,Brazil,,1767,Grêmio FBPA,2013
117570,José Enamorado,Midfield,1999-01-13,Colombia,,1767,Grêmio FBPA,2013
170674,Juan Ignacio Nardoni,Midfield,2002-07-14,Argentina,,1767,Grêmio FBPA,2013
178482,Miguel Monsalve,Midfield,2004-02-27,Colombia,,1767,Grêmio FBPA,2013
213173,Leonel Perez,Midfield,2004-08-09,Argentina,,1767,Grêmio FBPA,2013
249139,Riquelme,Midfield,2006-08-13,Brazil,,1767,Grêmio FBPA,2013
273290,Tiago Goncalves,Midfield,2008-02-02,Brazil,,1767,Grêmio FBPA,2013
276206,Bernardo Zortea,Midfield,2007-03-21,Brazil,,1767,Grêmio FBPA,2013
276279,Gabriel Mec,Midfield,2008-04-11,Brazil,,1767,Grêmio FBPA,2013
290803,Jefinho,Midfield,2006-12-14,Brazil,,1767,Grêmio FBPA,2013
293081,Rafael Gomes,Midfield,2008-04-15,Brazil,,1767,Grêmio FBPA,2013
3219,Cristian Pavón,Offence,1996-01-21,Argentina,,1767,Grêmio FBPA,2013
8863,Francis Amuzu,Offence,1999-08-23,Belgium,,1767,Grêmio FBPA,2013
194867,Andre,Offence,2001-12-17,Brazil,,1767,Grêmio FBPA,2013
276220,Smiley,Offence,2007-05-08,Brazil,,1767,Grêmio FBPA,2013
276269,Jeferson,Offence,2007-01-16,Brazil,,1767,Grêmio FBPA,2013
290701,Roger Dias,Offence,2008-04-29,Brazil,,1767,Grêmio FBPA,2013
37833,Carlos Vinícius,Centre-Forward,1995-03-25,Brazil,,1767,Grêmio FBPA,2013
3467,Martin Braithwaite,Centre-Forward,1991-06-05,Denmark,,1767,Grêmio FBPA,2013
3230,Willian,Left Winger,1988-08-09,Brazil,,1767,Grêmio FBPA,2013
1148,Arthur,Defensive Midfield,1996-08-12,Brazil,,1767,Grêmio FBPA,2013
1662,Santos,Goalkeeper,1990-03-17,Brazil,,1768,CA Paranaense,2013
187426,Mycael,Goalkeeper,2004-03-12,Brazil,,1768,CA Paranaense,2013
249158,Matheus Soares,Goalkeeper,2005-01-10,Brazil,,1768,CA Paranaense,2013
278568,Maksym Voronov,Goalkeeper,2006-06-09,Ukraine,,1768,CA Paranaense,2013
1386,Léo,Defence,1996-03-06,Brazil,,1768,CA Paranaense,2013
1584,Dudu,Defence,1997-05-30,Brazil,,1768,CA Paranaense,2013
22166,Juan Aguirre,Defence,1996-08-29,Colombia,,1768,CA Paranaense,2013
22673,Alejandro García,Defence,2001-02-28,Colombia,,1768,CA Paranaense,2013
104494,Carlos Terán,Defence,2000-09-24,Colombia,,1768,CA Paranaense,2013
127557,Gastón Benavídez,Defence,1995-10-23,Argentina,,1768,CA Paranaense,2013
153853,Lucas Esquivel,Defence,2001-10-14,Argentina,,1768,CA Paranaense,2013
203402,Derik,Defence,2005-07-24,Brazil,,1768,CA Paranaense,2013
203659,Filipinho,Defence,2001-10-18,Brazil,,1768,CA Paranaense,2013
227055,Marcos Andre,Defence,2006-03-23,Brazil,,1768,CA Paranaense,2013
249229,Arthur Dias,Defence,2007-04-10,Brazil,,1768,CA Paranaense,2013
286575,Gilberto Leite,Defence,2005-03-27,Brazil,,1768,CA Paranaense,2013
290567,Murilo Camargo,Defence,2009-03-29,Brazil,,1768,CA Paranaense,2013
290568,Bruno Ramos,Defence,2008-08-16,Brazil,,1768,CA Paranaense,2013
290570,Claudio Henrique,Defence,2005-10-26,Brazil,,1768,CA Paranaense,2013
1083,Jádson,Midfield,1993-08-30,Brazil,,1768,CA Paranaense,2013
8357,Luiz Gustavo,Midfield,1987-07-23,Brazil,,1768,CA Paranaense,2013
131264,Bruno Zapelli,Midfield,2002-05-17,Argentina,,1768,CA Paranaense,2013
178353,Juan Portilla,Midfield,1998-09-12,Colombia,,1768,CA Paranaense,2013
202198,Isaac,Midfield,2004-04-24,Brazil,,1768,CA Paranaense,2013
211606,Dudu,Midfield,2006-01-01,Brazil,,1768,CA Paranaense,2013
221387,Chiqueti,Midfield,2005-02-09,Brazil,,1768,CA Paranaense,2013
244753,João Victor,Midfield,2006-05-12,Brazil,,1768,CA Paranaense,2013
249225,Diogo Riquelme,Midfield,2005-04-23,Brazil,,1768,CA Paranaense,2013
290564,Lucas Marezi,Midfield,2006-01-18,Brazil,,1768,CA Paranaense,2013
290565,Gustavo Veiga,Midfield,2006-01-16,Brazil,,1768,CA Paranaense,2013
290566,Stabelini,Midfield,2007-05-14,Brazil,,1768,CA Paranaense,2013
291293,Guilherme Back,Midfield,2006-09-23,Brazil,,1768,CA Paranaense,2013
291295,Benjamín Brito,Midfield,2007-07-25,Argentina,,1768,CA Paranaense,2013
293116,Lima,Midfield,1995-11-01,Brazil,,1768,CA Paranaense,2013
56226,Julimar,Offence,2001-01-25,Brazil,,1768,CA Paranaense,2013
176630,Renan,Offence,2003-01-31,Brazil,,1768,CA Paranaense,2013
192070,Kevin Viveros,Offence,2000-04-26,Colombia,,1768,CA Paranaense,2013
249382,Renan Peixoto,Offence,2000-02-21,Brazil,,1768,CA Paranaense,2013
249477,Leozinho,Offence,1998-12-05,Brazil,,1768,CA Paranaense,2013
259923,Kayke,Offence,2008-04-26,Brazil,,1768,CA Paranaense,2013
278610,Sorriso,Offence,2006-04-15,Brazil,,1768,CA Paranaense,2013
278937,Vitinho,Offence,2007-04-19,Brazil,,1768,CA Paranaense,2013
290569,Lucas Amorim,Offence,2006-06-05,Brazil,,1768,CA Paranaense,2013
291286,Juliano Santini,Offence,2007-02-23,Brazil,,1768,CA Paranaense,2013
8606,Stiven Mendoza,Left Winger,1992-06-27,Colombia,,1768,CA Paranaense,2013
1562,Marcelo Lomba,Goalkeeper,1986-12-18,Brazil,,1769,SE Palmeiras,2013
118029,Carlos Miguel,Goalkeeper,1998-10-09,Brazil,,1769,SE Palmeiras,2013
281726,Wanderson Ferreira,Goalkeeper,2005-02-07,Brazil,,1769,SE Palmeiras,2013
283241,Luiz Sá,Goalkeeper,2007-03-01,Brazil,,1769,SE Palmeiras,2013
287885,Kauan Lima,Goalkeeper,2007-02-14,Brazil,,1769,SE Palmeiras,2013
1741,Gustavo Gómez,Defence,1993-05-06,Paraguay,,1769,SE Palmeiras,2013
28740,Joaquín Piquerez,Defence,1998-08-24,Uruguay,,1769,SE Palmeiras,2013
46454,Alexander Barboza,Defence,1995-03-16,Argentina,,1769,SE Palmeiras,2013
115222,Bruno Fuchs,Defence,1999-04-01,Brazil,,1769,SE Palmeiras,2013
115559,Khellven,Defence,2001-02-25,Brazil,,1769,SE Palmeiras,2013
170525,Murilo Cerqueira,Defence,1997-03-27,Brazil,,1769,SE Palmeiras,2013
183528,Agustin Giay,Defence,2004-01-16,Argentina,,1769,SE Palmeiras,2013
206776,Jefte,Defence,2003-12-21,Brazil,,1769,SE Palmeiras,2013
260932,Luis Gustavo,Defence,2006-06-07,Brazil,,1769,SE Palmeiras,2013
281040,Arthur Santana,Defence,2005-09-04,Brazil,,1769,SE Palmeiras,2013
292249,Meykson Silmark,Defence,2006-04-01,Brazil,,1769,SE Palmeiras,2013
295654,Koné Zié Mohamed,Defence,2007-10-20,Ivory Coast,,1769,SE Palmeiras,2013
1080,Marlon Freitas,Midfield,1995-03-27,Brazil,,1769,SE Palmeiras,2013
22306,Jhon Arias,Midfield,1997-09-21,Colombia,,1769,SE Palmeiras,2013
45173,Lucas Evangelista,Midfield,1995-05-06,Brazil,,1769,SE Palmeiras,2013
119594,Mauricio,Midfield,2001-06-22,Brazil,,1769,SE Palmeiras,2013
130957,Emiliano Martínez,Midfield,1999-08-17,Uruguay,,1769,SE Palmeiras,2013
181523,Vitor de Almeida,Midfield,2005-10-25,Brazil,,1769,SE Palmeiras,2013
270549,Vitor Figueiredo,Midfield,2006-03-03,Brazil,,1769,SE Palmeiras,2013
278888,Victor Gabriel,Midfield,2006-11-22,Brazil,,1769,SE Palmeiras,2013
281587,Rafael Coutinho,Midfield,2006-03-24,Brazil,,1769,SE Palmeiras,2013
282123,Erick Machado,Midfield,2007-01-21,Brazil,,1769,SE Palmeiras,2013
287767,Luis Pacheco,Midfield,2008-02-02,Brazil,,1769,SE Palmeiras,2013
291831,Gabriel Silva,Midfield,2007-02-04,Brazil,,1769,SE Palmeiras,2013
295840,Eduardo Conceição,Midfield,2009-12-07,Brazil,,1769,SE Palmeiras,2013
1490,Paulinho,Offence,2000-07-15,Brazil,,1769,SE Palmeiras,2013
140647,Ramón Sosa,Offence,1999-08-31,Paraguay,,1769,SE Palmeiras,2013
170698,José Manuel López,Offence,2000-12-06,Argentina,,1769,SE Palmeiras,2013
249169,Luighi Hanri,Offence,2006-04-30,Brazil,,1769,SE Palmeiras,2013
249222,Riquelme Fillipi,Offence,2006-09-15,Brazil,,1769,SE Palmeiras,2013
262366,Larson,Offence,2005-07-10,Brazil,,1769,SE Palmeiras,2013
274216,Allan,Offence,2004-04-19,Brazil,,1769,SE Palmeiras,2013
287314,Heittor da Silva,Offence,2007-09-18,Brazil,,1769,SE Palmeiras,2013
181439,Vítor Roque,Centre-Forward,2005-02-28,Brazil,,1769,SE Palmeiras,2013
33153,Andreas Pereira,Attacking Midfield,1996-01-01,Brazil,,1769,SE Palmeiras,2013
2060,Felipe Anderson,Left Winger,1993-04-15,Brazil,,1769,SE Palmeiras,2013
3221,Neto,Goalkeeper,1989-07-19,Brazil,,1770,Botafogo FR,2013
13152,Raul,Goalkeeper,1997-07-28,Brazil,,1770,Botafogo FR,2013
179157,Leo Linck,Goalkeeper,2001-03-03,Brazil,,1770,Botafogo FR,2013
250332,Cristhian Loor,Goalkeeper,2006-03-09,Ecuador,,1770,Botafogo FR,2013
250759,Rhyan Luca,Goalkeeper,2006-12-02,Brazil,,1770,Botafogo FR,2013
1239,Vitinho,Defence,1999-07-23,Brazil,,1770,Botafogo FR,2013
8457,Marçal,Defence,1989-02-19,Brazil,,1770,Botafogo FR,2013
15904,Alex Telles,Defence,1992-12-15,Brazil,,1770,Botafogo FR,2013
28433,Nahuel Ferraresi,Defence,1998-11-19,Venezuela,,1770,Botafogo FR,2013
37418,Kaio Pantaleão,Defence,1995-09-18,Brazil,,1770,Botafogo FR,2013
151999,Caio Roque,Defence,2002-01-09,Brazil,,1770,Botafogo FR,2013
160792,Mateo Ponte,Defence,2003-05-24,Uruguay,,1770,Botafogo FR,2013
171861,Bastos,Defence,1991-11-23,Angola,,1770,Botafogo FR,2013
206227,Jhoan Hernández,Defence,2006-02-20,Colombia,,1770,Botafogo FR,2013
211500,Ythallo,Defence,2004-07-22,Brazil,,1770,Botafogo FR,2013
249506,Anthony,Defence,2005-07-12,Brazil,,1770,Botafogo FR,2013
260984,Wallace,Defence,2007-05-10,Brazil,,1770,Botafogo FR,2013
274158,Victor Hugo,Defence,2007-06-04,Brazil,,1770,Botafogo FR,2013
274540,Caio Valle,Defence,2007-10-11,Brazil,,1770,Botafogo FR,2013
276799,Carlos Santos,Defence,2005-08-16,Brazil,,1770,Botafogo FR,2013
286981,Gabriel Pereira,Defence,2006-04-16,Brazil,,1770,Botafogo FR,2013
287447,Gabriel Abdias,Defence,2006-06-19,Brazil,,1770,Botafogo FR,2013
287787,Marcos Vinagre,Defence,2007-02-15,Brazil,,1770,Botafogo FR,2013
291294,Pedro de Paula,Defence,2008-10-01,Brazil,,1770,Botafogo FR,2013
291298,João Lira,Defence,2008-02-24,Brazil,,1770,Botafogo FR,2013
291832,Arthur Alves,Defence,2008-09-16,Brazil,,1770,Botafogo FR,2013
1580,Edenilson,Midfield,1989-12-18,Brazil,,1770,Botafogo FR,2013
2096,Allan,Midfield,1991-01-08,Brazil,,1770,Botafogo FR,2013
113671,Santiago Rodríguez,Midfield,2000-01-08,Uruguay,,1770,Botafogo FR,2013
149704,Danilo dos Santos de Oliveira,Midfield,2001-04-29,Brazil,,1770,Botafogo FR,2013
154595,Cristian Medina,Midfield,2002-06-01,Argentina,,1770,Botafogo FR,2013
165989,Lucas Villalba,Midfield,2001-05-11,Uruguay,,1770,Botafogo FR,2013
169234,Matheus Martins,Midfield,2003-07-16,Brazil,,1770,Botafogo FR,2013
203361,Bernardo Valim,Midfield,2006-01-30,Brazil,,1770,Botafogo FR,2013
203397,Newton,Midfield,2000-03-12,Brazil,,1770,Botafogo FR,2013
206393,Jordan Barrera,Midfield,2006-04-11,Colombia,,1770,Botafogo FR,2013
221555,Kaua Branco,Midfield,2006-05-04,Brazil,,1770,Botafogo FR,2013
250493,Alvaro Montoro,Midfield,2007-04-17,Argentina,,1770,Botafogo FR,2013
274146,Lucyo,Midfield,2006-03-15,Brazil,,1770,Botafogo FR,2013
274539,Lucas Camilo,Midfield,2006-05-25,Brazil,,1770,Botafogo FR,2013
274541,Zappelini,Midfield,2007-03-26,Brazil,,1770,Botafogo FR,2013
275395,Kauan,Midfield,2006-04-15,Brazil,,1770,Botafogo FR,2013
291292,Samuel da Silva,Midfield,2008-03-30,Brazil,,1770,Botafogo FR,2013
291300,Davi Alves,Midfield,2008-06-27,Brazil,,1770,Botafogo FR,2013
291306,Felipe Januário,Midfield,2007-05-03,Brazil,,1770,Botafogo FR,2013
77,Joaquín Correa,Offence,1994-08-13,Argentina,,1770,Botafogo FR,2013
12653,Júnior Santos,Offence,1994-10-11,Brazil,,1770,Botafogo FR,2013
172113,Chris Ramos,Offence,1997-01-18,Spain,,1770,Botafogo FR,2013
182538,Weliton Santos,Offence,2005-04-13,Brazil,,1770,Botafogo FR,2013
206708,Nathan Ribeiro,Offence,2005-02-16,Brazil,,1770,Botafogo FR,2013
278626,Arthur Izaque,Offence,2007-06-29,Brazil,,1770,Botafogo FR,2013
286833,Kadir Barría,Offence,2007-07-18,Panama,,1770,Botafogo FR,2013
291288,Rogerio Medeiros,Offence,2008-04-11,Brazil,,1770,Botafogo FR,2013
291305,Matheusinho,Offence,2007-03-30,Brazil,,1770,Botafogo FR,2013
291892,Miguel Caldas,Offence,2008-07-20,Brazil,,1770,Botafogo FR,2013
1723,Arthur Cabral,Centre-Forward,1998-04-25,Brazil,,1770,Botafogo FR,2013
1431,Cássio,Goalkeeper,1987-06-06,Brazil,,1771,Cruzeiro EC,2013
178822,Matheus Cunha,Goalkeeper,2001-05-24,Brazil,,1771,Cruzeiro EC,2013
203390,Otávio,Goalkeeper,2005-12-27,Brazil,,1771,Cruzeiro EC,2013
276287,Marcelo,Goalkeeper,2006-02-12,Brazil,,1771,Cruzeiro EC,2013
278776,Vitor Lamounier,Goalkeeper,2007-10-18,Brazil,,1771,Cruzeiro EC,2013
290770,Felipe Teixeira,Goalkeeper,2009-05-05,Brazil,,1771,Cruzeiro EC,2013
1266,Fabrício Bruno,Defence,1996-02-12,Brazil,,1771,Cruzeiro EC,2013
1434,Fágner,Defence,1989-06-11,Brazil,,1771,Cruzeiro EC,2013
9418,William,Defence,1995-04-03,Brazil,,1771,Cruzeiro EC,2013
45865,Lucas Villalba,Defence,1994-08-19,Argentina,,1771,Cruzeiro EC,2013
115095,João Marcelo,Defence,2000-06-13,Brazil,,1771,Cruzeiro EC,2013
181633,Kaiki Bruno,Defence,2003-03-08,Brazil,,1771,Cruzeiro EC,2013
207251,Jonathan,Defence,2004-05-27,Brazil,,1771,Cruzeiro EC,2013
249190,Ian,Defence,2009-01-09,Brazil,,1771,Cruzeiro EC,2013
276232,José,Defence,2005-08-31,Brazil,,1771,Cruzeiro EC,2013
276255,Kaua Prates,Defence,2008-08-12,Brazil,,1771,Cruzeiro EC,2013
278484,Kauã Moraes,Defence,2006-06-29,Brazil,,1771,Cruzeiro EC,2013
278775,Nicolas Pontes,Defence,2006-01-14,Brazil,,1771,Cruzeiro EC,2013
295598,Bryan,Defence,2010-08-23,Brazil,,1771,Cruzeiro EC,2013
1246,Lucas Romero,Midfield,1994-04-18,Argentina,,1771,Cruzeiro EC,2013
1250,Lucas Silva,Midfield,1993-02-16,Brazil,,1771,Cruzeiro EC,2013
1815,Gerson,Midfield,1997-05-20,Brazil,,1771,Cruzeiro EC,2013
49264,Wanderson,Midfield,1994-10-07,Brazil,,1771,Cruzeiro EC,2013
118245,Christian,Midfield,2000-12-19,Brazil,,1771,Cruzeiro EC,2013
203387,João Wellington,Midfield,2004-01-02,Brazil,,1771,Cruzeiro EC,2013
205585,Keny Arroyo,Midfield,2006-02-14,Ecuador,,1771,Cruzeiro EC,2013
277675,Murilo,Midfield,2006-03-13,Brazil,,1771,Cruzeiro EC,2013
288902,Rayan,Midfield,2007-01-19,Brazil,,1771,Cruzeiro EC,2013
289855,Rhuan Gabriel,Midfield,2006-02-06,Brazil,,1771,Cruzeiro EC,2013
290771,Kaiquy,Midfield,2006-05-17,Brazil,,1771,Cruzeiro EC,2013
291156,Danilo Gimenes,Midfield,2007-02-25,Brazil,,1771,Cruzeiro EC,2013
40067,Chico,Offence,1995-05-05,Brazil,,1771,Cruzeiro EC,2013
45490,Matheus Pereira,Offence,1996-05-05,Brazil,,1771,Cruzeiro EC,2013
169004,Bruno Rodrigues,Offence,1997-03-07,Brazil,,1771,Cruzeiro EC,2013
218422,Neizer Villarreal,Offence,2005-04-24,Colombia,,1771,Cruzeiro EC,2013
224582,Ruan,Offence,2006-08-10,Brazil,,1771,Cruzeiro EC,2013
272933,Kenji,Offence,2006-01-30,Brazil,,1771,Cruzeiro EC,2013
276286,Bruno Ferreira,Offence,2005-08-04,Brazil,,1771,Cruzeiro EC,2013
169277,Marquinhos,Right Winger,2003-04-07,Brazil,,1771,Cruzeiro EC,2013
91310,Kaio Jorge,Centre-Forward,2002-01-24,Brazil,,1771,Cruzeiro EC,2013
22040,Luis Sinisterra,Left Winger,1999-06-17,Colombia,,1771,Cruzeiro EC,2013
6532,Walace,Defensive Midfield,1995-04-04,Brazil,,1771,Cruzeiro EC,2013
1153,Matheus Henrique,Central Midfield,1997-12-19,Brazil,,1771,Cruzeiro EC,2013
