Area,short names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
TON,trade_import_4,1,0,1,0,0,0,0,1,2,0,1,4,1,0,14,1,1,3,43,43,0,0,3,2,2.06,,5.78,18.83,1.46,0.2,0.41,0.24,
TON,trade_import_5,43,37,126,130,70,80,74,47,138,1207,306,364,240,233,289,378,283,119,749,756,237,580,181,151,740.01,1469.51,2185.84,1764.44,2652.42,2650.68,2976.64,3224.5,3115.97
TON,trade_import_6,863,1115,1204,1131,1039,1316,1222,1335,1671,2569,2531,1730,1553,2968,3034,3226,3768,3934,3475,5376,7156,9512,7496,7237,8507.08,9439.51,8365.36,7976.1,12755.32,11081.82,8783.95,12111.63,9234.31
TON,trade_import_7,,,,,,,,,,,2,,,3,0,0,0,0,0,0,0,0,0,0,0.08,,,,,,,1.87,0.79
TON,trade_import_8,22,3,9,5,7,23,7,2,3,25,79,31,81,107,41,15,26,38,82,50,91,62,37,86,131.76,73.61,24.25,19.54,147.01,83.81,5.96,15.37,6.3
TTO,production_Agr_1,3381,3100,3500,5000,4798.6,4411.47,4387.21,4830.9,4540,1000,975,1811,3296,2955,3000,3050,3000,3750,3500,3000,3201.97,3460.86,3500,3433.19,3494.38,3540.4,3710.76,4030.57,4446.2,5000,5000,5000,5000
TTO,production_Agr_2,13532,16000,22022,16204,17514,10193,17858,6796,7037,3109.7,6256,3262,3882,1719.8,1720,2082,1555,2413,2677,2226,2259,2662.8,2121.9,2859,2912,1900,1823,1620,586,575,734,351.1,125
TTO,production_Agr_5,1206,1203,989,1007,1148,1175,1210,1069,913,982,810,823,859,762,765,765,600,500,700,1250,1155,975,993,1008,962.51,875.71,911.79,913.61,1000,1200,1200,1200,1252.65
TTO,production_Agr_6,2443,2449,2458,1938,1592,1565,1625,2076,1878,1924,1693,2039,2935,2838,2925,2925,3548,3866,3408,3429,3341,3334,3479,2666,2574,2072,1994,2159,2301,1898,1729,1972,1890.8
TTO,production_Agr_7,24400,25700,24602,29872,26463,30051,30000,26591,26180,29000,38792,46919,57967,56512,57600,57600,47129.04,53139.24,53459.28,58106.18,65256,64333,65919,66578,67044,48562,60703,63907,65041,51413,47103,46112.82,51149.28
TTO,production_Agr_8,375,375,375,375,375,375,375,375,375,375,375,375,377.25,377.25,378,382.5,359.04,156,164,34,46,43,39,64,35,54,46,79,55,41,86,52,37
TTO,production_Agr_9,11147,11578,10813,9446,9371,9175,9623,9838,9976,10241,10477,10353,9957,8897,7438,7849,6866,6034,5153,4830,4316.2,5621,4188,4127,3941,3731,3137,3281,3456,2934,2184,1708,1394
TTO,trade_export_1,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,6.27,0.38,0.63,2.58,26.4,2.33,2.3,0.16,0.03
TTO,trade_export_2,350,0,750,100,1,300,0,0,500,0,528.02,3501,0,1398,0,3985,0,0,0,1,110,153,153,153,,456.47,981.29,1023.75,360.11,0.26,734.6,3943.05,
TTO,trade_export_3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,250,1,132,132,0,0,0,0,0,219.36,1.15,0.26,100.01,1.54,0.01,0.21,0.19,0.32
TTO,trade_export_4,57,1204,535,1198,23,5,3,19,33,172,181.13,904,194,1575,1297,15390,8769,1979,648,10352,6171,371,371,11,10.75,960.34,2328.53,706.23,426,130.19,83.71,920.62,91.34
TTO,trade_export_5,32,675,1076,1389,1790,1678,1876,2163,2011,1581,1712.03,1525,1676,1450,1453,1657,1597,1481,728,937,1048,344,344,160,308.66,51.18,888.29,771.22,796.67,741.98,717.77,303.76,27.57
TTO,trade_export_6,314,19,46,40,25,37,58,49,78,275,176.94,118,109,61,79,78,117,181,27,169,231,530,184,184,469.8,418.98,325.65,81.16,67.81,102.08,71.43,111.33,77.11
TTO,trade_export_7,1,1,6,5,0,0,0,0,1,0,0.92,5,3,1,2,0,1,0,0,0,1,1,1,1,0.98,4.89,2.41,3.05,13.76,0.67,0.24,2.62,5.86
TTO,trade_export_8,50,71,45,60,56,96,147,52,167,24,37,37,28,17,16,18,15,14,0,19,20,20,20,20,0.08,57.31,49.38,30.16,23.28,23.89,14.39,21.27,15.94
TTO,trade_import_1,0,5,0,0,0,0,0,20,0,3,11.1,0,2,2,8,24,33,2,0,124,627,4,51,51,81.73,203.56,204,42.05,0,29.75,141.41,9.31,7.7
TTO,trade_import_2,143486,83131,120244,113408,85119,130877,105550,187014,107732,132823,127581.99,126000,118437,114810,136286,138738,99160,142503,118590,115703,137150,118106,118176,134908,132541.8,104319.35,111645.7,120975.62,112106.38,112712.64,108145.48,116598.93,115552.13
TTO,trade_import_3,56964,94797,81358,86001,75531,91527,79890,75169,44528,36500,79300,90000,85900,72500,75108,45721,9096,10633,10633,2056,11190,1000,1000,1000,513.5,19344.97,345.4,327.3,381.3,1949.94,7794.7,1191.5,64.51
TTO,trade_import_4,105675,92160,92463,83125,41875,86008,88902,71188,80121,25320,48436.09,72230,59747,35992,47495,57473,65790,43198,106514,54704,51365,71027,90054,92241,83719.21,79453,74413.77,78216.34,82030.07,87548.16,84139.46,83433.45,89823.72
TTO,trade_import_5,54,22,32,35,247,0,0,3,38,42,53.59,74,136,66,312,564,404,247,166,130,731,1063,3439,4203,4445.15,5129.57,4967.98,5776.93,5245.54,5058.4,4628.52,4184.8,4530.95
TTO,trade_import_6,1585,1127,1067,934,764,1331,1398,1594,2153,1673,2150.27,1848,1701,1876,2649,3296,3404,7140,14945,10385,13292,18183,17161,20339,21473.7,743.43,240.05,386.46,345.42,17340.27,17566.69,16397.9,18964.93
TTO,trade_import_7,920,1471,1196,1542,717,747,292,141,580,591,617.08,980,603,909,818,897,1145,1077,1077,1793,1123,1856,1958,2018,1849.24,1816.05,1447.18,1565.29,874,1046.05,657.98,494.66,1060.85
TTO,trade_import_8,137,38,0,229,574,681,1200,1022,1678,935,1070.65,1357,1727,2308,2180,2148,2988,5422,3208,2449,3331,3741,2268,2309,2319.38,3278.06,2792.44,3832.74,3829.79,4031.5,3577.92,4678.65,4313.19
TUN,production_Agr_10,10300,11500,12000,12500,10500,10500,11500,11000,12000,11944.57,12400,12785.61,12200,12419.6,12400,12600,13200,13800,13200,13200,12007.58,13600,14000,15000,11763.98,11492.94,11412.92,11394.88,11525.15,11652.24,11579.04,11442.89,11372.66
TUN,production_Agr_4,1122000,1786100,1584100,1412600,502600,530800,2017650,884900,1353520,1390000,842000,1118000,422200,1984000,1722000,1626700,1250600,1442800,919000,1653600,822000,1605500,1523300,975490,1513000,912570,926592,1104300,1075400,1455000,1042000,1193000,1135000
TUN,production_Agr_5,39000,35900,37700,41500,42600,43700,45200,45000,46000,50000,52000,52400,56000,50200,46700,45800,48800,52400,54000,51600,55800,54300,54600,56000,58000,59300,59300,52000,51500,44700,49400,49900,50490
TUN,production_Agr_6,170,150,150,169,174,157,150,158,155,114,165,155,150,155,150,152,173,155,150,140,129,114,110,110,180,150.11,134.78,129.75,127.58,126.91,125.23,123.53,121.84
TUN,production_Agr_7,46500,47500,51300,53400,52300,54800,55500,63700,74200,81000,87000,91000,90000,95300,106900,100500,78800,96100,103000,103000,112900,108000,127500,138800,144500,150000,139800,138800,141000,144800,144000,152300,152780
TUN,production_Agr_8,7300,7100,7500,7900,8300,8300,8300,8300,9200,9800,9200,9300,9500,9400,9400,10600,10800,11300,10000,9800,9400,9400,9000,9200,9600,9700,9550,9500,9500,9600,10200,11200,11210
TUN,production_Agr_9,400500,395000,425000,460000,497000,539000,587000,630000,720000,803000,870000,916000,927000,872000,844000,900000,957000,983000,988000,1006700,1030000,1063000,1098000,1149000,1225000,1353000,1407000,1426000,1310000,1348000,1379000,1405000,1377333.33
TUN,trade_export_1,20,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
TUN,trade_export_2,0,0,0,0,2000,0,0,94,38,15,0,0,0,0,72,0,15,0,11500,0,0,60093,2005,45,,,,,2620,,60,,150
TUN,trade_export_3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,,3300,,,,,,0.3,
TUN,trade_export_4,0,2,2,0,,0,0,0,0,0,39283,61215,67156,70007,70313,10581,27,2750,1100,0,0,40900,1500,0,13506.51,5558,3362,,,,0.01,961.3,
TUN,trade_export_5,0,0,403,0,0,0,0,0,0,0,3868,1276,0,1,1,114,114,2478,1348,0,336,3010,0,111,492.26,312.76,1907.81,5082.9,6693.36,6296.55,5270.06,10380.48,7332.41
TUN,trade_export_6,0,0,0,0,,8,0,5,0,1,0,17,6,0,0,0,0,76,393,1173,2228,4524,3058,1377,2031.08,1018.87,1117.29,2738.84,2308.97,1375.64,1451.83,1377.6,1209.79
TUN,trade_export_7,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,,,,,,,,,
TUN,trade_export_8,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,1.36,,,,
TUN,trade_import_1,0,0,0,0,,,,86,0,0,0,0,0,0,32,0,1,4,4,56,3,1,0,1,1.72,3.43,0.72,0.03,,,,,
TUN,trade_import_2,897618,676981,653565,714857,851996,1652381,860299,1205319,1320029,1086451,1385025,1454300,1815725,1385256,1043465,1132924,1258091,1696283,1762440,1232426,1914864,1577963,1632489,1485639,1664897.35,1953860.13,2141804.6,1948123.46,1982361.93,1848993.46,2237133.82,1890731.5,1891272.25
TUN,trade_import_3,0,2,0,0,,2,0,0,0,0,0,0,17,148,0,0,300,0,19334,225405,421800,462652,412355,467490,435347.58,514388.56,581648.94,490416.74,669218.4,668831.64,586405.13,543922.72,497494.7
TUN,trade_import_4,293263,238027,343263,289959,254076,328896,314762,445707,467019,681432,678701,810854,884330,605959,723304,661527,736171,618330,749206,664512,889276,850199,855135,867519,1022125.71,1109994,1133291.1,1217159.21,865876.91,1025880.26,1032502.18,994144.23,827415.25
TUN,trade_import_5,0,0,13,17534,3329,0,0,0,0,0,0,0,10853,14489,15346,0,0,3299,7448,32,6,1150,822,4244,3.02,,,,8193.89,6364.52,2829.16,,
TUN,trade_import_6,91,47,604,405,295,441,127,0,19,66,71,0,0,179,162,27,95,1583,132,1102,2599,2529,5200,1413,2691.34,73.66,213.03,233.14,1602.34,1255.02,35.01,271.61,1672.34
TUN,trade_import_7,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,
TUN,trade_import_8,0,0,30,165,58,20,0,0,0,0,20,0,0,0,0,0,0,68,66,42,7,0,36,47,46.97,23.62,,34.7,22.43,34.27,,0.21,
TUR,production_Agr_1,2100000,2180000,2225000,2500000,1850000,1900000,2000000,2080000,2300000,2297000,2300000,2200000,2100000,2800000,3000000,4200000,3811000,3535000,4274000,4250000,4310000,4200000,4600000,5900000,5950000,6400000,6400000,5900000,5700000,6000000,6500000,6750000,8500000
TUR,production_Agr_10,337535,334785,319420,313975,296710,277205,265445,249302,246000,236000,220211,219795,209621,278136,259087,253759,253759,237487,209570,192210,272811,320588,369428.62,415743,463270.04,481173.58,479400.84,523395,561826,577208.72,589616.99,622785.22,540425.93
TUR,production_Agr_2,230000,200000,215000,225000,200000,250000,280000,275000,315000,340000,350000,360000,360000,372000,490000,600000,696000,648000,753325,750000,860000,900000,880000,900000,830000,920000,920000,900000,940000,1000000,980000,1000000,950000
TUR,production_Agr_3,162000,110000,95000,63000,70000,75000,50000,40000,60000,66000,44500,50000,75000,85000,50000,29000,47300,30666,34461,38442,86540,102260,115000,180000,150000,161000,165000,140000,140000,150000,155225,182000,155000
TUR,production_Agr_4,20022000,20400000,19300000,21000000,17500000,18000000,18500000,18650000,21000000,18000000,21000000,19000000,19500000,19000000,21000000,21500000,20010000,17234000,17782000,20600000,19674000,21800000,20100000,22050000,19000000,22600000,20600000,21500000,20000000,19000000,20500000,17650000,19750000
TUR,production_Agr_5,360704,339478,300605,295995,316585,292450,301835,379542,359000,349681,354636,493763.37,496198.3,489376.97,488556.48,491559.92,514042,549512.86,581497.48,608183.48,647067.39,710652.09,790034.43,798783.9,815673.78,862098.12,956180.38,1093840.65,1281234.27,1330169.28,1341445.52,1460719.27,1572747.15
TUR,production_Agr_6,330,115,110,95,80,445,1425,53,314,240,274,86,37,280,174,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,production_Agr_7,401658,400002,424133,443964,474000,282038,420609,471415,486710,596880,643457,614745,696187,872419,876774,936697,917659,1068454,1087682,1293315,1444059,1613309,1723918.63,1758362.83,1894668.63,1909276.47,1879017.52,2136734.37,2156671.12,2138450.72,2138450.72,2245770.43,2417995.11
TUR,production_Agr_8,66000,19570,17286,16166,14908,14124,12274,15592,23429,23693,21395,57536.7,57707.24,56819.94,52460.23,50492.17,48905.85,50712.08,50253.79,46240.32,42845.7,44839.53,53132.75,59531.87,63710.85,69756.53,75321.96,77793.73,82838.83,87126.3,90443.18,94555.22,115937.75
TUR,production_Agr_9,7960640,8616520,8715020,8904350,9128820,9275310,9465620,8914176,8832000,8966000,8732041,8489082,7490630,9514318,9609325,10026202,10867302,11279340,11255200,11583313,12418544,13802428,15977837.62,16655009,16998849.94,16933519.56,16786263,18762319,20036877,20782374.4,21749341.68,21370116.34,19912135.38
TUR,trade_export_1,45,490,274,148,46,116,385,177,169,248,334.65,234,181,379,298,298,238,157,235,199,307,834,363,108,341.43,436.53,48.71,614.13,82.91,381.19,202.2,173.23,468.57
TUR,trade_export_2,24975,2317277,3804502,648653,980029,232847,7495,15424,1109348,1864702,1782048,1117969,38680,938,864,327931,685673,18281,8005,301505,1174014,5233,116079,275132,68572.39,68797.95,26502.91,42013.66,69998.13,135157.39,124643.28,264519.81,395338.46
TUR,trade_export_3,0,15,0,0,5,0,394,80,177,187,100.83,0,166,0,1516,4,26,19,137,66,0,2,13096,16619,2918.6,12013.23,183776.5,81547.39,21220.71,94984.3,78287.93,98127.21,106906.51
TUR,trade_export_4,15382,10137,10890,49582,82377,2337,4054,9935,9758,6205,3962.9,9382,7642,10988,10525,127581,192950,8320,15056,325434,10649,13945,20359,180511,64618.06,75184.77,44135.84,117975.85,65802.37,688247.97,404866.1,312391.1,548696.25
TUR,trade_export_5,0,8,0,0,4,1,33,54,17,58,29.24,325,412,574,588,698,855,1011,855,1414,1461,7696,8801,8828,10881.94,8750.2,12918.21,30549.31,36991.9,25775.56,20336.47,12650.82,11119.45
TUR,trade_export_6,574,278,1290,1039,12604,4914,9462,11000,12443,9886,3659.12,21076,19260,24193,28594,44317,37604,50832,78519,114166,138395,234148,300596,358075,397004.83,334434.73,314694.8,405030.36,455336.1,480968.34,522321.82,588226.84,664825.57
TUR,trade_export_7,0,0,3,0,6,0,0,0,0,0,0.5,392,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,0.36,1.18,0.29
TUR,trade_export_8,4,0,19,0,0,0,1,0,18,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,438.9,689.47,768.11,898.4
TUR,trade_import_1,21252,340,10505,25584,6711,22101,22248,52389,42186,164917,299390.03,135069,292024,247724,35432,102197,105005,6016,45307,63203,409199,277083,227539,164537,299965.98,188905.48,202464.3,165052.07,59624.86,101204.82,179493.56,73121.8,16105.11
TUR,trade_import_2,2180731,198313,60401,1220982,495905,1253331,2146931,2551789,1720826,1613025,963667.68,346827,1097766,1838739,1065389,135596,239874,2147107,3708003,3392072,2554189,4754682,3719154,4053001,5285242.82,4349819.97,4225784.34,4990864.79,5781711.54,10004830.14,9659185.6,8877309.91,8907416.63
TUR,trade_import_3,2374,2316,32275,30492,57910,169392,149254,241808,285193,353267,386707.64,321252,612497,810100,681964,1154504,1016907,1230908,1239065,973574,1756065,1297770,1194911,1073757,2008268.8,2254995.72,2175392.35,2340973.5,2660352.45,2741886.24,3040451.69,2493107.17,3038982.66
TUR,trade_import_4,519098,76507,135738,101881,14878,623975,897441,853809,769247,839096,1286190,537481,1177659,1818132,1049744,218059,30579,1128456,1151407,485131,452363,381293,807481,1548133,1423594.66,1487005.03,534790.81,2055542.71,2122733.24,4347474.71,2299613.84,2303899.34,3401947.24
TUR,trade_import_5,6,1,39,0,0,127,6,1,0,0,2.28,0,0,0,0,0,0,0,6,1,0,0,0,0,,42.12,16.2,0.05,,622.95,27.36,3.21,13.07
TUR,trade_import_6,60,364,2439,77,1,38,0,238,17,3,0,108,38,62,0,143,21,58,637,1142,446,539,385,350,316.93,886.93,84.54,2752.28,5869.26,44003.42,44420.43,40699.28,63189.91
TUR,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.51,
TUR,trade_import_8,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,0.03,,,,697.12,684.44,781.6,954.76
TUV,production_Agr_6,60,105,105,84,87,87,87,105,105,108,108,108,111,111,111,111,111,114,114,114,114,115.41,116.74,116.55,119.5,121.09,121.99,123.02,122.47,123.68,124.23,125.21,126.2
TUV,production_Agr_7,30,32,33,30,33,34,37,42,45,41,44,46,45,45,45,45,45,53,52.84,56.87,53.63,54.24,54.85,55.45,56.39,58.29,59.36,60.45,58.83,61.68,62.15,62.95,63.74
TUV,trade_export_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,
TUV,trade_import_1,,,,,,,,,,,,,,1,5,1,1,,,,,,,,5.7,6,5,2.95,,,,,40.46
TUV,trade_import_2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,,1,,,
TUV,trade_import_4,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.02,,,,,0.08
TUV,trade_import_5,0,0,0,4,3,2,4,3,5,6,5,1,3,2,4,2,0,0,0,0,0,0,0,0,3.42,4.57,8.56,7.17,8.56,11,12.67,3.46,5.07
TUV,trade_import_6,15,50,50,103,101,252,86,100,170,160,290,60,250,116,228,174,190,243,234,286,336,325,345,342,411.16,455.65,420.03,586.66,698.21,537.23,534.04,416.31,405.3
TUV,trade_import_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,5,1,1,5,2,1,1,0.17,0.1,,,,0.2,0.31,1.62,1.04
TZA,production_Agr_1,2445000,2331800,2226424,2282200,1485800,2874400,2822000,1831200,2684600,2420940,1965400,2652810,4408420,2613970,4651370,3131610,3423020,3659000,5440710,3326200,4733070,4340823,5104248,5356350,6737197,5902776,6149000,6680758,6273151,5652005,6711000,7039000,5900000
TZA,production_Agr_10,81840,136160.84,139385.58,143045.83,146783.16,147604.13,148124.46,148644.5,149164.24,149683.68,150202.83,153205.6,155700.59,160639.91,161351.16,160579.59,165778.58,161952.83,170161.62,170252.11,165679.09,165702.02,168153.25,168903.32,195813.72,206181.89,198506.17,214637.77,214719.46,217863.59,222968.39,227337.47,231670.97
TZA,production_Agr_2,740000,624615,392220,641000,614300,622600,806800,549700,849100,728600,781538,867692,984615,1096923,1058462,1167692,1206154,1341846,1420570,1334800,2650120,2248320,1800551,2194750,2621000,2979900,3429000,2451707,3414815,3474766,4527500,4045400,2856500
TZA,production_Agr_3,2000,2100,1800,2000,2100,1854.96,2406.08,1900,2000,2044,1493,941,390,843,930,2630,5000,3000,5390,3900,3100,2500,5624,5830,6025,6030,6710.76,6135,21321,22953,45000,75000,41068.5
TZA,production_Agr_4,106000,84000,64000,59000,59000,75300,83600,78500,111500,82400,32700,89000,77000,74000,67000,102000,110000,82800,43360,82370,62370,112658,108887,103973,167000,72483,76000,50467,56651,63388,77276,70000,75000
TZA,production_Agr_5,195200,200000,205000,210000,213000,246000,194000,193000,198000,260000,175000,181000,182000,182500,184000,204520,208046,180629,218976,225178,243943,262606,289835,299581,309353,319112,323775,394604,471692,506798,486736,508355,526351
TZA,production_Agr_6,8960,9240,9240,9380,9380,9800,10400,10800,11480,12480,12600,12800,12880,13000,13080,13200,13400,13600,13800,13920,14000,14120,14400,14400,14467.26,14573.74,14698.69,18899,37191,23140,38377,41468,44420
TZA,production_Agr_7,24000,28000,29000,34000,30000,34000,31500,35000,38000,40000,41820,50000,55000,61500,63000,68896,69900,77280,77250,78168,80916,93534,84524,87408,95292,99540,104292,63597,78110,41000,80601,86206,91404
TZA,production_Agr_8,21484.8,22145.63,22768.01,23505.69,24275.64,26749.76,26522.34,26782.21,27172.59,28774.96,31298.85,32254.23,33252.92,34296.51,34837.84,34982.02,37103.88,38694.53,39593.3,40791.02,60640,72600,77770,80960,84140,90500,87320,56750,65100,77390,67170,71500,75400
TZA,production_Agr_9,515000,529420,540750,585000,555000,590000,585000,600000,670000,687000,710000,814000,900500,980500,1180000,1386400,1412786,1422205,1500000,1604126,1649857,1738683,1853099,1921640,1990183,2058726,2127267,2087000,2400143,2278461,3002555,3101384,3448072
TZA,trade_export_1,,,,,,,,466,338,581,43,754,5308,7825,140,4158,78,1025,523,45,5992,2022,2617,11967,22009.75,91.09,846.45,0.25,1530.68,8284.74,19725.05,10654.36,10821.39
TZA,trade_export_2,0,0,0,0,,,,40,722,352,50990,57943,3572,130076,125688,2610,638,89679,23802,821,37959,14998,67780,13454,38952.6,79000,163.41,30.07,1047.38,30,923.76,1610,4000
TZA,trade_export_3,4607,800,0,0,0,0,0,0,21,16,1442,323,639,1159,117,1950,7,314,73,298,1207,550,133,4297,528.04,,279.19,1114.77,6909.2,9782.15,2339,108326.46,45628.07
TZA,trade_export_4,57039,7000,4141,9637,0,0,0,16185,20,15808,16871,26386,152310,156192,53747,98985,23507,87076,12096,5828,4385,7442,175302,40449,274427.92,57763.65,57801.84,24280.48,191894.03,140797.23,96965.31,480522.65,511068.23
TZA,trade_export_5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,22,0,0,207,0,,,39,,,,,1.8,
TZA,trade_export_6,0,0,0,0,0,0,0,7,8,8,160,824,0,29,8,0,0,0,0,0,0,1,0,0,24.48,0.15,,,26.43,,,28.92,3.9
TZA,trade_export_7,,,,,,,,,0,,,0,0,0,0,0,3479,39,42,85,6,5,3,0,28.51,836.8,1150.19,1415.74,1008.81,387.74,221.6,812.14,1166.21
TZA,trade_export_8,0,0,0,0,0,0,0,0,60,2,35,3,36,0,5,24,0,0,5,12,0,1,29,28,280.08,250.76,5,,,1.07,,200.43,49.03
TZA,trade_import_1,,,,,,,,,,500,0,0,0,0,0,0,0,0,0,0,4,70,55,1523,142.04,37.88,132.46,8.1,3.17,8.01,0.5,3.51,0.8
TZA,trade_import_2,5,1000,20000,8200,56000,76193.16,91891.25,193773.58,237859.94,83443.98,298947,381805,390069,492622,616497,475006,640213,813513,452124,826300,1039812,1071813,1115920,793230,901241.12,846173.38,815962.35,618356.88,213078.23,20008.23,677163.7,681089.87,798711.08
TZA,trade_import_3,0,0,0,0,0,232,925,0,302,624,5784,6281,5918,8722,2629,116,1352,3729,700,2220,3691,310,916,717,3060.01,753.11,4923.05,1706.35,1911.78,5142.1,3923.19,18284.77,7111.22
TZA,trade_import_4,2208,1651,44000,49000,193000,43917.07,50575,12988.99,269614.77,35585,49453,45878,63373,77991,211300,44500,295700,6609,20468,9108,18588,11931,74532,75981,14987.32,22208.66,9390.72,116187.11,22448.05,92720.86,53629.51,14913.04,62110.82
TZA,trade_import_5,40,10,30,70,200,107,53,191,1066,713,1046,864,927,1427,1557,1512,1518,2172,2158,3709,4034,5515,5369,6620,9884.91,4788.41,5270.28,5375.78,3423.98,1465.09,917.35,702,1195.42
TZA,trade_import_6,0,0,0,0,0,0,0,3,79,16,74,185,208,177,211,494,31,2,1,0,72,786,671,383,307.62,308.03,1518.66,2326.6,1125.76,4590.77,5232.84,8395.59,9456.53
TZA,trade_import_7,,,,,,0,0,0,34,36,1,2,6,0,24,3,1,0,27,0,0,13,24,0,2.77,0.26,0.11,,,,,,
TZA,trade_import_8,0,0,0,0,0,0,4,36,24,13,48,26,11,10,36,18,179,64,443,729,1453,726,559,458,1024.5,613.3,492.88,449.38,108.25,56.21,4.76,39.23,48.48
UGA,production_Agr_1,602000,567000,657000,804000,850000,913000,759000,740000,924000,1053000,1096000,1174000,1217000,1300000,1080000,1237000,1258029,1261803,2314909,2354664,2373501,2551000,2734000,2748000,2868000,2812919,2482795,2814490,3442430,2760000,4560000,6164663,2800000
UGA,production_Agr_2,54000,61000,68000,74000,77000,77000,82000,80000,90000,95000,109000,114000,120000,132000,121000,153000,154000,162000,177857,205765,218111,233000,212000,214000,237008,238193,214910,188674,199266,166000,373000,727120,730000
UGA,production_Agr_3,36944,59000,59000,67000,75000,79000,87000,84000,92000,101000,128000,144000,166000,187000,158000,158000,175000,176000,22000,27000,27000,31847,23000,23205,27929,28013,25730,28097,107624,126000,160000,265870,140000
UGA,production_Agr_4,4000,9000,8800,9000,9000,9000,9000,9000,9000,11000,12000,14000,14000,15000,15000,15000,18000,19000,19000,20000,20000,23000,20000,20000,22076,22078,22100,22100,23206,24000,25000,25000,25000
