country,date,sector,value
"Brazil","13/08/2025","Power","0.117603",
"China","13/08/2025","Industry","13.6654",
"China","13/08/2025","Ground Transport","3.03514",
"China","13/08/2025","International Aviation","0.121561",
"China","13/08/2025","Domestic Aviation","0.290482",
"China","13/08/2025","Residential","1.01107",
"China","13/08/2025","Power","15.9207",
"EU27 & UK","13/08/2025","Industry","2.44599",
"EU27 & UK","13/08/2025","Ground Transport","2.33947",
"EU27 & UK","13/08/2025","International Aviation","0.561379",
"EU27 & UK","13/08/2025","Domestic Aviation","0.0499576",
"EU27 & UK","13/08/2025","Residential","0.399316",
"EU27 & UK","13/08/2025","Power","1.4755",
"France","13/08/2025","Industry","0.327513",
"France","13/08/2025","Ground Transport","0.316744",
"France","13/08/2025","International Aviation","0.0544541",
"France","13/08/2025","Domestic Aviation","0.013953",
"France","13/08/2025","Residential","0.0349188",
"France","13/08/2025","Power","0.0434304",
"Germany","13/08/2025","Industry","0.539889",
"Germany","13/08/2025","Ground Transport","0.361295",
"Germany","13/08/2025","International Aviation","0.0967846",
"Germany","13/08/2025","Domestic Aviation","0.00423281",
"Germany","13/08/2025","Residential","0.0554349",
"Germany","13/08/2025","Power","0.39381",
"India","13/08/2025","Industry","2.47349",
"India","13/08/2025","Ground Transport","0.943542",
"India","13/08/2025","International Aviation","0.0377833",
"India","13/08/2025","Domestic Aviation","0.0653191",
"India","13/08/2025","Residential","0.798376",
"India","13/08/2025","Power","4.37923",
"Italy","13/08/2025","Industry","0.178992",
"Italy","13/08/2025","Ground Transport","0.245854",
"Italy","13/08/2025","International Aviation","0.0465818",
"Italy","13/08/2025","Domestic Aviation","0.00847286",
"Italy","13/08/2025","Residential","0.0563703",
"Italy","13/08/2025","Power","0.15106",
"Japan","13/08/2025","Industry","0.550358",
"Japan","13/08/2025","Ground Transport","0.511232",
"Japan","13/08/2025","International Aviation","0.0770306",
"Japan","13/08/2025","Domestic Aviation","0.0317735",
"Japan","13/08/2025","Residential","0.336604",
"Japan","13/08/2025","Power","0.804387",
"ROW","13/08/2025","Industry","13.5968",
"ROW","13/08/2025","Ground Transport","6.6876",
"ROW","13/08/2025","International Aviation","0.899027",
"ROW","13/08/2025","Domestic Aviation","0.198214",
"ROW","13/08/2025","Residential","1.46896",
"ROW","13/08/2025","Power","12.3077",
"Russia","13/08/2025","Industry","1.37869",
"Russia","13/08/2025","Ground Transport","0.530604",
"Russia","13/08/2025","International Aviation","0.0216854",
"Russia","13/08/2025","Domestic Aviation","0.0626674",
"Russia","13/08/2025","Residential","0.139494",
"Russia","13/08/2025","Power","1.76077",
"Spain","13/08/2025","Industry","0.159369",
"Spain","13/08/2025","Ground Transport","0.242975",
"Spain","13/08/2025","International Aviation","0.0634624",
"Spain","13/08/2025","Domestic Aviation","0.0105683",
"Spain","13/08/2025","Residential","0.0581347",
"Spain","13/08/2025","Power","0.0925432",
"United Kingdom","13/08/2025","Industry","0.363821",
"United Kingdom","13/08/2025","Ground Transport","0.308083",
"United Kingdom","13/08/2025","International Aviation","0.113304",
"United Kingdom","13/08/2025","Domestic Aviation","0.00510792",
"United Kingdom","13/08/2025","Residential","0.104927",
"United Kingdom","13/08/2025","Power","0.137188",
"United States","13/08/2025","Industry","3.14804",
"United States","13/08/2025","Ground Transport","4.88883",
"United States","13/08/2025","International Aviation","0.238541",
"United States","13/08/2025","Domestic Aviation","0.456007",
"United States","13/08/2025","Residential","1.01136",
"United States","13/08/2025","Power","6.00521",
"WORLD","13/08/2025","Domestic Aviation","1.18281",
"WORLD","13/08/2025","Ground Transport","19.5493",
"WORLD","13/08/2025","Industry","37.8425",
"WORLD","13/08/2025","International Aviation","1.97919",
"WORLD","13/08/2025","Power","42.7711",
"WORLD","13/08/2025","Residential","5.27971",
"Brazil","14/08/2025","Industry","0.571237",
"Brazil","14/08/2025","Ground Transport","0.613129",
"Brazil","14/08/2025","International Aviation","0.021775",
"Brazil","14/08/2025","Domestic Aviation","0.0288507",
"Brazil","14/08/2025","Residential","0.115971",
"Brazil","14/08/2025","Power","0.115091",
"China","14/08/2025","Industry","13.384",
"China","14/08/2025","Ground Transport","3.07614",
"China","14/08/2025","International Aviation","0.111802",
"China","14/08/2025","Domestic Aviation","0.28238",
"China","14/08/2025","Residential","1.00788",
"China","14/08/2025","Power","15.5568",
"EU27 & UK","14/08/2025","Industry","2.46684",
"EU27 & UK","14/08/2025","Ground Transport","2.35129",
"EU27 & UK","14/08/2025","International Aviation","0.563826",
"EU27 & UK","14/08/2025","Domestic Aviation","0.0493517",
"EU27 & UK","14/08/2025","Residential","0.400043",
"EU27 & UK","14/08/2025","Power","1.48808",
"France","14/08/2025","Industry","0.224556",
"France","14/08/2025","Ground Transport","0.319169",
"France","14/08/2025","International Aviation","0.054765",
"France","14/08/2025","Domestic Aviation","0.0128595",
"France","14/08/2025","Residential","0.0349733",
"France","14/08/2025","Power","0.0297775",
"Germany","14/08/2025","Industry","0.574094",
"Germany","14/08/2025","Ground Transport","0.359922",
"Germany","14/08/2025","International Aviation","0.0998203",
"Germany","14/08/2025","Domestic Aviation","0.00418091",
"Germany","14/08/2025","Residential","0.0554349",
"Germany","14/08/2025","Power","0.41876",
"India","14/08/2025","Industry","2.56988",
"India","14/08/2025","Ground Transport","0.951352",
"India","14/08/2025","International Aviation","0.0361241",
"India","14/08/2025","Domestic Aviation","0.0660111",
"India","14/08/2025","Residential","0.804714",
"India","14/08/2025","Power","4.54987",
"Italy","14/08/2025","Industry","0.184246",
"Italy","14/08/2025","Ground Transport","0.241383",
"Italy","14/08/2025","International Aviation","0.0483581",
"Italy","14/08/2025","Domestic Aviation","0.00826866",
"Italy","14/08/2025","Residential","0.0564873",
"Italy","14/08/2025","Power","0.155495",
"Japan","14/08/2025","Industry","0.545783",
"Japan","14/08/2025","Ground Transport","0.509592",
"Japan","14/08/2025","International Aviation","0.0806457",
"Japan","14/08/2025","Domestic Aviation","0.0316521",
"Japan","14/08/2025","Residential","0.336604",
"Japan","14/08/2025","Power","0.7977",
"ROW","14/08/2025","Industry","13.283",
"ROW","14/08/2025","Ground Transport","6.69917",
"ROW","14/08/2025","International Aviation","0.917008",
"ROW","14/08/2025","Domestic Aviation","0.20009",
"ROW","14/08/2025","Residential","1.49018",
"ROW","14/08/2025","Power","11.9615",
"Russia","14/08/2025","Industry","1.37713",
"Russia","14/08/2025","Ground Transport","0.656096",
"Russia","14/08/2025","International Aviation","0.0228243",
"Russia","14/08/2025","Domestic Aviation","0.0632885",
"Russia","14/08/2025","Residential","0.144196",
"Russia","14/08/2025","Power","1.75878",
"Spain","14/08/2025","Industry","0.150805",
"Spain","14/08/2025","Ground Transport","0.249025",
"Spain","14/08/2025","International Aviation","0.0637955",
"Spain","14/08/2025","Domestic Aviation","0.0106815",
"Spain","14/08/2025","Residential","0.0582225",
"Spain","14/08/2025","Power","0.08757",
"United Kingdom","14/08/2025","Industry","0.324746",
"United Kingdom","14/08/2025","Ground Transport","0.307847",
"United Kingdom","14/08/2025","International Aviation","0.111952",
"United Kingdom","14/08/2025","Domestic Aviation","0.0057573",
"United Kingdom","14/08/2025","Residential","0.106053",
"United Kingdom","14/08/2025","Power","0.122453",
"United States","14/08/2025","Industry","3.00967",
"United States","14/08/2025","Ground Transport","4.89779",
"United States","14/08/2025","International Aviation","0.248609",
"United States","14/08/2025","Domestic Aviation","0.488867",
"United States","14/08/2025","Residential","1.01306",
"United States","14/08/2025","Power","5.74125",
"WORLD","14/08/2025","Domestic Aviation","1.21049",
"WORLD","14/08/2025","Ground Transport","19.7546",
"WORLD","14/08/2025","Industry","37.2075",
"WORLD","14/08/2025","International Aviation","2.00261",
"WORLD","14/08/2025","Power","41.969",
"WORLD","14/08/2025","Residential","5.31264",
"Brazil","15/08/2025","Industry","0.574265",
"Brazil","15/08/2025","Ground Transport","0.607457",
"Brazil","15/08/2025","International Aviation","0.0218345",
"Brazil","15/08/2025","Domestic Aviation","0.0293893",
"Brazil","15/08/2025","Residential","0.115589",
"Brazil","15/08/2025","Power","0.115701",
"China","15/08/2025","Industry","13.37",
"China","15/08/2025","Ground Transport","2.93127",
"China","15/08/2025","International Aviation","0.124407",
"China","15/08/2025","Domestic Aviation","0.293356",
"China","15/08/2025","Residential","1.00599",
"China","15/08/2025","Power","15.34",
"EU27 & UK","15/08/2025","Industry","1.87925",
"EU27 & UK","15/08/2025","Ground Transport","2.07116",
"EU27 & UK","15/08/2025","International Aviation","0.566439",
"EU27 & UK","15/08/2025","Domestic Aviation","0.0494884",
"EU27 & UK","15/08/2025","Residential","0.402507",
"EU27 & UK","15/08/2025","Power","1.13363",
"France","15/08/2025","Industry","0.129014",
"France","15/08/2025","Ground Transport","0.269045",
"France","15/08/2025","International Aviation","0.0550337",
"France","15/08/2025","Domestic Aviation","0.0138929",
"France","15/08/2025","Residential","0.0349592",
"France","15/08/2025","Power","0.017108",
"Germany","15/08/2025","Industry","0.424001",
"Germany","15/08/2025","Ground Transport","0.354571",
"Germany","15/08/2025","International Aviation","0.0983483",
"Germany","15/08/2025","Domestic Aviation","0.00369518",
"Germany","15/08/2025","Residential","0.0554349",
"Germany","15/08/2025","Power","0.309278",
"India","15/08/2025","Industry","2.5479",
"India","15/08/2025","Ground Transport","0.640526",
"India","15/08/2025","International Aviation","0.038472",
"India","15/08/2025","Domestic Aviation","0.0656519",
"India","15/08/2025","Residential","0.804535",
"India","15/08/2025","Power","4.51096",
"Italy","15/08/2025","Industry","0.146517",
"Italy","15/08/2025","Ground Transport","0.174402",
"Italy","15/08/2025","International Aviation","0.048982",
"Italy","15/08/2025","Domestic Aviation","0.00808186",
"Italy","15/08/2025","Residential","0.0566885",
"Italy","15/08/2025","Power","0.123653",
"Japan","15/08/2025","Industry","0.565552",
"Japan","15/08/2025","Ground Transport","0.511761",
"Japan","15/08/2025","International Aviation","0.0808234",
"Japan","15/08/2025","Domestic Aviation","0.0314841",
"Japan","15/08/2025","Residential","0.336741",
"Japan","15/08/2025","Power","0.826594",
"ROW","15/08/2025","Industry","11.885",
"ROW","15/08/2025","Ground Transport","6.24694",
"ROW","15/08/2025","International Aviation","0.933606",
"ROW","15/08/2025","Domestic Aviation","0.198326",
"ROW","15/08/2025","Residential","1.50724",
"ROW","15/08/2025","Power","10.139",
"Russia","15/08/2025","Industry","1.37561",
"Russia","15/08/2025","Ground Transport","0.661003",
"Russia","15/08/2025","International Aviation","0.0238069",
"Russia","15/08/2025","Domestic Aviation","0.0629416",
"Russia","15/08/2025","Residential","0.131997",
"Russia","15/08/2025","Power","1.75684",
"Spain","15/08/2025","Industry","0.122822",
"Spain","15/08/2025","Ground Transport","0.185904",
"Spain","15/08/2025","International Aviation","0.0636209",
"Spain","15/08/2025","Domestic Aviation","0.0106233",
"Spain","15/08/2025","Residential","0.058133",
"Spain","15/08/2025","Power","0.0713205",
"United Kingdom","15/08/2025","Industry","0.24437",
"United Kingdom","15/08/2025","Ground Transport","0.307563",
"United Kingdom","15/08/2025","International Aviation","0.11329",
"United Kingdom","15/08/2025","Domestic Aviation","0.00586764",
"United Kingdom","15/08/2025","Residential","0.108379",
"United Kingdom","15/08/2025","Power","0.0921457",
"United States","15/08/2025","Industry","2.89237",
"United States","15/08/2025","Ground Transport","4.87732",
"United States","15/08/2025","International Aviation","0.250237",
"United States","15/08/2025","Domestic Aviation","0.509899",
"United States","15/08/2025","Residential","1.01492",
"United States","15/08/2025","Power","5.51748",
"WORLD","15/08/2025","Domestic Aviation","1.24054",
"WORLD","15/08/2025","Ground Transport","18.5474",
"WORLD","15/08/2025","Industry","35.09",
"WORLD","15/08/2025","International Aviation","2.03963",
"WORLD","15/08/2025","Power","39.3402",
"WORLD","15/08/2025","Residential","5.31952",
"Brazil","16/08/2025","Industry","0.523817",
"Brazil","16/08/2025","Ground Transport","0.58149",
"Brazil","16/08/2025","International Aviation","0.0214706",
"Brazil","16/08/2025","Domestic Aviation","0.0265097",
"Brazil","16/08/2025","Residential","0.112782",
"Brazil","16/08/2025","Power","0.105537",
"China","16/08/2025","Industry","13.5005",
"China","16/08/2025","Ground Transport","2.90189",
"China","16/08/2025","International Aviation","0.124822",
"China","16/08/2025","Domestic Aviation","0.290507",
"China","16/08/2025","Residential","1.0057",
"China","16/08/2025","Power","15.3641",
"EU27 & UK","16/08/2025","Industry","1.58259",
"EU27 & UK","16/08/2025","Ground Transport","2.13587",
"EU27 & UK","16/08/2025","International Aviation","0.570526",
"EU27 & UK","16/08/2025","Domestic Aviation","0.0454746",
"EU27 & UK","16/08/2025","Residential","0.417603",
"EU27 & UK","16/08/2025","Power","0.954672",
"France","16/08/2025","Industry","0.11761",
"France","16/08/2025","Ground Transport","0.296111",
"France","16/08/2025","International Aviation","0.0553969",
"France","16/08/2025","Domestic Aviation","0.0137871",
"France","16/08/2025","Residential","0.0349352",
"France","16/08/2025","Power","0.0155959",
"Germany","16/08/2025","Industry","0.285807",
"Germany","16/08/2025","Ground Transport","0.348111",
"Germany","16/08/2025","International Aviation","0.0988801",
"Germany","16/08/2025","Domestic Aviation","0.00296387",
"Germany","16/08/2025","Residential","0.0576805",
"Germany","16/08/2025","Power","0.208475",
"India","16/08/2025","Industry","2.30132",
"India","16/08/2025","Ground Transport","0.831803",
"India","16/08/2025","International Aviation","0.0361935",
"India","16/08/2025","Domestic Aviation","0.0652082",
"India","16/08/2025","Residential","0.801918",
"India","16/08/2025","Power","4.0744",
"Italy","16/08/2025","Industry","0.152877",
"Italy","16/08/2025","Ground Transport","0.232221",
"Italy","16/08/2025","International Aviation","0.0492848",
"Italy","16/08/2025","Domestic Aviation","0.00850744",
"Italy","16/08/2025","Residential","0.0569021",
"Italy","16/08/2025","Power","0.129021",
"Japan","16/08/2025","Industry","0.583635",
"Japan","16/08/2025","Ground Transport","0.508893",
"Japan","16/08/2025","International Aviation","0.0777162",
"Japan","16/08/2025","Domestic Aviation","0.0312587",
"Japan","16/08/2025","Residential","0.336604",
"Japan","16/08/2025","Power","0.853023",
"ROW","16/08/2025","Industry","12.6715",
"ROW","16/08/2025","Ground Transport","6.22684",
"ROW","16/08/2025","International Aviation","0.889379",
"ROW","16/08/2025","Domestic Aviation","0.171922",
"ROW","16/08/2025","Residential","1.50381",
"ROW","16/08/2025","Power","11.1404",
"Russia","16/08/2025","Industry","1.3671",
"Russia","16/08/2025","Ground Transport","0.570753",
"Russia","16/08/2025","International Aviation","0.0215029",
"Russia","16/08/2025","Domestic Aviation","0.0633621",
"Russia","16/08/2025","Residential","0.13838",
"Russia","16/08/2025","Power","1.74597",
"Spain","16/08/2025","Industry","0.149201",
"Spain","16/08/2025","Ground Transport","0.203118",
"Spain","16/08/2025","International Aviation","0.0639589",
"Spain","16/08/2025","Domestic Aviation","0.0100661",
"Spain","16/08/2025","Residential","0.0581482",
"Spain","16/08/2025","Power","0.0866386",
"United Kingdom","16/08/2025","Industry","0.184257",
"United Kingdom","16/08/2025","Ground Transport","0.297206",
"United Kingdom","16/08/2025","International Aviation","0.112984",
"United Kingdom","16/08/2025","Domestic Aviation","0.00428629",
"United Kingdom","16/08/2025","Residential","0.11827",
"United Kingdom","16/08/2025","Power","0.0694788",
"United States","16/08/2025","Industry","2.88275",
"United States","16/08/2025","Ground Transport","4.45376",
"United States","16/08/2025","International Aviation","0.250284",
"United States","16/08/2025","Domestic Aviation","0.449532",
"United States","16/08/2025","Residential","1.0142",
"United States","16/08/2025","Power","5.49914",
"WORLD","16/08/2025","Domestic Aviation","1.14377",
"WORLD","16/08/2025","Ground Transport","18.2113",
"WORLD","16/08/2025","Industry","35.4132",
"WORLD","16/08/2025","International Aviation","1.99189",
"WORLD","16/08/2025","Power","39.7372",
"WORLD","16/08/2025","Residential","5.331",
"Brazil","17/08/2025","Industry","0.550599",
"Brazil","17/08/2025","Ground Transport","0.542623",
"Brazil","17/08/2025","International Aviation","0.0220937",
"Brazil","17/08/2025","Domestic Aviation","0.0246866",
"Brazil","17/08/2025","Residential","0.110384",
"Brazil","17/08/2025","Power","0.110933",
"China","17/08/2025","Industry","13.5571",
"China","17/08/2025","Ground Transport","2.86367",
"China","17/08/2025","International Aviation","0.11585",
"China","17/08/2025","Domestic Aviation","0.290982",
"China","17/08/2025","Residential","1.00474",
"China","17/08/2025","Power","15.6504",
"EU27 & UK","17/08/2025","Industry","1.631",
"EU27 & UK","17/08/2025","Ground Transport","1.92074",
"EU27 & UK","17/08/2025","International Aviation","0.566239",
"EU27 & UK","17/08/2025","Domestic Aviation","0.0472539",
"EU27 & UK","17/08/2025","Residential","0.446609",
"EU27 & UK","17/08/2025","Power","0.983876",
"France","17/08/2025","Industry","0.106809",
"France","17/08/2025","Ground Transport","0.258916",
"France","17/08/2025","International Aviation","0.0558198",
"France","17/08/2025","Domestic Aviation","0.0135369",
"France","17/08/2025","Residential","0.0350895",
"France","17/08/2025","Power","0.0141635",
"Germany","17/08/2025","Industry","0.341164",
"Germany","17/08/2025","Ground Transport","0.310236",
"Germany","17/08/2025","International Aviation","0.095351",
"Germany","17/08/2025","Domestic Aviation","0.00351786",
"Germany","17/08/2025","Residential","0.0778909",
"Germany","17/08/2025","Power","0.248855",
"India","17/08/2025","Industry","2.3454",
"India","17/08/2025","Ground Transport","0.834227",
"India","17/08/2025","International Aviation","0.0367743",
"India","17/08/2025","Domestic Aviation","0.0657162",
"India","17/08/2025","Residential","0.8084",
"India","17/08/2025","Power","4.15244",
"Italy","17/08/2025","Industry","0.136495",
"Italy","17/08/2025","Ground Transport","0.210994",
"Italy","17/08/2025","International Aviation","0.047257",
"Italy","17/08/2025","Domestic Aviation","0.00833773",
"Italy","17/08/2025","Residential","0.0571058",
"Italy","17/08/2025","Power","0.115195",
"Japan","17/08/2025","Industry","0.627628",
"Japan","17/08/2025","Ground Transport","0.509348",
"Japan","17/08/2025","International Aviation","0.0791836",
"Japan","17/08/2025","Domestic Aviation","0.031167",
"Japan","17/08/2025","Residential","0.346914",
"Japan","17/08/2025","Power","0.917322",
"ROW","17/08/2025","Industry","12.107",
"ROW","17/08/2025","Ground Transport","5.8724",
"ROW","17/08/2025","International Aviation","0.904485",
"ROW","17/08/2025","Domestic Aviation","0.17543",
"ROW","17/08/2025","Residential","1.48435",
"ROW","17/08/2025","Power","10.4996",
"Russia","17/08/2025","Industry","1.35677",
"Russia","17/08/2025","Ground Transport","0.532382",
"Russia","17/08/2025","International Aviation","0.0213524",
"Russia","17/08/2025","Domestic Aviation","0.0615871",
"Russia","17/08/2025","Residential","0.146948",
"Russia","17/08/2025","Power","1.73277",
"Spain","17/08/2025","Industry","0.147398",
"Spain","17/08/2025","Ground Transport","0.160488",
"Spain","17/08/2025","International Aviation","0.0654407",
"Spain","17/08/2025","Domestic Aviation","0.0107021",
"Spain","17/08/2025","Residential","0.058144",
"Spain","17/08/2025","Power","0.0855912",
"United Kingdom","17/08/2025","Industry","0.164982",
"United Kingdom","17/08/2025","Ground Transport","0.285992",
"United Kingdom","17/08/2025","International Aviation","0.112588",
"United Kingdom","17/08/2025","Domestic Aviation","0.00458984",
"United Kingdom","17/08/2025","Residential","0.121572",
"United Kingdom","17/08/2025","Power","0.0622104",
"United States","17/08/2025","Industry","2.77276",
"United States","17/08/2025","Ground Transport","4.02086",
"United States","17/08/2025","International Aviation","0.243845",
"United States","17/08/2025","Domestic Aviation","0.430637",
"United States","17/08/2025","Residential","1.01789",
"United States","17/08/2025","Power","5.28932",
"WORLD","17/08/2025","Domestic Aviation","1.12746",
"WORLD","17/08/2025","Ground Transport","17.0962",
"WORLD","17/08/2025","Industry","34.9483",
"WORLD","17/08/2025","International Aviation","1.98982",
"WORLD","17/08/2025","Power","39.3367",
"WORLD","17/08/2025","Residential","5.36624",
"Brazil","18/08/2025","Industry","0.547774",
"Brazil","18/08/2025","Ground Transport","0.605115",
"Brazil","18/08/2025","International Aviation","0.0214752",
"Brazil","18/08/2025","Domestic Aviation","0.0275809",
"Brazil","18/08/2025","Residential","0.111257",
"Brazil","18/08/2025","Power","0.110364",
"China","18/08/2025","Industry","14.0328",
"China","18/08/2025","Ground Transport","3.0812",
"China","18/08/2025","International Aviation","0.113861",
"China","18/08/2025","Domestic Aviation","0.291856",
"China","18/08/2025","Residential","1.00891",
"China","18/08/2025","Power","16.0385",
"EU27 & UK","18/08/2025","Industry","2.31239",
"EU27 & UK","18/08/2025","Ground Transport","2.35572",
"EU27 & UK","18/08/2025","International Aviation","0.559006",
"EU27 & UK","18/08/2025","Domestic Aviation","0.0503428",
"EU27 & UK","18/08/2025","Residential","0.427697",
"EU27 & UK","18/08/2025","Power","1.39491",
"France","18/08/2025","Industry","0.208856",
"France","18/08/2025","Ground Transport","0.309982",
"France","18/08/2025","International Aviation","0.0553118",
"France","18/08/2025","Domestic Aviation","0.0143154",
"France","18/08/2025","Residential","0.0350235",
"France","18/08/2025","Power","0.0276956",
"Germany","18/08/2025","Industry","0.53165",
"Germany","18/08/2025","Ground Transport","0.36103",
"Germany","18/08/2025","International Aviation","0.0958713",
"Germany","18/08/2025","Domestic Aviation","0.00419698",
"Germany","18/08/2025","Residential","0.0632132",
"Germany","18/08/2025","Power","0.3878",
"India","18/08/2025","Industry","2.24029",
"India","18/08/2025","Ground Transport","0.9297",
"India","18/08/2025","International Aviation","0.0356645",
"India","18/08/2025","Domestic Aviation","0.066759",
"India","18/08/2025","Residential","0.81496",
"India","18/08/2025","Power","3.96635",
"Italy","18/08/2025","Industry","0.158062",
"Italy","18/08/2025","Ground Transport","0.269277",
"Italy","18/08/2025","International Aviation","0.0487969",
"Italy","18/08/2025","Domestic Aviation","0.00800908",
"Italy","18/08/2025","Residential","0.0572196",
"Italy","18/08/2025","Power","0.133397",
"Japan","18/08/2025","Industry","0.798542",
"Japan","18/08/2025","Ground Transport","0.513603",
"Japan","18/08/2025","International Aviation","0.0751418",
"Japan","18/08/2025","Domestic Aviation","0.0310725",
"Japan","18/08/2025","Residential","0.33688",
"Japan","18/08/2025","Power","1.16712",
"ROW","18/08/2025","Industry","13.1141",
"ROW","18/08/2025","Ground Transport","6.6525",
"ROW","18/08/2025","International Aviation","0.84343",
"ROW","18/08/2025","Domestic Aviation","0.186229",
"ROW","18/08/2025","Residential","1.45917",
"ROW","18/08/2025","Power","11.5537",
"Russia","18/08/2025","Industry","1.41915",
"Russia","18/08/2025","Ground Transport","0.550396",
"Russia","18/08/2025","International Aviation","0.0198765",
"Russia","18/08/2025","Domestic Aviation","0.0640855",
"Russia","18/08/2025","Residential","0.152785",
"Russia","18/08/2025","Power","1.81244",
"Spain","18/08/2025","Industry","0.158674",
"Spain","18/08/2025","Ground Transport","0.24376",
"Spain","18/08/2025","International Aviation","0.0617383",
"Spain","18/08/2025","Domestic Aviation","0.0108079",
"Spain","18/08/2025","Residential","0.0584481",
"Spain","18/08/2025","Power","0.0921394",
"United Kingdom","18/08/2025","Industry","0.33952",
"United Kingdom","18/08/2025","Ground Transport","0.303624",
"United Kingdom","18/08/2025","International Aviation","0.112545",
"United Kingdom","18/08/2025","Domestic Aviation","0.00562086",
"United Kingdom","18/08/2025","Residential","0.120592",
"United Kingdom","18/08/2025","Power","0.128024",
"United States","18/08/2025","Industry","2.75598",
"United States","18/08/2025","Ground Transport","4.67333",
"United States","18/08/2025","International Aviation","0.244806",
"United States","18/08/2025","Domestic Aviation","0.469931",
"United States","18/08/2025","Residential","1.02986",
"United States","18/08/2025","Power","5.25731",
"WORLD","18/08/2025","Domestic Aviation","1.18786",
"WORLD","18/08/2025","Ground Transport","19.3616",
"WORLD","18/08/2025","Industry","37.2211",
"WORLD","18/08/2025","International Aviation","1.91326",
"WORLD","18/08/2025","Power","41.3007",
"WORLD","18/08/2025","Residential","5.34151",
"Brazil","19/08/2025","Industry","0.572903",
"Brazil","19/08/2025","Ground Transport","0.610759",
"Brazil","19/08/2025","International Aviation","0.0210438",
"Brazil","19/08/2025","Domestic Aviation","0.0285812",
"Brazil","19/08/2025","Residential","0.110086",
"Brazil","19/08/2025","Power","0.115426",
"China","19/08/2025","Industry","14.4069",
"China","19/08/2025","Ground Transport","3.03156",
"China","19/08/2025","International Aviation","0.114456",
"China","19/08/2025","Domestic Aviation","0.290768",
"China","19/08/2025","Residential","1.00614",
"China","19/08/2025","Power","16.4988",
"EU27 & UK","19/08/2025","Industry","2.21003",
"EU27 & UK","19/08/2025","Ground Transport","2.37054",
"EU27 & UK","19/08/2025","International Aviation","0.551013",
"EU27 & UK","19/08/2025","Domestic Aviation","0.0492807",
"EU27 & UK","19/08/2025","Residential","0.432072",
"EU27 & UK","19/08/2025","Power","1.33316",
"France","19/08/2025","Industry","0.246112",
"France","19/08/2025","Ground Transport","0.322095",
"France","19/08/2025","International Aviation","0.0526405",
"France","19/08/2025","Domestic Aviation","0.0135068",
"France","19/08/2025","Residential","0.0354088",
"France","19/08/2025","Power","0.032636",
"Germany","19/08/2025","Industry","0.511723",
"Germany","19/08/2025","Ground Transport","0.363631",
"Germany","19/08/2025","International Aviation","0.0987813",
"Germany","19/08/2025","Domestic Aviation","0.00410243",
"Germany","19/08/2025","Residential","0.0567175",
"Germany","19/08/2025","Power","0.373265",
"India","19/08/2025","Industry","2.31415",
"India","19/08/2025","Ground Transport","0.940066",
"India","19/08/2025","International Aviation","0.0332207",
"India","19/08/2025","Domestic Aviation","0.0649683",
"India","19/08/2025","Residential","0.813479",
"India","19/08/2025","Power","4.09711",
"Italy","19/08/2025","Industry","0.159455",
"Italy","19/08/2025","Ground Transport","0.251208",
"Italy","19/08/2025","International Aviation","0.0453327",
"Italy","19/08/2025","Domestic Aviation","0.00826193",
"Italy","19/08/2025","Residential","0.057149",
"Italy","19/08/2025","Power","0.134573",
"Japan","19/08/2025","Industry","0.812791",
"Japan","19/08/2025","Ground Transport","0.516482",
"Japan","19/08/2025","International Aviation","0.077794",
"Japan","19/08/2025","Domestic Aviation","0.0309165",
"Japan","19/08/2025","Residential","0.338061",
"Japan","19/08/2025","Power","1.18795",
"ROW","19/08/2025","Industry","13.2976",
"ROW","19/08/2025","Ground Transport","6.70594",
"ROW","19/08/2025","International Aviation","0.858098",
"ROW","19/08/2025","Domestic Aviation","0.185877",
"ROW","19/08/2025","Residential","1.42455",
"ROW","19/08/2025","Power","11.8907",
"Russia","19/08/2025","Industry","1.41276",
"Russia","19/08/2025","Ground Transport","0.503781",
"Russia","19/08/2025","International Aviation","0.0211725",
"Russia","19/08/2025","Domestic Aviation","0.0613239",
"Russia","19/08/2025","Residential","0.151134",
"Russia","19/08/2025","Power","1.80428",
"Spain","19/08/2025","Industry","0.126212",
"Spain","19/08/2025","Ground Transport","0.248101",
"Spain","19/08/2025","International Aviation","0.0623364",
"Spain","19/08/2025","Domestic Aviation","0.0105531",
"Spain","19/08/2025","Residential","0.0605047",
"Spain","19/08/2025","Power","0.0732891",
"United Kingdom","19/08/2025","Industry","0.265338",
"United Kingdom","19/08/2025","Ground Transport","0.309237",
"United Kingdom","19/08/2025","International Aviation","0.110671",
"United Kingdom","19/08/2025","Domestic Aviation","0.00526854",
"United Kingdom","19/08/2025","Residential","0.12948",
"United Kingdom","19/08/2025","Power","0.100052",
"United States","19/08/2025","Industry","2.94978",
"United States","19/08/2025","Ground Transport","4.83326",
"United States","19/08/2025","International Aviation","0.238415",
"United States","19/08/2025","Domestic Aviation","0.467004",
"United States","19/08/2025","Residential","1.03042",
"United States","19/08/2025","Power","5.62701",
"WORLD","19/08/2025","Domestic Aviation","1.17872",
"WORLD","19/08/2025","Ground Transport","19.5124",
"WORLD","19/08/2025","Industry","37.9769",
"WORLD","19/08/2025","International Aviation","1.91521",
"WORLD","19/08/2025","Power","42.5545",
"WORLD","19/08/2025","Residential","5.30594",
"Brazil","20/08/2025","Industry","0.529674",
"Brazil","20/08/2025","Ground Transport","0.612363",
