Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2010,2020,2030,2040,2050,2060
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Coal w/o CCS,GW,101,183,156,138,0,0
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Coal w/o CCS,GW,338,268,184,97,20,0
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Coal w/o CCS,GW,1648,1715,1364,956,133,33
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,0,7,215,301
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,4,41,67,103
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,0,3,100,272
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,2,14,88,371
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,14,200,927,1852
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Gas w/o CCS,GW,35,89,90,208,198,2
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Gas w/o CCS,GW,359,360,349,340,303,151
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Gas w/o CCS,GW,21,50,92,189,140,0
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Gas w/o CCS,GW,424,460,408,441,399,13
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Gas w/o CCS,GW,1440,1560,1536,1739,1357,192
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Geothermal,GW,0,1,3,5,9,17
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Geothermal,GW,2,2,4,6,10,15
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Geothermal,GW,0,1,2,4,6,8
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Geothermal,GW,3,4,7,11,17,31
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Geothermal,GW,11,22,40,69,114,175
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Hydro,GW,213,347,403,436,472,496
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Hydro,GW,273,290,294,314,334,369
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Hydro,GW,40,55,78,108,145,183
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Hydro,GW,101,104,106,109,112,112
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Hydro,GW,1033,1295,1465,1643,1842,2017
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Nuclear,GW,11,55,158,225,278,344
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Nuclear,GW,177,168,152,155,157,175
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Nuclear,GW,5,10,37,79,123,137
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Nuclear,GW,106,101,106,112,119,127
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Nuclear,GW,394,443,578,719,852,989
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Oil w/o CCS,GW,15,7,5,2,2,1
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Oil w/o CCS,GW,90,57,31,13,11,5
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Oil w/o CCS,GW,7,8,8,3,1,1
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Oil w/o CCS,GW,70,46,40,19,11,11
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Oil w/o CCS,GW,435,324,204,107,69,50
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Other,GW,0,0,0,0,0,1
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Other,GW,0,0,0,1,3,8
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Other,GW,0,0,0,1,3,12
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Other,GW,0,0,0,0,0,1
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Other,GW,0,0,1,6,19,52
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Solar,GW,1,104,319,867,1019,1161
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Solar,GW,30,121,206,294,385,441
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Solar,GW,0,27,171,355,533,724
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Solar,GW,3,50,202,342,496,626
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Solar,GW,39,400,1164,2455,3560,4707
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Total,GW,997,1670,2178,3057,3341,3608
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Total,GW,1318,1436,1464,1600,1797,1920
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Total,GW,190,404,696,1153,1467,1814
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Total,GW,1098,1158,1327,1515,1726,1838
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Total,GW,5269,6572,7816,10142,12143,14093
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Wind,GW,46,201,402,615,868,1059
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Wind,GW,86,194,262,333,444,549
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Wind,GW,13,53,130,211,344,396
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Wind,GW,40,106,251,340,415,472
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Wind,GW,198,629,1230,1915,2779,3415
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,1
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,1,1,2,2,2
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,1,1,1,1,1,1
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,0,0,1,1,1
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,0,0,0,1,1
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,1,3,4,6,8,8
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,1,1
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,1
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,1,1,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,2,4,4
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,12,15,14,9,1,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,4,3,2,1,0,0
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,2,3,4,2,0,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,7,5,4,2,0,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,31,32,28,16,2,0
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,4,4
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,1,2,2
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,1,3
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,1,3
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,4,16,24
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,0,1,1,2,2,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,5,6,7,6,5,3
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,0,1,1,2,2,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,4,5,4,4,3,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,17,23,25,25,16,3
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,"277,8"
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Geothermal,EJ/yr,0,"277,8","277,8","555,6","833,4","1111,2"
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Hydro,EJ/yr,"833,4","1111,2",1389,1389,"1666,8","1666,8"
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Hydro,EJ/yr,"833,4","833,4","833,4","833,4","1111,2","1111,2"
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Hydro,EJ/yr,0,"277,8","277,8","277,8","277,8","555,6"
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Hydro,EJ/yr,"277,8","277,8","277,8","277,8","277,8","277,8"
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Hydro,EJ/yr,"3333,6","4444,8","5000,4","5833,8","6389,4","7222,8"
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Nuclear,EJ/yr,0,"277,8","1111,2","1666,8","2222,4","2500,2"
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Nuclear,EJ/yr,"1111,2","1111,2","1111,2","1111,2","1111,2",1389
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Nuclear,EJ/yr,0,0,"277,8","555,6","833,4","1111,2"
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Nuclear,EJ/yr,"833,4","833,4","833,4","833,4","833,4","1111,2"
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Nuclear,EJ/yr,2778,"3333,6","4444,8",5556,"6667,2","7500,6"
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,4,2,1,1,0,0
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,1
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Solar,EJ/yr,0,0,1,4,5,6
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Solar,EJ/yr,0,0,1,1,2,2
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Solar,EJ/yr,0,0,1,2,4,5
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Solar,EJ/yr,0,0,1,2,3,3
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Solar,EJ/yr,0,2,6,14,21,29
GMM,Unfinished Symphony,China,Electricity|Generation by technology|Wind,EJ/yr,0,1,3,6,8,10
GMM,Unfinished Symphony,Europe,Electricity|Generation by technology|Wind,EJ/yr,1,1,2,3,4,6
GMM,Unfinished Symphony,India,Electricity|Generation by technology|Wind,EJ/yr,0,0,1,2,3,3
GMM,Unfinished Symphony,United States,Electricity|Generation by technology|Wind,EJ/yr,0,1,3,4,4,5
GMM,Unfinished Symphony,World,Electricity|Generation by technology|Wind,EJ/yr,1,5,11,18,27,34
GMM,Unfinished Symphony,China,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,8,10,9,7,4,2
GMM,Unfinished Symphony,Europe,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,6,5,5,4,3,2
GMM,Unfinished Symphony,India,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,2,2,3,3,2,2
GMM,Unfinished Symphony,United States,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,6,5,5,3,2,1
GMM,Unfinished Symphony,World,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,31,33,31,26,18,13
GMM,Unfinished Symphony,China,Energy|Final Energy|Coal,EJ/yr,27,30,25,20,15,11
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Coal,EJ/yr,6,5,4,3,2,1
GMM,Unfinished Symphony,India,Energy|Final Energy|Coal,EJ/yr,3,6,8,8,7,5
GMM,Unfinished Symphony,United States,Energy|Final Energy|Coal,EJ/yr,2,1,1,1,0,0
GMM,Unfinished Symphony,World,Energy|Final Energy|Coal,EJ/yr,48,50,43,35,27,19
GMM,Unfinished Symphony,China,Energy|Final Energy|Electricity,EJ/yr,13,21,26,30,33,36
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Electricity,EJ/yr,15,17,18,19,20,21
GMM,Unfinished Symphony,India,Energy|Final Energy|Electricity,EJ/yr,3,4,7,10,13,16
GMM,Unfinished Symphony,United States,Energy|Final Energy|Electricity,EJ/yr,14,14,15,15,16,16
GMM,Unfinished Symphony,World,Energy|Final Energy|Electricity,EJ/yr,64,80,95,110,125,140
GMM,Unfinished Symphony,China,Energy|Final Energy|Gases,EJ/yr,3,6,10,11,12,12
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Gases,EJ/yr,20,20,19,18,18,17
GMM,Unfinished Symphony,India,Energy|Final Energy|Gases,EJ/yr,1,2,3,5,6,7
GMM,Unfinished Symphony,United States,Energy|Final Energy|Gases,EJ/yr,13,14,14,12,10,8
GMM,Unfinished Symphony,World,Energy|Final Energy|Gases,EJ/yr,56,66,76,81,83,84
GMM,Unfinished Symphony,China,Energy|Final Energy|Heat,EJ/yr,3,4,5,6,6,5
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Heat,EJ/yr,8,7,7,6,6,5
GMM,Unfinished Symphony,India,Energy|Final Energy|Heat,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,United States,Energy|Final Energy|Heat,EJ/yr,0,0,0,0,0,0
GMM,Unfinished Symphony,World,Energy|Final Energy|Heat,EJ/yr,11,12,14,15,14,13
GMM,Unfinished Symphony,China,Energy|Final Energy|Solid Biomass,EJ/yr,8,7,7,7,7,8
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Solid Biomass,EJ/yr,4,4,5,5,6,7
GMM,Unfinished Symphony,India,Energy|Final Energy|Solid Biomass,EJ/yr,7,9,10,11,11,12
GMM,Unfinished Symphony,United States,Energy|Final Energy|Solid Biomass,EJ/yr,2,4,4,5,7,7
GMM,Unfinished Symphony,World,Energy|Final Energy|Solid Biomass,EJ/yr,44,53,57,61,68,74
GMM,Unfinished Symphony,China,Energy|Final Energy|Total,EJ/yr,71,99,109,109,104,97
GMM,Unfinished Symphony,Europe,Energy|Final Energy|Total,EJ/yr,86,85,83,81,77,72
GMM,Unfinished Symphony,India,Energy|Final Energy|Total,EJ/yr,20,31,42,52,58,62
GMM,Unfinished Symphony,United States,Energy|Final Energy|Total,EJ/yr,65,66,63,58,52,46
GMM,Unfinished Symphony,World,Energy|Final Energy|Total,EJ/yr,375,435,468,484,487,480
GMM,Unfinished Symphony,China,Energy|Final Energy Use by Sector|Buildings,EJ/yr,21,24,27,27,27,25
GMM,Unfinished Symphony,Europe,Energy|Final Energy Use by Sector|Buildings,EJ/yr,32,30,29,28,27,25
GMM,Unfinished Symphony,India,Energy|Final Energy Use by Sector|Buildings,EJ/yr,9,10,12,13,13,13
GMM,Unfinished Symphony,United States,Energy|Final Energy Use by Sector|Buildings,EJ/yr,21,21,21,20,19,17
GMM,Unfinished Symphony,World,Energy|Final Energy Use by Sector|Buildings,EJ/yr,129,142,148,152,152,149
GMM,Unfinished Symphony,China,Energy|Final Energy Use by Sector|Industry,EJ/yr,36,50,50,45,40,36
GMM,Unfinished Symphony,Europe,Energy|Final Energy Use by Sector|Industry,EJ/yr,23,23,22,21,21,20
GMM,Unfinished Symphony,India,Energy|Final Energy Use by Sector|Industry,EJ/yr,7,12,17,22,24,26
GMM,Unfinished Symphony,United States,Energy|Final Energy Use by Sector|Industry,EJ/yr,12,13,13,12,11,9
GMM,Unfinished Symphony,World,Energy|Final Energy Use by Sector|Industry,EJ/yr,114,138,147,149,148,145
GMM,Unfinished Symphony,China,Energy|Final Energy Use by Sector|Other,EJ/yr,6,9,11,12,13,14
GMM,Unfinished Symphony,Europe,Energy|Final Energy Use by Sector|Other,EJ/yr,8,8,8,8,7,7
GMM,Unfinished Symphony,India,Energy|Final Energy Use by Sector|Other,EJ/yr,2,2,4,6,7,7
GMM,Unfinished Symphony,United States,Energy|Final Energy Use by Sector|Other,EJ/yr,6,5,5,5,4,4
GMM,Unfinished Symphony,World,Energy|Final Energy Use by Sector|Other,EJ/yr,34,40,46,49,53,55
GMM,Unfinished Symphony,China,Energy|Final Energy Use by Sector|Transportation,EJ/yr,9,15,21,24,24,22
GMM,Unfinished Symphony,Europe,Energy|Final Energy Use by Sector|Transportation,EJ/yr,24,24,24,24,22,20
GMM,Unfinished Symphony,India,Energy|Final Energy Use by Sector|Transportation,EJ/yr,3,5,9,12,13,15
GMM,Unfinished Symphony,United States,Energy|Final Energy Use by Sector|Transportation,EJ/yr,26,27,24,21,18,15
GMM,Unfinished Symphony,World,Energy|Final Energy Use by Sector|Transportation,EJ/yr,99,115,128,134,134,131
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Biomass,EJ/yr,9,9,11,13,15,19
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Biomass,EJ/yr,6,8,10,12,14,16
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Biomass,EJ/yr,7,9,11,13,13,14
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Biomass,EJ/yr,3,5,6,7,9,11
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Biomass,EJ/yr,50,64,77,90,108,124
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Coal,EJ/yr,70,80,69,49,25,16
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Coal,EJ/yr,20,14,11,6,3,3
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Coal,EJ/yr,12,17,19,15,9,6
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Coal,EJ/yr,21,15,12,7,2,2
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Coal,EJ/yr,149,147,129,86,45,30
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Gas,EJ/yr,4,9,13,17,27,24
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Gas,EJ/yr,39,41,38,37,35,31
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Gas,EJ/yr,2,3,6,9,12,14
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Gas,EJ/yr,23,32,30,22,19,15
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Gas,EJ/yr,115,142,149,153,161,151
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Hydro,EJ/yr,3,4,5,5,6,6
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Hydro,EJ/yr,3,3,3,3,4,4
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Hydro,EJ/yr,0,1,1,1,1,2
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Hydro,EJ/yr,1,1,1,1,1,1
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Hydro,EJ/yr,12,16,18,21,23,26
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Nuclear,EJ/yr,1,4,13,18,23,28
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Nuclear,EJ/yr,13,13,12,12,12,14
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Nuclear,EJ/yr,0,1,3,7,10,12
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Nuclear,EJ/yr,9,9,9,10,10,11
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Nuclear,EJ/yr,30,36,47,59,71,82
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Oil,EJ/yr,20,30,34,31,26,21
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Oil,EJ/yr,38,35,33,29,24,17
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Oil,EJ/yr,7,10,14,18,19,19
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Oil,EJ/yr,37,37,33,27,20,13
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Oil,EJ/yr,174,193,196,184,162,137
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Other Renewables,EJ/yr,1,4,8,14,17,21
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Other Renewables,EJ/yr,1,2,4,7,9,11
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Other Renewables,EJ/yr,0,1,2,5,8,11
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Other Renewables,EJ/yr,0,2,4,7,9,11
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Other Renewables,EJ/yr,2,11,26,44,65,83
GMM,Unfinished Symphony,China,Energy|Primary Energy Use|Total,EJ/yr,106,141,154,147,140,134
GMM,Unfinished Symphony,Europe,Energy|Primary Energy Use|Total,EJ/yr,120,117,112,107,101,96
GMM,Unfinished Symphony,India,Energy|Primary Energy Use|Total,EJ/yr,30,42,57,67,74,79
GMM,Unfinished Symphony,United States,Energy|Primary Energy Use|Total,EJ/yr,94,101,96,80,71,64
GMM,Unfinished Symphony,World,Energy|Primary Energy Use|Total,EJ/yr,532,609,642,637,634,634
GMM,Unfinished Symphony,China,Energy|Secondary Energy|Electricity,EJ/yr,15,24,30,35,38,40
GMM,Unfinished Symphony,Europe,Energy|Secondary Energy|Electricity,EJ/yr,18,20,21,22,23,24
GMM,Unfinished Symphony,India,Energy|Secondary Energy|Electricity,EJ/yr,4,6,9,13,16,20
GMM,Unfinished Symphony,United States,Energy|Secondary Energy|Electricity,EJ/yr,16,16,16,17,17,18
GMM,Unfinished Symphony,World,Energy|Secondary Energy|Electricity,EJ/yr,77,94,111,128,143,160
GMM,Unfinished Symphony,China,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,17,28,33,30,26,21
GMM,Unfinished Symphony,Europe,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,33,32,30,27,23,16
GMM,Unfinished Symphony,India,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,6,10,14,17,19,19
GMM,Unfinished Symphony,United States,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,34,32,28,23,17,11
GMM,Unfinished Symphony,World,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,151,170,175,168,152,129
GMM,Unfinished Symphony,China,Population and Economy|Economy|GDP MER,billion US$2016/yr,6777,12367,20145,30108,41656,55982
GMM,Unfinished Symphony,Europe,Population and Economy|Economy|GDP MER,billion US$2016/yr,21850,26434,31659,37438,43788,50249
GMM,Unfinished Symphony,India,Population and Economy|Economy|GDP MER,billion US$2016/yr,1794,3528,6561,11421,18427,27016
GMM,Unfinished Symphony,United States,Population and Economy|Economy|GDP MER,billion US$2016/yr,15949,19442,23468,28051,33202,38913
GMM,Unfinished Symphony,World,Population and Economy|Economy|GDP MER,billion US$2016/yr,69498,92772,125267,167235,219009,281993
GMM,Unfinished Symphony,China,Population and Economy|Population|Total,Millions,1351,1414,1428,1407,1361,1290
GMM,Unfinished Symphony,Europe,Population and Economy|Population|Total,Millions,816,830,830,822,810,793
GMM,Unfinished Symphony,India,Population and Economy|Population|Total,Millions,1231,1389,1528,1634,1705,1745
GMM,Unfinished Symphony,United States,Population and Economy|Population|Total,Millions,310,334,356,374,389,404
GMM,Unfinished Symphony,World,Population and Economy|Population|Total,Millions,6930,7758,8501,9157,9725,10184
GMM,Modern Jazz,China,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,0,0,1
GMM,Modern Jazz,Europe,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,1,1,2
GMM,Modern Jazz,India,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,0,1,11
GMM,Modern Jazz,United States,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,0,0,1
GMM,Modern Jazz,World,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,2,5,24
GMM,Modern Jazz,China,Electricity|Capacity by technology|Biomass w/o CCS,GW,6,56,55,60,73,78
GMM,Modern Jazz,Europe,Electricity|Capacity by technology|Biomass w/o CCS,GW,30,47,42,44,51,59
GMM,Modern Jazz,India,Electricity|Capacity by technology|Biomass w/o CCS,GW,3,22,25,31,45,56
GMM,Modern Jazz,United States,Electricity|Capacity by technology|Biomass w/o CCS,GW,12,17,14,16,22,33
GMM,Modern Jazz,World,Electricity|Capacity by technology|Biomass w/o CCS,GW,70,181,180,203,267,331
GMM,Modern Jazz,China,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,1,3,9,24
GMM,Modern Jazz,Europe,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,0,3,8,18
GMM,Modern Jazz,India,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,1,2,4,10
GMM,Modern Jazz,United States,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,1,2,3,5
GMM,Modern Jazz,World,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,3,18,50,96
GMM,Modern Jazz,China,Electricity|Capacity by technology|Coal w/o CCS,GW,671,862,787,689,406,338
GMM,Modern Jazz,Europe,Electricity|Capacity by technology|Coal w/o CCS,GW,270,217,139,84,31,17
GMM,Modern Jazz,India,Electricity|Capacity by technology|Coal w/o CCS,GW,101,195,226,212,157,108
GMM,Modern Jazz,United States,Electricity|Capacity by technology|Coal w/o CCS,GW,338,268,185,105,42,20
GMM,Modern Jazz,World,Electricity|Capacity by technology|Coal w/o CCS,GW,1648,1813,1560,1247,714,545
GMM,Modern Jazz,China,Electricity|Capacity by technology|Gas w/ CCS,GW,0,0,0,1,15,205
