Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2010,2020,2030,2040,2050,2060
GMM,Hard Rock,World,Electricity|Generation by technology|Biomass w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,China,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,1,1,1,1,1
GMM,Hard Rock,Europe,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,1,1,1,1,1,1
GMM,Hard Rock,India,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,0,0,0,1,1
GMM,Hard Rock,United States,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Biomass w/o CCS,EJ/yr,1,2,3,4,5,7
GMM,Hard Rock,China,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,Europe,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,India,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Coal w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,China,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,12,16,16,19,15,12
GMM,Hard Rock,Europe,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,4,4,3,2,1,1
GMM,Hard Rock,India,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,2,4,6,8,8,7
GMM,Hard Rock,United States,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,7,4,4,3,1,1
GMM,Hard Rock,World,Electricity|Generation by technology|Coal w/o CCS,EJ/yr,31,33,35,39,34,30
GMM,Hard Rock,China,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,Europe,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,India,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Gas w/ CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,China,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,0,1,1,1,5,4
GMM,Hard Rock,Europe,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,5,6,7,8,9,10
GMM,Hard Rock,India,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,0,1,1,1,2,3
GMM,Hard Rock,United States,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,4,6,6,7,8,9
GMM,Hard Rock,World,Electricity|Generation by technology|Gas w/o CCS,EJ/yr,17,23,28,31,40,42
GMM,Hard Rock,China,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,Europe,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,India,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Geothermal,EJ/yr,0,0,0,"277,8","277,8","555,6"
GMM,Hard Rock,China,Electricity|Generation by technology|Hydro,EJ/yr,"833,4","1111,2",1389,1389,1389,"1666,8"
GMM,Hard Rock,Europe,Electricity|Generation by technology|Hydro,EJ/yr,"833,4","833,4","833,4","833,4","833,4","1111,2"
GMM,Hard Rock,India,Electricity|Generation by technology|Hydro,EJ/yr,0,"277,8","277,8","277,8","277,8","555,6"
GMM,Hard Rock,United States,Electricity|Generation by technology|Hydro,EJ/yr,"277,8","277,8","277,8","277,8","277,8","277,8"
GMM,Hard Rock,World,Electricity|Generation by technology|Hydro,EJ/yr,"3333,6","4444,8","4722,6","5278,2","5833,8","6667,2"
GMM,Hard Rock,China,Electricity|Generation by technology|Nuclear,EJ/yr,0,"277,8","1111,2",1389,"1944,6",2778
GMM,Hard Rock,Europe,Electricity|Generation by technology|Nuclear,EJ/yr,"1111,2","1111,2","1111,2","1111,2","1111,2","1111,2"
GMM,Hard Rock,India,Electricity|Generation by technology|Nuclear,EJ/yr,0,0,"277,8","277,8","555,6","833,4"
GMM,Hard Rock,United States,Electricity|Generation by technology|Nuclear,EJ/yr,"833,4","833,4","833,4","833,4","833,4","833,4"
GMM,Hard Rock,World,Electricity|Generation by technology|Nuclear,EJ/yr,2778,"3333,6","3889,2","4444,8","5278,2","6667,2"
GMM,Hard Rock,China,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,Europe,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,India,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Oil w/o CCS,EJ/yr,4,4,3,2,2,2
GMM,Hard Rock,China,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,Europe,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,India,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Electricity|Generation by technology|Other Renewables,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,China,Electricity|Generation by technology|Solar,EJ/yr,0,0,0,1,1,3
GMM,Hard Rock,Europe,Electricity|Generation by technology|Solar,EJ/yr,0,0,1,1,1,1
GMM,Hard Rock,India,Electricity|Generation by technology|Solar,EJ/yr,0,0,0,1,2,2
GMM,Hard Rock,United States,Electricity|Generation by technology|Solar,EJ/yr,0,0,0,0,1,1
GMM,Hard Rock,World,Electricity|Generation by technology|Solar,EJ/yr,0,2,3,5,7,12
GMM,Hard Rock,China,Electricity|Generation by technology|Wind,EJ/yr,0,1,2,3,5,6
GMM,Hard Rock,Europe,Electricity|Generation by technology|Wind,EJ/yr,1,1,2,2,2,3
GMM,Hard Rock,India,Electricity|Generation by technology|Wind,EJ/yr,0,0,1,1,2,2
GMM,Hard Rock,United States,Electricity|Generation by technology|Wind,EJ/yr,0,1,2,2,3,4
GMM,Hard Rock,World,Electricity|Generation by technology|Wind,EJ/yr,1,5,7,11,15,20
GMM,Hard Rock,China,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,8,10,10,10,8,7
GMM,Hard Rock,Europe,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,6,6,6,5,5,5
GMM,Hard Rock,India,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,2,3,4,5,5,5
GMM,Hard Rock,United States,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,6,5,5,5,4,3
GMM,Hard Rock,World,Emissions|GHG Emissions by gas without LULUCF|CO2,Mt CO2e/yr,31,34,36,37,36,34
GMM,Hard Rock,China,Energy|Final Energy|Coal,EJ/yr,27,36,32,29,26,21
GMM,Hard Rock,Europe,Energy|Final Energy|Coal,EJ/yr,6,6,5,4,3,3
GMM,Hard Rock,India,Energy|Final Energy|Coal,EJ/yr,3,8,12,15,19,24
GMM,Hard Rock,United States,Energy|Final Energy|Coal,EJ/yr,2,1,1,1,1,1
GMM,Hard Rock,World,Energy|Final Energy|Coal,EJ/yr,48,62,62,63,64,65
GMM,Hard Rock,China,Energy|Final Energy|Electricity,EJ/yr,13,21,25,31,34,38
GMM,Hard Rock,Europe,Energy|Final Energy|Electricity,EJ/yr,15,17,18,19,20,22
GMM,Hard Rock,India,Energy|Final Energy|Electricity,EJ/yr,3,4,7,11,14,18
GMM,Hard Rock,United States,Energy|Final Energy|Electricity,EJ/yr,14,14,15,15,16,18
GMM,Hard Rock,World,Energy|Final Energy|Electricity,EJ/yr,64,81,94,110,125,141
GMM,Hard Rock,China,Energy|Final Energy|Gases,EJ/yr,3,6,6,7,7,8
GMM,Hard Rock,Europe,Energy|Final Energy|Gases,EJ/yr,20,18,19,19,18,18
GMM,Hard Rock,India,Energy|Final Energy|Gases,EJ/yr,1,2,3,5,6,6
GMM,Hard Rock,United States,Energy|Final Energy|Gases,EJ/yr,13,15,14,15,13,13
GMM,Hard Rock,World,Energy|Final Energy|Gases,EJ/yr,56,65,73,81,85,90
GMM,Hard Rock,China,Energy|Final Energy|Heat,EJ/yr,3,4,3,3,3,3
GMM,Hard Rock,Europe,Energy|Final Energy|Heat,EJ/yr,8,7,7,7,8,7
GMM,Hard Rock,India,Energy|Final Energy|Heat,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,United States,Energy|Final Energy|Heat,EJ/yr,0,0,0,0,0,0
GMM,Hard Rock,World,Energy|Final Energy|Heat,EJ/yr,11,12,12,12,12,12
GMM,Hard Rock,China,Energy|Final Energy|Solid Biomass,EJ/yr,8,8,8,7,7,6
GMM,Hard Rock,Europe,Energy|Final Energy|Solid Biomass,EJ/yr,4,4,4,4,5,5
GMM,Hard Rock,India,Energy|Final Energy|Solid Biomass,EJ/yr,7,8,8,8,7,6
GMM,Hard Rock,United States,Energy|Final Energy|Solid Biomass,EJ/yr,2,3,3,3,3,4
GMM,Hard Rock,World,Energy|Final Energy|Solid Biomass,EJ/yr,44,52,55,55,57,55
GMM,Hard Rock,China,Energy|Final Energy|Total,EJ/yr,71,102,109,115,113,112
GMM,Hard Rock,Europe,Energy|Final Energy|Total,EJ/yr,86,85,87,88,88,87
GMM,Hard Rock,India,Energy|Final Energy|Total,EJ/yr,20,31,43,54,64,75
GMM,Hard Rock,United States,Energy|Final Energy|Total,EJ/yr,65,67,65,61,57,54
GMM,Hard Rock,World,Energy|Final Energy|Total,EJ/yr,375,443,488,524,553,576
GMM,Hard Rock,China,Energy|Final Energy Use by Sector|Buildings,EJ/yr,21,26,27,28,29,29
GMM,Hard Rock,Europe,Energy|Final Energy Use by Sector|Buildings,EJ/yr,32,30,30,29,29,29
GMM,Hard Rock,India,Energy|Final Energy Use by Sector|Buildings,EJ/yr,9,10,12,14,16,16
GMM,Hard Rock,United States,Energy|Final Energy Use by Sector|Buildings,EJ/yr,21,22,21,21,20,20
GMM,Hard Rock,World,Energy|Final Energy Use by Sector|Buildings,EJ/yr,129,144,154,160,168,170
GMM,Hard Rock,China,Energy|Final Energy Use by Sector|Industry,EJ/yr,36,51,48,47,44,41
GMM,Hard Rock,Europe,Energy|Final Energy Use by Sector|Industry,EJ/yr,23,23,23,24,23,23
GMM,Hard Rock,India,Energy|Final Energy Use by Sector|Industry,EJ/yr,7,12,17,22,27,34
GMM,Hard Rock,United States,Energy|Final Energy Use by Sector|Industry,EJ/yr,12,13,12,12,12,11
GMM,Hard Rock,World,Energy|Final Energy Use by Sector|Industry,EJ/yr,114,141,151,162,170,177
GMM,Hard Rock,China,Energy|Final Energy Use by Sector|Other,EJ/yr,6,9,11,14,15,17
GMM,Hard Rock,Europe,Energy|Final Energy Use by Sector|Other,EJ/yr,8,8,8,9,9,9
GMM,Hard Rock,India,Energy|Final Energy Use by Sector|Other,EJ/yr,2,2,4,5,6,8
GMM,Hard Rock,United States,Energy|Final Energy Use by Sector|Other,EJ/yr,6,5,5,5,5,5
GMM,Hard Rock,World,Energy|Final Energy Use by Sector|Other,EJ/yr,34,40,47,53,58,65
GMM,Hard Rock,China,Energy|Final Energy Use by Sector|Transportation,EJ/yr,9,16,22,26,25,24
GMM,Hard Rock,Europe,Energy|Final Energy Use by Sector|Transportation,EJ/yr,24,24,26,26,26,26
GMM,Hard Rock,India,Energy|Final Energy Use by Sector|Transportation,EJ/yr,3,6,10,13,14,17
GMM,Hard Rock,United States,Energy|Final Energy Use by Sector|Transportation,EJ/yr,26,27,26,23,20,19
GMM,Hard Rock,World,Energy|Final Energy Use by Sector|Transportation,EJ/yr,99,117,137,150,157,164
GMM,Hard Rock,China,Energy|Primary Energy Use|Biomass,EJ/yr,9,10,10,10,10,10
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Biomass,EJ/yr,6,7,8,9,12,13
GMM,Hard Rock,India,Energy|Primary Energy Use|Biomass,EJ/yr,7,8,9,9,9,10
GMM,Hard Rock,United States,Energy|Primary Energy Use|Biomass,EJ/yr,3,4,5,5,6,6
GMM,Hard Rock,World,Energy|Primary Energy Use|Biomass,EJ/yr,50,63,69,73,82,88
GMM,Hard Rock,China,Energy|Primary Energy Use|Coal,EJ/yr,70,91,82,81,61,49
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Coal,EJ/yr,20,17,15,12,9,7
GMM,Hard Rock,India,Energy|Primary Energy Use|Coal,EJ/yr,12,20,29,37,39,40
GMM,Hard Rock,United States,Energy|Primary Energy Use|Coal,EJ/yr,21,13,11,8,5,3
GMM,Hard Rock,World,Energy|Primary Energy Use|Coal,EJ/yr,149,165,165,170,148,134
GMM,Hard Rock,China,Energy|Primary Energy Use|Gas,EJ/yr,4,9,11,11,19,18
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Gas,EJ/yr,39,36,39,39,40,40
GMM,Hard Rock,India,Energy|Primary Energy Use|Gas,EJ/yr,2,3,6,8,10,14
GMM,Hard Rock,United States,Energy|Primary Energy Use|Gas,EJ/yr,23,32,35,31,32,32
GMM,Hard Rock,World,Energy|Primary Energy Use|Gas,EJ/yr,115,142,157,160,178,184
GMM,Hard Rock,China,Energy|Primary Energy Use|Hydro,EJ/yr,3,4,5,5,5,6
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Hydro,EJ/yr,3,3,3,3,3,4
GMM,Hard Rock,India,Energy|Primary Energy Use|Hydro,EJ/yr,0,1,1,1,1,2
GMM,Hard Rock,United States,Energy|Primary Energy Use|Hydro,EJ/yr,1,1,1,1,1,1
GMM,Hard Rock,World,Energy|Primary Energy Use|Hydro,EJ/yr,12,16,17,19,21,24
GMM,Hard Rock,China,Energy|Primary Energy Use|Nuclear,EJ/yr,1,4,11,16,22,29
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Nuclear,EJ/yr,13,13,12,11,11,13
GMM,Hard Rock,India,Energy|Primary Energy Use|Nuclear,EJ/yr,0,1,2,4,6,9
GMM,Hard Rock,United States,Energy|Primary Energy Use|Nuclear,EJ/yr,9,9,8,9,9,9
GMM,Hard Rock,World,Energy|Primary Energy Use|Nuclear,EJ/yr,30,35,42,49,58,72
GMM,Hard Rock,China,Energy|Primary Energy Use|Oil,EJ/yr,20,26,32,34,32,31
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Oil,EJ/yr,38,36,37,36,34,33
GMM,Hard Rock,India,Energy|Primary Energy Use|Oil,EJ/yr,7,9,13,14,16,19
GMM,Hard Rock,United States,Energy|Primary Energy Use|Oil,EJ/yr,37,39,39,33,27,22
GMM,Hard Rock,World,Energy|Primary Energy Use|Oil,EJ/yr,174,192,212,218,217,216
GMM,Hard Rock,China,Energy|Primary Energy Use|Other Renewables,EJ/yr,1,4,6,9,11,15
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Other Renewables,EJ/yr,1,2,3,4,5,6
GMM,Hard Rock,India,Energy|Primary Energy Use|Other Renewables,EJ/yr,0,1,1,3,5,7
GMM,Hard Rock,United States,Energy|Primary Energy Use|Other Renewables,EJ/yr,0,2,3,3,5,6
GMM,Hard Rock,World,Energy|Primary Energy Use|Other Renewables,EJ/yr,2,10,18,26,36,50
GMM,Hard Rock,China,Energy|Primary Energy Use|Total,EJ/yr,106,148,156,166,160,157
GMM,Hard Rock,Europe,Energy|Primary Energy Use|Total,EJ/yr,120,115,116,115,114,115
GMM,Hard Rock,India,Energy|Primary Energy Use|Total,EJ/yr,30,43,61,76,88,101
GMM,Hard Rock,United States,Energy|Primary Energy Use|Total,EJ/yr,94,100,101,90,83,79
GMM,Hard Rock,World,Energy|Primary Energy Use|Total,EJ/yr,532,624,678,714,741,767
GMM,Hard Rock,China,Energy|Secondary Energy|Electricity,EJ/yr,15,25,29,36,39,42
GMM,Hard Rock,Europe,Energy|Secondary Energy|Electricity,EJ/yr,18,20,21,22,23,25
GMM,Hard Rock,India,Energy|Secondary Energy|Electricity,EJ/yr,4,6,10,14,17,21
GMM,Hard Rock,United States,Energy|Secondary Energy|Electricity,EJ/yr,16,16,16,17,18,20
GMM,Hard Rock,World,Energy|Secondary Energy|Electricity,EJ/yr,77,96,110,128,145,162
GMM,Hard Rock,China,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,17,25,31,33,31,30
GMM,Hard Rock,Europe,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,33,33,34,34,32,30
GMM,Hard Rock,India,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,6,8,13,14,16,19
GMM,Hard Rock,United States,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,34,33,31,26,22,18
GMM,Hard Rock,World,Energy|Secondary Energy|Liquid Derivative of Crude Oil w/o CCS,EJ/yr,151,167,185,192,195,194
GMM,Hard Rock,China,Population and Economy|Economy|GDP MER,billion US$2016/yr,6777,10830,15726,21134,26791,32658
GMM,Hard Rock,Europe,Population and Economy|Economy|GDP MER,billion US$2016/yr,21850,23966,26009,27932,29663,31158
GMM,Hard Rock,India,Population and Economy|Economy|GDP MER,billion US$2016/yr,1794,2894,4451,6652,9659,13758
GMM,Hard Rock,United States,Population and Economy|Economy|GDP MER,billion US$2016/yr,15949,18509,20854,23036,25195,27285
GMM,Hard Rock,World,Population and Economy|Economy|GDP MER,billion US$2016/yr,69498,84679,101935,120913,141626,164499
GMM,Hard Rock,China,Population and Economy|Population|Total,Millions,1351,1414,1428,1407,1361,1290
GMM,Hard Rock,Europe,Population and Economy|Population|Total,Millions,816,830,830,822,810,793
GMM,Hard Rock,India,Population and Economy|Population|Total,Millions,1231,1389,1528,1634,1705,1745
GMM,Hard Rock,United States,Population and Economy|Population|Total,Millions,310,334,356,374,389,404
GMM,Hard Rock,World,Population and Economy|Population|Total,Millions,6930,7758,8501,9157,9725,10184
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,1,4,10
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,1,3,7
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,1,1,2
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,1,1,2
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Biomass w/ CCS,GW,0,0,0,5,14,32
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Biomass w/o CCS,GW,6,51,61,76,92,105
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Biomass w/o CCS,GW,30,52,51,48,53,67
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Biomass w/o CCS,GW,3,16,19,25,35,46
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Biomass w/o CCS,GW,12,18,17,21,32,49
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Biomass w/o CCS,GW,70,184,206,248,326,397
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,4,17,60,72
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,2,8,17,27
GMM,Unfinished Symphony,India,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,4,37,37,33
GMM,Unfinished Symphony,United States,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,4,9,15,22
GMM,Unfinished Symphony,World,Electricity|Capacity by technology|Coal w/ CCS,GW,0,0,15,80,151,182
GMM,Unfinished Symphony,China,Electricity|Capacity by technology|Coal w/o CCS,GW,671,815,733,597,125,39
GMM,Unfinished Symphony,Europe,Electricity|Capacity by technology|Coal w/o CCS,GW,270,192,108,47,11,4
