Model,Scenario,Region,ESP Indicator Name,Unit of Entry,1990,1995,2000,2005,2010,2011,2013,2015,2020,2030
UNFCCC Biennial Reports,Historical emissions (BR2),New Zealand,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"66,72015","70,67554","77,34236","84,63762","79,66772",,"80,96165",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Norway,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"52,02635","51,50266","54,89138","55,35649","55,33378","54,3723",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Poland,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"473,90911","445,34019","392,79889","398,2685","408,10961",,"394,89153",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Portugal,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"60,42563","71,1217","83,60165","87,89818","70,339",,"65,07145",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Romania,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"253,3177","183,69683","141,14279","147,37397","117,70691",,"110,9276",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Russia,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"3351,94401","2199,02454","2047,03637","2128,74966","2217,27091",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"75,53316","55,03282","50,24358","51,60076","46,94833",,"43,67916",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovenia,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"18,56249","18,69494","19,07397","20,45586","19,49393",,"18,16582",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Spain,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"290,741","330,554","389,828","440,826","356,82",,"322,003",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Switzerland,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"53,34067","52,29602","52,26022","54,63289","54,18223",,"52,30462",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Turkey,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"218,165","249,52568","310,77897","361,73126","411,74198",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),United Kingdom,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,"807,22337","759,09434","723,83096","701,63226","619,77648",,"575,69599",,,
UNFCCC Biennial Reports,Historical emissions (BR2),United States,Emissions|Total GHG Emissions|Excluding LULUCF,Mt CO2e/yr,6288,6679,7181,7325,6879,,6650,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Australia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"550,77776","500,41289","560,78953","611,93452","580,89881",,"549,44584",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belarus,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"110,5768","51,61793","48,26233","57,96374","59,24671",,"64,27471",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belgium,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"144,78261","152,14043","147,57912","141,9571","129,51961",,"115,66708",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Bulgaria,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"94,22355","63,05659","49,7869","55,21949","51,87108",,"51,67949",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Canada,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"524,8","852,6","668,5","765,5",789,,"710,4",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Croatia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"29,57932","16,15959","19,87699","23,73265","22,0657",,"19,36759",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Czech Republic,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"187,0362","146,70029","138,96891","137,98746","130,33062","127,62564",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Denmark,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"76,04","82,254","74,546","71,586","65,487",,"56,974",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Estonia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"32,39267","10,74771","18,0102","13,50818","14,97068",,"21,41111",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Finland,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"55,26709","56,14644","45,46569","39,68354","49,02845",,"42,60917",,,
UNFCCC Biennial Reports,Historical emissions (BR2),France,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"511,75186","511,50143","520,81606","505,74327","476,97749",,"443,51788",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Germany,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"1215,32931","1085,97795","1005,03361","980,46055","924,93453",,"934,96316",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Hungary,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"90,9132","69,82767","72,78731","70,36089","61,46894",,"53,99025",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Iceland,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"4,67939","4,39498","4,89059","4,73745","5,41382","5,15952",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Ireland,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"61,27606","66,62094","74,87368","74,81557","67,25343",,"62,69322",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Italy,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"515,61876","509,10668","535,44046","547,58879","472,28332",,"403,18593",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Japan,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"1211,76577","1305,20547","1299,61056","1306,86698","1234,93314",,"1343,11518",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Kazakhstan,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"371,014","237,812","203,152","229,604","301,373",,"302,555",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Latvia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"17,28487","3,11138","3,01655","6,94158","12,77847",,"10,76594",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Liechtenstein,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"0,23396","0,24192","0,26131","0,27912","0,24851",,"0,24825",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Lithuania,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"43,93523","19,44121","10,42588","18,01222","9,69804",,"9,98213",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Luxembourg,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"12,92309","9,52598","9,04078","12,40676","12,06823",,"10,66867",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Malta,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"1,99845","2,41064","2,57006","2,95143","3,02163",,"2,78326",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Monaco,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"0,09889","0,1027","0,10826","0,09971","0,08917",,"0,09022",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Netherlands,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"225,14828","236,93996","225,16264","219,37771","202,04355",,"202,04355",,,
UNFCCC Biennial Reports,Historical emissions (BR2),New Zealand,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"38,06571","43,01113","46,99685","56,03908","47,61115",,"54,20053",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Norway,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"41,47444","37,82847","31,32905","30,66472","29,90441","27,52985",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Poland,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"447,88419","429,94264","361,85647","353,91432","379,92411",,"357,30453",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Portugal,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"62,20846","66,59742","77,62185","88,24582","58,94763",,"55,68189",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Romania,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"232,83691","158,08794","115,30573","122,33603","93,52921",,"85,98842",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Russia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"41,29251","22,65633","29,03232","21,51304","14,20499",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"66,49502","46,01072","41,21929","46,77782","41,51299",,"35,77788",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovenia,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"15,37419","15,63664","13,33855","13,30749","14,60627",,"13,41998",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Spain,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"267,206","306,333","358,324","408,425","323,053",,"287,955",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Turkey,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"187,98938","219,35454","274,60075","317,80383","364,28251",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),United Kingdom,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"811,20645","762,3734","724,67972","698,71882","615,50397",,"570,45165",,,
UNFCCC Biennial Reports,Historical emissions (BR2),United States,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,5525,5941,6571,6438,6028,,5791,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Transportation|Energy use by Sub-Sector|Aviation,EJ/yr,"0,06375","0,0455","0,04497","0,09106","0,10451",,"0,08484",,,
UNFCCC Biennial Reports,Historical emissions (BR2),European Union,Transportation|Energy use by Sub-Sector|International Aviation,EJ/yr,"69,514","86,256","115,86","131,733","132,229",,"134,247",,,
UNFCCC Biennial Reports,Historical emissions (BR2),European Union,Transportation|Energy use by Sub-Sector|International Water,EJ/yr,"108,799","109,619","133,443","162,495","157,332",,"139,603",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Transportation|Energy use by Sub-Sector|Water,EJ/yr,"0,06609","0,06506",,"0,00077","0,03757",,"0,01459",,,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Buildings|Emissions By Sub-Sector|Commercial,Mt CO2e/yr,"114,60673","112,46642","116,51083","110,10458","95,13665",,,"84,91415",,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Buildings|Emissions By Sub-Sector|Public,Mt CO2e/yr,"13,49685","13,27694","12,11083","11,17423","9,74673",,,"8,08796",,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Buildings|Emissions By Sub-Sector|Residential,Mt CO2e/yr,"80,39487","81,96484","89,05135","86,08393","87,8843",,,"66,6699",,
UNFCCC Biennial Reports,Historic emissions (BR3),Australia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"132,681","120,791","123,832","118,316","112,29",,,"110,859",,
UNFCCC Biennial Reports,Historic emissions (BR3),Belgium,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"12,22381","12,12279","10,99149","9,22984","8,75823",,,"8,07405",,
UNFCCC Biennial Reports,Historic emissions (BR3),Bulgaria,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"16,18148","11,89411","11,89411","8,66807","7,75372",,,"7,32649",,
UNFCCC Biennial Reports,Historic emissions (BR3),Canada,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,95,112,119,115,101,,,103,,
UNFCCC Biennial Reports,Historic emissions (BR3),Czech Republic,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"23,56821","18,135","15,32891","14,61364","14,39254",,,"13,77639",,
UNFCCC Biennial Reports,Historic emissions (BR3),Denmark,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"7,6433","8,07825","7,94252","7,71509","7,3988",,,"6,90885",,
UNFCCC Biennial Reports,Historic emissions (BR3),Estonia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"1,90995","1,26413","1,24005","1,20856","1,19633",,,"1,05915",,
UNFCCC Biennial Reports,Historic emissions (BR3),Finland,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"9,28528","8,9028","7,96287","6,78285","6,3515",,,"5,79497",,
UNFCCC Biennial Reports,Historic emissions (BR3),Germany,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"120,11","105,594","88,519","69,259","58,96",,,,,
UNFCCC Biennial Reports,Historic emissions (BR3),Greece,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"10,96879","11,34625","11,83538","11,24557","10,9888",,,"10,2292",,
UNFCCC Biennial Reports,Historic emissions (BR3),Italy,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"55,75942","52,54829","54,00097","51,33725","49,04845",,,"43,5001",,
UNFCCC Biennial Reports,Historic emissions (BR3),Japan,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"44,22307","41,63789","37,66602","35,27925","34,855",,,"31,29494",,
UNFCCC Biennial Reports,Historic emissions (BR3),Latvia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"3,84293","2,40073","2,18589","2,16054","2,14465",,,"2,25672",,
UNFCCC Biennial Reports,Historic emissions (BR3),Liechtenstein,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"0,0195","0,0183","0,0174","0,0192","0,0198",,,"0,0195",,
UNFCCC Biennial Reports,Historic emissions (BR3),Netherlands,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"32,316","30,333","25,09","20,467","20,116",,,"19,001",,
UNFCCC Biennial Reports,Historic emissions (BR3),New Zealand,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"32,61542","33,70889","35,38373","36,00697","34,15695",,,"34,32245",,
UNFCCC Biennial Reports,Historic emissions (BR3),Poland,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"64,43084","54,22529","49,42023","50,02626","48,20994",,,"47,21015",,
UNFCCC Biennial Reports,Historic emissions (BR3),Portugal,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"10,56525","11,74047","12,5101","13,13416","11,64178",,,"10,95322",,
UNFCCC Biennial Reports,Historic emissions (BR3),Romania,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"57,23743","41,95174","36,12106","36,06858","30,04685",,,"29,5931",,
UNFCCC Biennial Reports,Historic emissions (BR3),Russia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"963,25346","673,1989","653,06259","810,5075","847,73039",,,"886,62654",,
UNFCCC Biennial Reports,Historic emissions (BR3),Slovakia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"7,20607","6,01692","5,36621","5,03983","4,54593",,,"4,36924",,
UNFCCC Biennial Reports,Historic emissions (BR3),Spain,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"35,47661","37,52644","41,87057","42,14501","39,31019",,,"38,5224",,
UNFCCC Biennial Reports,Historic emissions (BR3),Sweden,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"8,10191","8,07488","7,52116","6,87062","5,99831",,,"5,37418",,
UNFCCC Biennial Reports,Historic emissions (BR3),Switzerland,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"6,13105","5,80138","5,41001","5,32062","5,28854",,,"5,09825",,
UNFCCC Biennial Reports,Historic emissions (BR3),Turkey,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"41,24365","41,23372","42,28847","44,37025","51,21901",,,"51,43923",,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"135,34745","128,84775","111,05197","89,3885","68,26612",,,"52,61666",,
UNFCCC Biennial Reports,Historic emissions (BR3),Australia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"418,476","344,783","399,175","446,052","414,665",,,"392,663",,
UNFCCC Biennial Reports,Historic emissions (BR3),Belgium,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"117,36665","123,15438","124,30186","121,73831","111,3103",,,"98,16158",,
UNFCCC Biennial Reports,Historic emissions (BR3),Bulgaria,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"63,55632","43,76855","35,25934","41,24398","38,05483",,,"41,32628",,
UNFCCC Biennial Reports,Historic emissions (BR3),Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,362,418,506,535,524,,,533,,
UNFCCC Biennial Reports,Historic emissions (BR3),Czech Republic,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"155,02401","121,57162","116,85987","116,27545","108,79099",,,"97,03434",,
UNFCCC Biennial Reports,Historic emissions (BR3),Denmark,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"59,66375","66,8881","59,31594","57,42615","48,85095",,,"39,61784",,
UNFCCC Biennial Reports,Historic emissions (BR3),Estonia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"35,3327","16,39584","11,96318","14,44269","17,08471",,,"13,51936",,
UNFCCC Biennial Reports,Historic emissions (BR3),Finland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"41,46632","43,02636","32,67944","27,47289","34,44904",,,"16,20506",,
UNFCCC Biennial Reports,Historic emissions (BR3),Germany,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"1019,253","903,403","859,66","852,234","814,259",,,,,
UNFCCC Biennial Reports,Historic emissions (BR3),Greece,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"81,12955","83,97058","100,64292","110,53614","93,99172",,,"71,80323",,
UNFCCC Biennial Reports,Historic emissions (BR3),Italy,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"429,38252","424,40908","448,39279","462,21977","392,70571",,,"320,13587",,
UNFCCC Biennial Reports,Historic emissions (BR3),Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"1157,16451","1243,84887","1275,77713","1307,69319","1215,01075",,,"1225,23949",,
UNFCCC Biennial Reports,Historic emissions (BR3),Latvia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"10,1139","-0,93234","-0,55722","3,43909","9,59639",,,"7,53534",,
UNFCCC Biennial Reports,Historic emissions (BR3),Liechtenstein,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"0,202","0,2069","0,2384","0,2341","0,2115",,,"0,1675",,
UNFCCC Biennial Reports,Historic emissions (BR3),Netherlands,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"162,271","172,859","171,65","177,18","182,546",,,"165,127",,
UNFCCC Biennial Reports,Historic emissions (BR3),New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"-4,96409","-3,00872","-0,29712","8,51204","4,14231",,,"11,94743",,
UNFCCC Biennial Reports,Historic emissions (BR3),Poland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"350,08231","346,29838","285,22031","275,52514","300,74611",,,"280,66584",,
UNFCCC Biennial Reports,Historic emissions (BR3),Portugal,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"46,25954","49,74106","59,68428","69,25708","41,00626",,,"43,04406",,
UNFCCC Biennial Reports,Historic emissions (BR3),Romania,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"150,033","100,39851","68,41368","77,64645","61,92586",,,"57,91119",,
UNFCCC Biennial Reports,Historic emissions (BR3),Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"2720,46138","1521,41151","1116,20011","1098,81586","1663,33798",,,"1115,12861",,
UNFCCC Biennial Reports,Historic emissions (BR3),Slovakia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"52,8567","35,43048","31,49557","37,09784","32,48397",,,"27,34258",,
UNFCCC Biennial Reports,Historic emissions (BR3),Spain,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"205,56177","240,18165","273,61343","330,97447","245,53786",,,"232,46154",,
UNFCCC Biennial Reports,Historic emissions (BR3),Sweden,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"19,19264","24,89443","15,07778","17,38078","3,03131",,,"-9,16558",,
UNFCCC Biennial Reports,Historic emissions (BR3),Switzerland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"43,76531","39,63575","48,52044","43,46128","43,70126",,,"37,75932",,
UNFCCC Biennial Reports,Historic emissions (BR3),Turkey,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"117,96554","151,25057","191,50372","220,17614","275,23104",,,"319,40551",,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"598,51996","560,40311","558,78977","558,43866","499,94019",,,"406,8082",,
UNFCCC Biennial Reports,Historic emissions (BR3),Australia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"21,949","22,128","25,16","26,079","26,512",,,"22,832",,
UNFCCC Biennial Reports,Historic emissions (BR3),Belgium,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"10,15119","10,94275","10,30982","8,55732","7,73389",,,"6,14684",,
UNFCCC Biennial Reports,Historic emissions (BR3),Bulgaria,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"8,88876","5,04696","4,16328","4,31438","4,20944",,,"4,78465",,
UNFCCC Biennial Reports,Historic emissions (BR3),Canada,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,43,46,40,41,38,,,39,,
UNFCCC Biennial Reports,Historic emissions (BR3),Czech Republic,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"10,66305","7,46574","6,84516","6,51218","5,76504",,,"6,12554",,
UNFCCC Biennial Reports,Historic emissions (BR3),Denmark,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,90906","7,16106","6,95322","5,49859","5,16552",,,"5,2157",,
UNFCCC Biennial Reports,Historic emissions (BR3),Estonia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"1,42538","0,7177","0,63159","0,6786","0,76076",,,"0,87768",,
UNFCCC Biennial Reports,Historic emissions (BR3),Finland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,64859","7,31396","6,94754","7,2392","5,97902",,,"5,92484",,
UNFCCC Biennial Reports,Historic emissions (BR3),Germany,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"66,019","61,95","44,075","44,391","37,761",,,,,
UNFCCC Biennial Reports,Historic emissions (BR3),Greece,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,42884","6,66892","6,3503","5,93209","5,47944",,,"4,51497",,
UNFCCC Biennial Reports,Historic emissions (BR3),Italy,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"27,7614","29,12891","30,01841","28,92634","20,17182",,,"18,75923",,
UNFCCC Biennial Reports,Historic emissions (BR3),Japan,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"31,51758","32,86059","29,56141","24,82911","22,3182",,,"20,82959",,
UNFCCC Biennial Reports,Historic emissions (BR3),Latvia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"3,39751","2,04673","2,00209","2,16311","2,3179",,,"2,65058",,
UNFCCC Biennial Reports,Historic emissions (BR3),Liechtenstein,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,0112","0,0109","0,0102","0,0102","0,0103",,,"0,0103",,
UNFCCC Biennial Reports,Historic emissions (BR3),Netherlands,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"17,687","17,741","15,711","14,155","8,126",,,"8,332",,
UNFCCC Biennial Reports,Historic emissions (BR3),New Zealand,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"5,8702","6,66365","7,35359","8,32417","7,93354",,,"8,55388",,
UNFCCC Biennial Reports,Historic emissions (BR3),Poland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"27,49561","23,46869","22,91601","22,92711","20,33817",,,"20,08282",,
UNFCCC Biennial Reports,Historic emissions (BR3),Portugal,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"4,41991","4,49935","4,71074","4,32603","3,78052",,,"3,55888",,
UNFCCC Biennial Reports,Historic emissions (BR3),Romania,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"16,80989","12,90528","11,05579","12,13681","9,37784",,,"8,96866",,
UNFCCC Biennial Reports,Historic emissions (BR3),Russia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"193,87991","129,42715","114,22074","106,63743","106,9447",,,"104,57491",,
UNFCCC Biennial Reports,Historic emissions (BR3),Slovakia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"5,0914","3,52395","3,14939","3,31947","2,8753",,,"2,37118",,
UNFCCC Biennial Reports,Historic emissions (BR3),Spain,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"17,37813","16,59462","20,1862","17,45933","16,20544",,,"16,43061",,
UNFCCC Biennial Reports,Historic emissions (BR3),Sweden,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"6,96377","7,26853","7,05321","6,40912","6,28383",,,"6,10551",,
UNFCCC Biennial Reports,Historic emissions (BR3),Switzerland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"2,91578","2,76996","2,62376","2,51513","2,56946",,,"2,42488",,
UNFCCC Biennial Reports,Historic emissions (BR3),Turkey,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"23,85125","23,31868","25,09897","26,2577","28,79363",,,"33,28045",,
UNFCCC Biennial Reports,Historic emissions (BR3),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"51,32606","41,87778","31,44189","27,29058","24,16171",,,"23,22315",,
UNFCCC Biennial Reports,Historic emissions (BR3),Australia,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"119,92","111,415","112,818","107,931","102,43",,,"102,659",,
UNFCCC Biennial Reports,Historic emissions (BR3),Austria,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"10,5142","9,6395","8,44735","7,80839","7,21077",,,"6,57496",,
UNFCCC Biennial Reports,Historic emissions (BR3),Belgium,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"12,22324","12,12276","10,99149","9,22984","8,75823",,,"8,07405",,
