Model,Scenario,Region,ESP Indicator Name,Unit of Entry,1990,1995,2000,2005,2010,2011,2013,2015,2020,2030
UNFCCC Biennial Reports,Historical emissions (BR2),Netherlands,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"32,9357","30,86086","25,51001","20,47648","19,22862",,"19,22862",,,
UNFCCC Biennial Reports,Historical emissions (BR2),New Zealand,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"33,38088","34,39288","36,30475","36,97045","35,15763",,"35,68767",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Norway,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"6,41681","6,56553","6,36294","6,05569","5,78517","5,63262",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Poland,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"67,47963","58,44856","49,20439","47,01534","43,54682",,"42,13412",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Portugal,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"11,54425","12,85873","13,47569","14,55501","12,92234",,"12,36612",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Romania,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"62,13807","42,88972","36,03439","35,26967","29,29597",,"28,71106",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"7,07823","6,10343","5,42626","5,1543","4,69162",,"4,53684",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovenia,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"2,42125","2,31587","2,39089","2,37171","2,0637",,"1,94807",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Spain,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"32,713","34,793","38,977","39,895","39,364",,"38,26",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Switzerland,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"6,2475","5,91635","5,40698","5,15902","5,08726",,"4,91246",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Turkey,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"46,76484","48,47431","51,02294","52,21691","60,44123",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"137,24003","130,20693","114,1422","92,31052","67,25947",,"56,43004",,,
UNFCCC Biennial Reports,Historical emissions (BR2),United States,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,745,750,716,708,667,,636,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Australia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"392,53218","355,37788","408,72819","459,45469","434,24693",,"403,51943",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belarus,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"75,2075","26,32726","22,38736","30,43841","28,09523",,"31,57314",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belgium,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"118,57682","123,38229","124,31197","121,88576","110,09696",,"97,8073",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Bulgaria,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"66,14041","45,72587","35,56908","41,75848","39,09547",,"33,43854",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,369,647,492,586,619,,545,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Croatia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"18,53088","8,87842","12,74358","16,74651","15,16049",,"13,48196",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Czech Republic,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"155,23881","122,95672","118,06711","117,45918","109,56224","106,20753",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Denmark,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"60,295","66,567","58,984","57,55","52,038",,"43,933",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Estonia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"29,11997","8,78744","16,09811","11,53684","12,89291",,"19,30372",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Finland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"38,32615","39,90929","29,95274","24,6838","34,77174",,"29,1372",,,
UNFCCC Biennial Reports,Historical emissions (BR2),France,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"359,07018","357,79371","377,9038","372,64564","347,75519",,"317,607",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Germany,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"1016,51977","902,05953","858,30366","852,03981","813,70165",,"823,12468",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Hungary,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"69,61318","55,25959","57,26334","54,54079","47,99311",,"40,38394",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Iceland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"3,26102","3,35067","3,71062","3,67482","4,14042","3,99145",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Ireland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"36,72497","41,91521","50,29093","50,70829","44,57933",,"40,05322",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Italy,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"428,78526","423,10996","445,74418","459,86449","394,255",,"326,10506",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"1095,51196","1166,29654","1185,75774","1214,41617","1141,89269",,"1245,76448",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Kazakhstan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"256,493","167,041","147,129","172,656","230,411",,"223,989",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Latvia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"9,75692","-1,36962","-1,09284","2,70824","8,37665",,"6,08075",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Liechtenstein,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"0,20359","0,21174","0,22984","0,24225","0,20783",,"0,20595",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Lithuania,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"31,91007","12,08809","2,63034","8,77142","2,37747",,"3,03438",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Luxembourg,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"12,00902","8,60619","8,1127","11,50721","11,13773",,"9,76363",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Malta,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"1,86818","2,21422","2,35708","2,68774","2,62349",,"2,41598",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Monaco,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"0,09538","0,09896","0,09829","0,08871","0,07543",,"0,07441",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Netherlands,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"166,12153","178,19427","177,05855","182,78507","172,37129",,"172,37129",,,
UNFCCC Biennial Reports,Historical emissions (BR2),New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"-3,5278","0,16518","1,68829","8,68149","2,29202",,"7,64838",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Norway,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"24,59418","24,17116","17,93946","18,26499","19,8528","17,58773",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Poland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"352,50313","348,44809","288,49887","279,01067","308,47402",,"285,27289",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Portugal,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"45,93337","48,84696","58,74125","68,12389","40,29789",,"37,49968",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Romania,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"151,65415","100,77582","67,39442","75,3414","54,84415",,"47,88382",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"52,63432","35,50609","32,03507","37,617","32,87537",,"27,84907",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovenia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"11,88434","12,20552","9,73473","9,78688","11,47809",,"10,40655",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Spain,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"206,013","241,048","279,269","335,607","249,104",,"217,584",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Switzerland,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"40,93961","39,64467","42,9516","43,25083","42,93768",,"42,0307",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Turkey,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"123,65124","154,12552","202,85019","241,99947","278,64564",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"599,3143","563,42342","560,95941","559,54967","502,52467",,"469,19177",,,
UNFCCC Biennial Reports,Historical emissions (BR2),United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,4348,4696,5361,5222,4833,,4624,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Australia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"20,31784","20,50904","23,70574","24,90099","25,6249",,"23,8309",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belarus,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"20,14506","13,56396","14,4352","14,37743","15,90926",,"16,21438",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belgium,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"9,65184","10,46132","9,91805","8,23588","7,39782",,"5,90569",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Bulgaria,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"8,8491","4,82349","3,90213","4,06006","3,55345",,"4,82349",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Canada,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,44,58,41,45,45,,44,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Croatia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"2,84363","2,25328","2,46614","2,43075","2,31381",,"1,71835",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Czech Republic,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"10,60022","7,42264","7,02054","6,77364","5,98684","6,09035",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Denmark,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,886","7,186","6,915","5,482","5,225",,"5,204",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Estonia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"1,40157","0,70111","0,60579","0,64067","0,73338",,"0,786",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Finland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,6015","7,24524","6,90223","7,19532","5,94371",,"5,82658",,,
UNFCCC Biennial Reports,Historical emissions (BR2),France,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"70,78892","71,72439","59,61299","51,81252","46,1362",,"44,49878",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Germany,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"65,82499","61,7228","43,72919","44,00097","37,24732",,"38,1035",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Hungary,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"8,36603","4,85284","5,51149","5,8555","3,89012",,"4,37635",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Iceland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,58979","0,54743","0,56759","0,5249","0,53254","0,5277",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Ireland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"9,16011","8,79111","8,80195","8,40489","7,88908",,"7,47946",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Italy,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"27,43537","28,66236","29,64284","28,48912","19,37978",,"19,14225",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Japan,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"32,2399","33,54119","30,34375","25,76031","23,51633",,"22,66743",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Kazakhstan,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"17,887","17,318","15,528","11,14","10,594",,"13,324",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Latvia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"3,2283","1,82786","1,76386","1,92605","2,05169",,"2,18316",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Liechtenstein,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,01126","0,0111","0,01051","0,0105","0,01069",,"0,01065",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Lithuania,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"5,06834","2,91225","3,95123","5,18504","3,33482",,"3,14557",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Luxembourg,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,29339","0,29001","0,29252","0,27843","0,27396",,"0,27246",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Malta,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,04331","0,06288","0,06172","0,05718","0,04661",,"0,04704",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Monaco,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,00139","0,00194","0,00229","0,00204","0,00351",,"0,00353",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Netherlands,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"17,61529","17,75624","15,70496","13,91011","7,89233",,"7,89233",,,
UNFCCC Biennial Reports,Historical emissions (BR2),New Zealand,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"7,47082","8,15458","8,64712","9,45248","8,83991",,"9,18242",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Norway,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"4,47007","4,10561","4,2332","4,47666","2,89154","2,88305",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Poland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"27,75956","22,74756","22,21448","22,35638","19,5468",,"20,23695",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Portugal,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"4,73084","4,84646","5,09803","4,69006","4,16708",,"4,03301",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Romania,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"16,58887","12,36093","10,2981","11,2451","8,33679",,"8,03173",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovakia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"6,46755","4,24791","3,64531","3,72537","3,3718",,"2,82472",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Slovenia,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"0,85118","0,93997","1,02306","0,84166","0,78236",,"0,75924",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Spain,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"24,313","23,286","29,014","25,247","24,507",,"23,152",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Switzerland,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"2,94177","2,78662","2,63585","2,53324","2,58609",,"2,49066",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Turkey,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"16,96987","16,23828","19,0042","19,66359","19,47788",,,,,
UNFCCC Biennial Reports,Historical emissions (BR2),United Kingdom,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"57,16857","47,32198","36,68965","32,24722","28,99062",,"27,71062",,,
UNFCCC Biennial Reports,Historical emissions (BR2),United States,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,330,372,335,356,360,,355,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Australia,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"126,92848","119,05879","122,38429","117,20127","110,70769",,"110,5815",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belarus,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"15,21716","11,70496","11,42185","13,11646","15,22189",,"16,48024",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Belgium,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"12,78723","12,74445","11,63981","9,81013","9,42776",,"8,87962",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Bulgaria,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"19,22687","12,49741","10,08006","9,23017","8,58651",,"12,49741",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Canada,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,96,114,121,117,104,,107,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Croatia,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"6,95289","4,95194","4,35953","4,1535","4,03671",,"3,581",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Cyprus,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"0,71337","0,82228","0,8566","0,90038","0,91696",,"0,843",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Czech Republic,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"21,06633","16,20376","13,52879","12,85969","12,61476","12,99078",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Denmark,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"7,806","8,147","7,857","7,575","7,212",,"6,906",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Estonia,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"1,87078","1,22729","1,22316","1,19441","1,1671",,"1,11571",,,
UNFCCC Biennial Reports,Historical emissions (BR2),European Union,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"743,539","673,177","613,195","546,575","488,681",,"462,664",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Finland,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"7,74671","7,47126","6,66176","5,66146","5,48928",,"5,12917",,,
UNFCCC Biennial Reports,Historical emissions (BR2),France,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"68,74675","70,42186","69,49945","63,60981","62,39539",,"59,13845",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Germany,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"118,88731","104,43682","89,0996","69,83317","59,50309",,"58,62884",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Hungary,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"12,52452","9,37948","9,34603","8,76189","8,25325",,"7,81407",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Iceland,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"0,4062","0,42191","0,44026","0,44277","0,45947","0,44434",,,,
UNFCCC Biennial Reports,Historical emissions (BR2),Ireland,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"14,88187","15,1299","14,53219","13,98069","12,63235",,"13,23226",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Italy,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"53,96626","54,02253","55,03407","50,33724","46,6343",,"44,07419",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Japan,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"48,58636","45,82527","41,50528","38,96232","38,26304",,"36,04207",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Kazakhstan,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"96,625","53,303","40,242","45,462","57,962",,"62,677",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Latvia,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"3,99593","2,33768","1,99539","1,9983","1,95876",,"2,03642",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Liechtenstein,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"0,01911","0,01773","0,01676","0,01862","0,01926",,"0,0192",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Lithuania,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"6,95394","4,43346","3,82366","3,97122","3,74881",,"3,48078",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Luxembourg,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"0,6198","0,61049","0,60465","0,57728","0,59734",,"0,56336",,,
UNFCCC Biennial Reports,Historical emissions (BR2),Malta,Emissions|GHG Emissions by gas without LULUCF|CH4,Mt CO2e/yr,"0,08696","0,13354","0,14917","0,16733","0,20927",,"0,10529",,,
