Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
IEO,Reference,Australia/New Zealand,Electricity|Capacity by technology|Other,GW,"0,96","0,961","0,952","0,952","0,982","1,021","1,134","1,202","1,272","1,319","1,329","1,329","1,329","1,346","1,362","1,38","1,397","1,412","1,43","1,448","1,467","1,486","1,509","1,533","1,56","1,589","1,62","1,653","1,689","1,725","1,761"
IEO,Reference,Brazil,Electricity|Capacity by technology|Other,GW,"7,826","10,9","10,195","11,568","12,448","12,482","12,452","12,496","12,718","12,955","13,147","13,349","13,549","13,751","13,948","14,141","14,331","14,521","14,714","14,907","15,1","15,334","15,569","15,806","16,039","16,279","16,527","16,785","17,049","17,311","17,588"
IEO,Reference,Canada,Electricity|Capacity by technology|Other,GW,"4,255","4,249","4,249","4,451","4,54","4,621","4,67","4,742","4,811","4,881","4,951","5,643","6,335","7,028","7,72","8,412","9,105","9,797","10,49","11,182","11,874","12,567","13,259","13,952","14,644","15,336","15,545","15,758","15,983","16,203","16,428"
IEO,Reference,China,Electricity|Capacity by technology|Other,GW,"4,4","8,196","8,121","8,683","9,169","16,004","17,63","19,245","21,006","22,768","24,53","27,452","30,374","33,297","36,219","39,141","42,063","44,985","47,907","50,829","53,751","56,673","59,595","62,518","65,44","68,362","71,284","74,206","77,128","80,05","82,972"
IEO,Reference,European Union,Electricity|Capacity by technology|Other,GW,"31,298","35,45","38,144","39,641","40,222","40,883","41,309","42,118","45,482","45,617","60,646","60,72","60,793","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","60,866","61,661","62,474","63,342","64,214","65,142"
IEO,Reference,India,Electricity|Capacity by technology|Other,GW,"2,6","3,482","3,616","3,646","3,694","3,76","4,83","5,908","5,94","5,945","5,95","6,407","6,863","7,32","7,776","8,233","8,689","9,146","9,602","10,059","10,515","10,787","11,063","11,347","11,638","11,938","12,245","12,562","12,885","13,215","13,606"
IEO,Reference,Japan,Electricity|Capacity by technology|Other,GW,"1,501","1,501","1,501","1,514","1,541","1,584","1,739","1,752","1,761","1,93","2,099","2,268","2,438","2,607","2,776","2,945","3,115","3,284","3,453","3,622","3,792","3,827","3,86","3,893","3,921","3,944","3,958","3,962","3,953","3,947","3,945"
IEO,Reference,Mexico/Chile,Electricity|Capacity by technology|Other,GW,"1,022","1,045","1,179","1,201","1,209","1,229","1,248","1,268","1,287","1,288","1,288","1,288","1,288","1,288","1,288","1,288","1,288","1,321","1,356","1,393","1,431","1,469","1,508","1,548","1,589","1,632","1,675","1,721","1,77","1,815","1,863"
IEO,Reference,Middle East,Electricity|Capacity by technology|Other,GW,"0,004","0,004","0,721","0,723","0,888","1,053","1,218","1,409","1,601","1,76","1,918","2,397","2,876","2,89","2,904","2,918","2,925","2,933","2,941","2,949","2,957","3,629","4,301","4,395","4,494","4,596","4,701","4,802","4,901","5,006","5,113"
IEO,Reference,Russia,Electricity|Capacity by technology|Other,GW,,,"0,831","0,837","0,846","0,855","0,865","0,869","0,873","0,874","0,875","0,875","0,875","0,879","0,885","0,89","0,896","0,901","0,905","0,91","0,915","0,92","0,925","0,93","0,935","0,939","0,941","0,942","0,942","0,941","0,938"
IEO,Reference,South Korea,Electricity|Capacity by technology|Other,GW,"0,239","0,309","0,317","0,342","1,013","1,688","1,774","1,864","1,954","2,034","2,901","3,06","3,22","3,379","3,539","3,698","3,857","4,017","4,107","4,197","4,287","4,349","4,418","4,487","4,555","4,62","4,689","4,76","4,828","4,9","4,972"
IEO,Reference,United States,Electricity|Capacity by technology|Other,GW,"35,7","36,1","36,9","37,4","37,6","37,9",38,"38,9","38,9","38,9","38,9","38,9","38,9","38,9","38,9","38,9","38,9",39,39,39,"39,1","39,2","39,3","39,4","39,5","39,6","39,8","40,2","40,6","40,8","41,1"
IEO,Reference,World,Electricity|Capacity by technology|Other,GW,"92,802","105,462","112,821","117,366","121,168","132,293","136,367","141,534","147,688","150,506","168,923","177,835","183,137","187,998","192,78","197,558","202,399","207,37","212,18","216,988","221,902","227,358","232,754","237,592","242,45","247,324","252,622","258,157","263,767","269,17","274,859"
IEO,Reference,Africa,Electricity|Capacity by technology|Solar,GW,"0,019","0,054","0,291","0,306","0,406","1,548","1,904","2,26","2,425","2,59","4,538","4,61","4,682","4,753","4,825","4,897","6,354","7,81","9,266","10,722","12,179","12,262","12,679","13,094","13,52","13,965","14,405","14,85","15,304","15,778","16,272"
IEO,Reference,Australia/New Zealand,Electricity|Capacity by technology|Solar,GW,"0,5","1,298","1,421","2,282","3,203","4,022","4,445","4,483","4,491","4,5","4,508","4,517","4,517","4,6","4,679","4,765","4,85","4,923","5,006","5,094","5,189","5,281","5,392","5,506","5,639","5,78","5,929","6,089","6,262","6,437","6,611"
IEO,Reference,Brazil,Electricity|Capacity by technology|Solar,GW,,"0,032","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017","0,017"
IEO,Reference,Canada,Electricity|Capacity by technology|Solar,GW,"0,108","0,563","0,795","1,23","1,915","2,192","2,267","2,306","2,344","2,383","2,422","2,506","2,591","2,675","2,76","2,844","2,929","3,014","3,098","3,183","3,267","3,352","3,436","3,521","3,605","3,69","3,743","3,797","3,853","3,909","3,966"
IEO,Reference,China,Electricity|Capacity by technology|Solar,GW,"0,893","3,093","3,3",18,27,"46,8","55,8","64,8","73,8","82,8","91,8","96,41","101,02","105,63","110,24","114,85","119,46","124,07","128,68","133,29","137,9","142,51","147,12","151,73","156,34","160,95","165,56","170,17","174,78","179,39",184
IEO,Reference,European Union,Electricity|Capacity by technology|Solar,GW,"28,264","52,321","70,247","79,803","86,276","92,084","92,451","92,711","92,755","92,799","92,843","92,887","92,931","92,975","93,019","93,062","93,106","93,15","93,194","93,238","93,282","93,326","93,37","93,414","93,458","93,502","94,346","95,209","96,13","97,055","98,039"
IEO,Reference,India,Electricity|Capacity by technology|Solar,GW,"0,01","0,461","1,176","2,144","2,959","5,049","6,246","6,358","7,638","8,917","10,197","13,277","16,358","19,438","22,518","25,598","28,679","31,759","34,839","37,92",41,"42,462","43,951","45,479","47,045","48,658","50,31","52,014","53,752","55,529","57,636"
IEO,Reference,Japan,Electricity|Capacity by technology|Solar,GW,"3,618","4,914","6,6","13,692","23,945","33,44","33,496","34,622","35,748","36,874",38,"38,97","39,94","40,91","41,88","42,85","43,82","44,79","45,76","46,73","47,7","47,934","48,153","48,378","48,565","48,716","48,808","48,832","48,774","48,735","48,724"
IEO,Reference,Mexico/Chile,Electricity|Capacity by technology|Solar,GW,"0,029","0,045","0,059","0,129","0,665","1,114","1,2","1,283","1,331","1,527","1,723","1,723","1,723","1,723","1,723","1,723","1,723","1,771","1,823","1,877","1,932","1,989","2,045","2,103","2,164","2,227","2,29","2,357","2,428","2,495","2,565"
IEO,Reference,Middle East,Electricity|Capacity by technology|Solar,GW,"0,01","0,011","0,063","0,179","0,313","0,446","2,069","2,947","3,824","4,702","5,579","13,875","22,17","22,782","23,395","24,007","24,619","25,232","25,844","26,456","27,068","34,458","41,848","42,945","44,102","45,284","46,506","47,693","48,839","50,064","51,313"
IEO,Reference,Russia,Electricity|Capacity by technology|Solar,GW,,,,"0,002","0,007","0,045","0,18","0,315","0,45","1,327","2,205","2,205","2,205","2,226","2,252","2,28","2,305","2,328","2,351","2,373","2,397","2,421","2,445","2,469","2,493","2,512","2,52","2,526","2,524","2,519","2,508"
IEO,Reference,South Korea,Electricity|Capacity by technology|Solar,GW,"0,65","0,754","1,084","1,445","1,925","2,38","2,388","2,389","2,39","2,391","2,392","2,601","2,81","3,019","3,228","3,437","3,646","3,855","3,855","3,855","3,855","3,905","3,961","4,017","4,072","4,125","4,181","4,239","4,293","4,352","4,411"
IEO,Reference,United States,Electricity|Capacity by technology|Solar,GW,"2,7","4,4","7,6","12,7","17,2","20,8","26,1","26,4","26,7",27,"27,6","28,2",29,"29,8","30,8","31,9","33,2","34,5","35,9","37,3",39,"40,8","42,6","44,5","46,3","48,3","50,6","52,8","55,4","58,1","60,6"
IEO,Reference,World,Electricity|Capacity by technology|Solar,GW,"36,889","69,123","95,297","135,392","169,727","214,271","233,753","246,569","260,081","274,484","293,416","312,17","330,596","341,444","352,489","363,641","376,271","388,937","401,506","414,076","426,959","443,126","459,657","470,042","480,428","491,077","502,808","514,427","526,442","538,702","551,237"
IEO,Reference,Africa,Electricity|Capacity by technology|Total,GW,"133,098","135,474","140,872","148,501","160,913","171,897","175,322","181,751","185,4","187,382","191,422","193,149","194,884","194,907","198,416","202,463","207,827","213,652","219,602","225,637","231,598","237,029","244,001","250,992","258,176","265,722","273,25","280,901","288,762","297,022","305,681"
IEO,Reference,Australia/New Zealand,Electricity|Capacity by technology|Total,GW,"69,057","70,841","72,028","73,519","75,324","76,317","78,997","79,88","81,25","82,824","84,326","85,106","85,896","86,99","88,007","89,15","90,265","91,197","92,291","93,457","94,729","95,955","97,488","99,063","100,926","102,924","105,042","107,319","109,82","112,351","114,875"
IEO,Reference,Brazil,Electricity|Capacity by technology|Total,GW,"113,607","119,074","121,684","131,789","137,174","137,605","137,302","138,096","141,52","145,149","148,13","151,006","153,853","156,73","159,541","162,285","165,826","169,358","172,948","176,525","180,12","183,474","186,835","190,244","193,586","197,037","200,607","204,319","208,115","211,899","215,887"
IEO,Reference,Canada,Electricity|Capacity by technology|Total,GW,"132,024","132,623","134,86","137,22","141,541","144,761","146,074","148,338","150,276","152,224","154,261","156,353","158,5","160,652","163,212","165,255","167,494","169,634","171,952","173,97","176,476","179,084","181,639","184,267","186,962","189,64","192,363","195,295","198,38","201,347","204,394"
IEO,Reference,China,Electricity|Capacity by technology|Total,GW,"972,082","1065,129","1153,31","1263,7","1346,929","1418,195","1465,965","1509,467","1577,089","1615,049","1657,18","1690,171","1719,71","1750,614","1779,164","1808,409","1834,115","1860,183","1886,17","1910,922","1936,674","1963,226","1989,645","2014,663","2040,289","2066,103","2091,518","2116,912","2143,355","2168,762","2193,578"
IEO,Reference,European Union,Electricity|Capacity by technology|Total,GW,"900,003","944,473","984,77","1015,384","1044,057","1068,984","1076,379","1085,335","1095,832","1102,799","1128,396","1130,223","1134,967","1138,329","1142,529","1147,964","1154,127","1160,32","1166,715","1173,12","1179,252","1188,564","1197,867","1207,423","1217,038","1227,187","1236,066","1245,213","1255,162","1265,19","1276,037"
IEO,Reference,India,Electricity|Capacity by technology|Total,GW,"207,722","237,901","254,684","255,855","275,099","301,799","316,355","329,526","335,487","340,231","346,87","354,489","363,737","371,759","383,498","395,737","408,114","420,634","433,42","446,379","459,314","472,301","485,516","499,064","512,962","527,145","541,871","557,055","572,491","588,267","606,752"
IEO,Reference,Japan,Electricity|Capacity by technology|Total,GW,"259,514","261,04","266,57","276,443","246,827","263,812","262,417","268,933","272,733","276,684","281,541","285,767","289,225","291,531","293,271","294,58","295,359","296,269","297,279","298,281","299,194","299,414","299,577","299,776","299,818","299,501","299,139","298,282","296,923","295,818","295,047"
IEO,Reference,Mexico/Chile,Electricity|Capacity by technology|Total,GW,"78,431","79,098","80,449","81,666","83,829","84,869","85,418","87,113","90,301","93,522","97,328","100,996","105,302","109,253","112,724","115,104","117,494","119,61","121,936","124,321","126,798","129,362","131,921","134,587","137,354","140,279","143,186","146,232","149,546","152,664","155,914"
IEO,Reference,Middle East,Electricity|Capacity by technology|Total,GW,"192,391","204,337","220,306","234,201","247,594","258,285","265,48","270,601","277,3","281,911","287,183","299,773","312,528","319,094","326,046","333,382","340,35","346,527","352,23","357,484","362,696","374,052","384,945","390,541","396,491","402,603","408,943","415,094","421,016","427,417","433,968"
IEO,Reference,Russia,Electricity|Capacity by technology|Total,GW,"226,92","230,447","233,232","235,527","256,212","259,632","261,48","260,181","262,671","264,941","267,177","266,903","267,989","267,285","265,734","266,819","267,156","268,26","269,347","270,436","271,656","272,942","274,295","275,466","276,701","277,46","277,517","277,45","276,848","275,939","274,521"
IEO,Reference,South Korea,Electricity|Capacity by technology|Total,GW,"81,782","80,013","89,653","93,01","103,057","110,543","115,802","119,213","120,618","121,766","124,022","126,867","128,361","129,859","131,363","132,455","134,078","135,696","138,004","139,892","141,867","143,415","145,148","146,893","148,589","150,24","151,986","153,794","155,515","157,37","159,231"
IEO,Reference,United States,Electricity|Capacity by technology|Total,GW,"1031,1","1046,3",1063,"1064,5","1076,8","1084,8","1082,4","1091,7","1085,5","1081,3","1078,8","1075,6","1075,8",1078,"1082,6","1090,8",1096,"1104,5","1113,2","1122,5","1133,2","1144,7","1153,7","1163,4","1175,5","1187,4","1201,4","1216,2","1231,5","1247,3","1261,3"
IEO,Reference,World,Electricity|Capacity by technology|Total,GW,"4972,007","5201,616","5439,618","5657,356","5868,624","6074,685","6175,015","6283,298","6392,798","6467,847","6576,746","6657,243","6738,079","6812,115","6893,049","6981,13","7064,875","7152,784","7242,662","7330,793","7422,155","7524,652","7625,812","7721,847","7822,734","7924,619","8027,352","8131,737","8238,698","8345,264","8455,279"
IEO,Reference,Africa,Electricity|Capacity by technology|Wind,GW,"0,926","0,962","1,096","1,437","1,933","3,733","4,552","5,49","6,879","8,268","9,657","9,675","9,692","9,71","9,728","9,745","10,055","10,365","10,674","10,984","11,293","11,356","11,736","12,114","12,501","12,907","13,308","13,713","14,127","14,558","15,009"
IEO,Reference,Australia/New Zealand,Electricity|Capacity by technology|Wind,GW,"2,376","2,749","3,207","3,981","4,589","4,961","7,436","7,577","8,834","10,092","11,349","11,349","11,349","11,587","11,81","12,057","12,299","12,506","12,744","12,995","13,264","13,526","13,843","14,168","14,547","14,95","15,375","15,829","16,323","16,822","17,318"
IEO,Reference,Brazil,Electricity|Capacity by technology|Wind,GW,"0,927","1,431","2,508","2,826","5,667","6,168","6,144","6,179","6,358","6,549","6,704","6,867","7,029","7,192","7,351","7,506","7,66","7,813","7,969","8,124","8,28","8,469","8,658","8,85","9,038","9,231","9,432","9,64","9,852","10,064","10,287"
IEO,Reference,Canada,Electricity|Capacity by technology|Wind,GW,"3,967","5,265","6,2","7,711","9,582","11,305","12,465","13,419","14,048","14,677","15,307","15,783","16,259","16,735","17,212","17,688","18,164","18,64","19,117","19,593","20,069","20,545","21,022","21,498","21,974","22,451","22,788","23,135","23,499","23,856","24,222"
IEO,Reference,China,Electricity|Capacity by technology|Wind,GW,"31,1",45,61,75,96,"110,667","125,334",140,"154,445","168,889","183,334","191,667",200,"208,334","216,667",225,"233,334","241,667",250,"258,334","266,667",275,"283,333","291,667",300,"308,333","316,667",325,"333,333","341,667",350
IEO,Reference,European Union,Electricity|Capacity by technology|Wind,GW,"75,24","94,439","106,55","112,931","119,761","137,684","144,616","155,034","165,445",174,"189,418","191,45","193,482","195,515","199,311","203,108","206,905","210,701","214,498","218,295","222,091","230,187","238,282","246,377","254,473","262,568","265,288","268,069","271,037","274,019","277,192"
IEO,Reference,India,Electricity|Capacity by technology|Wind,GW,"13,065","16,084","18,421","18,656","18,821","20,747","23,268","25,789","27,822","29,856","31,89","33,923","35,957","37,991","40,025","42,058","44,092","46,126","48,159","50,193","52,227","53,773","55,349","56,965","58,622","60,328","62,076","63,878","65,717","67,596","69,825"
IEO,Reference,Japan,Electricity|Capacity by technology|Wind,GW,"2,294","2,419","2,614","2,618","2,669","2,781","2,948","2,997","3,038","3,08","3,121","3,589","4,057","4,525","4,993","5,461","5,929","6,396","6,864","7,332","7,8","7,835","7,867","7,901","7,929","7,951","7,965","7,968","7,96","7,954","7,952"
IEO,Reference,Mexico/Chile,Electricity|Capacity by technology|Wind,GW,"0,732","0,785","1,742","2,124","3,644","4,079","4,463","5,708","6,952","8,197","9,442","10,726","12,011","13,295","14,58","15,864","17,149","17,623","18,139","18,666","19,212","19,77","20,325","20,9","21,495","22,121","22,744","23,397","24,102","24,765","25,45"
IEO,Reference,Middle East,Electricity|Capacity by technology|Wind,GW,"0,103","0,103","0,104","0,104","0,124","0,458","0,779","1,03","1,282","1,533","1,785","3,697","5,61","5,749","5,888","6,026","6,423","6,82","7,217","7,614","8,011","9,541","11,071","11,361","11,666","11,978","12,301","12,615","12,917","13,241","13,571"
IEO,Reference,Russia,Electricity|Capacity by technology|Wind,GW,"0,015","0,017","0,017","0,017","0,08","0,274","0,469","0,664","0,858","2,271","3,683","3,683","3,683","3,719","3,761","3,808","3,85","3,888","3,927","3,962","4,003","4,043","4,084","4,123","4,163","4,194","4,207","4,217","4,215","4,207","4,188"
IEO,Reference,South Korea,Electricity|Capacity by technology|Wind,GW,"0,382","0,425","0,483","0,547","0,608","2,519","3,254","3,99","5,853","7,464","9,075","10,686","10,941","11,195","11,45","11,705","11,96","12,215","13,433","14,651","15,869","16,106","16,367","16,63","16,886","17,135","17,396","17,666","17,923","18,197","18,472"
IEO,Reference,United States,Electricity|Capacity by technology|Wind,GW,"39,8","46,5","59,4","60,5","65,4","76,3","80,7","81,9","82,5","82,6","82,7","82,8","83,2","83,3","83,7","83,8","84,2","84,7","85,2","85,7","87,3",89,91,"93,4",96,"96,7","98,4","101,5","105,1","109,1","109,7"
IEO,Reference,World,Electricity|Capacity by technology|Wind,GW,"172,897","219,717","268,724","294,823","336,204","390,237","426,16","460,109","495,271","528,777","568,852","587,42","604,927","620,636","638,397","655,878","674,53","692,434","711,375","730,335","750,438","773,794","797,864","821,165","844,803","866,658","884,056","903,039","922,827","943,057","960,519"
IEO,Reference,Africa,Electricity|Generation by technology|Coal,EJ/yr,"0,8600148","0,87156","0,8590752","0,8522028","0,8756136","0,8802072","0,8873784","0,9121824","0,9428472","0,97704","1,0196748","1,0996776","1,093284","1,0869444","1,0870128","1,089954","1,0922508","1,0955844","1,0995192","1,1041128","1,1105244","1,1206584","1,1284272","1,1382732","1,1480544","1,1592144","1,1722104","1,186992","1,2045348","1,2245076","1,2473532"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Coal,EJ/yr,"0,61911","0,5937624","0,5914944","0,586764","0,5820696","0,5774112","0,5729904","0,5721372","0,568566","0,56655","0,5642784","0,562644","0,5607072","0,5586336","0,556182","0,5538708","0,5514984","0,5483232","0,5451012","0,5419116","0,5390028","0,5360112","0,5334444","0,5308596","0,5285268","0,5264712","0,5247396","0,523188","0,5224032","0,5232888","0,5248044"
IEO,Reference,Brazil,Electricity|Generation by technology|Coal,EJ/yr,"0,0384192","0,0482076","0,0449496","0,0672156","0,0669204","0,0665676","0,0662148","0,0658692","0,0655236","0,065178","0,0648396","0,0645012","0,0641664","0,0638352","0,0635076","0,06318","0,062856","0,0625356","0,0622152","0,0618984","0,0615852","0,0612756","0,060966","0,06066","0,0603576","0,0600552","0,0597564","0,0594576","0,059166","0,0588744","0,0585828"
IEO,Reference,Canada,Electricity|Generation by technology|Coal,EJ/yr,"0,281988","0,2639484","0,2154852","0,213012","0,212004","0,2059596","0,20268","0,20268","0,19935","0,166806","0,1557936","0,152442","0,1524744","0,1525428","0,1525428","0,1525968","0,1449036","0,1301832","0,1224972","0,073512","0,073548","0,0735948","0,0736416","0,0736956","0,0737604","0,0738684","0,0654732","0,0655344","0,0656064","0,05742","0,0491796"
IEO,Reference,China,Electricity|Generation by technology|Coal,EJ/yr,"11,2706892","12,872736","12,9144744","13,5505116","14,0637636","14,2554312","14,3346312","14,562558","15,0842196","15,112728","15,1635564","15,3152928","15,4107756","15,5953476","15,7399704","15,8095152","15,788718","15,7796316","15,7526532","15,7049964","15,6711348","15,6293964","15,5765592","15,5131416","15,4485828","15,38415","15,3207216","15,2587836","15,2047836","15,1493148","15,0978204"
IEO,Reference,European Union,Electricity|Generation by technology|Coal,EJ/yr,"3,0545568","3,1348548","3,3477084","3,1497048","3,30066","3,3066432","3,3048396","3,3108804","3,3119748","3,3229404","3,3216336","3,3268824","3,3412248","3,3631416","3,3894792","3,3909192","3,3716952","3,3523884","3,333132","3,3141312","3,294522","3,2750352","3,2556456","3,2369508","3,2181984","3,2002812","3,185856","3,1718808","3,1603212","3,1491576","3,1405824"
IEO,Reference,India,Electricity|Generation by technology|Coal,EJ/yr,"2,2265208","2,4275448","2,711736","2,8536156","3,0101904","3,125484","3,1560012","3,1915368","3,236436","3,3081444","3,3994908","3,5775684","3,5553348","3,5412012","3,6345348","3,6574632","3,683754","3,7271808","3,7725012","3,830904","3,9115836","4,029606","4,1596524","4,2991128","4,4436348","4,6130976","4,7640744","4,9231224","5,0969952","5,276646","5,5305108"
IEO,Reference,Japan,Electricity|Generation by technology|Coal,EJ/yr,"1,0122696","0,954072","1,0261296","1,0586484","1,0592172","1,0433808","1,0111716","0,9941364","0,9864036","0,9795096","0,9722268","0,9655668","0,9586008","0,951732","0,9446724","0,937566","0,930582","0,9234756","0,9164304","0,9094572","0,9025632","0,8958456","0,8892144","0,88263","0,8760672","0,8698644","0,863352","0,857178","0,8514504","0,8455932","0,8393688"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Coal,EJ/yr,"0,167454","0,1818936","0,2018628","0,2060208","0,2044188","0,206082","0,2045664","0,2030868","0,2015352","0,1999944","0,198468","0,196956","0,195768","0,1945368","0,1930572","0,192384","0,1916856","0,1910448","0,190476","0,189936","0,1894248","0,189252","0,1892232","0,1894068","0,189702","0,1900944","0,1906812","0,190836","0,191394","0,192186","0,1939788"
IEO,Reference,Middle East,Electricity|Generation by technology|Coal,EJ/yr,"0,0011736","0,001422","0,0013464","0,0013356","0,0013248","0,002988","0,0030456","0,0031068","0,003474","0,0039168","0,0045612","0,0049284","0,0054792","0,0065952","0,0079344","0,0091188","0,0102888","0,011412","0,012492","0,0135216","0,0144396","0,0148824","0,0152892","0,0161928","0,0171468","0,0181512","0,0192528","0,0203472","0,0215244","0,0228024","0,0242136"
IEO,Reference,Russia,Electricity|Generation by technology|Coal,EJ/yr,"0,5620608","0,5561532","0,5716476","0,5722452","0,61542","0,6152328","0,599976","0,5957964","0,5705496","0,5596164","0,5485392","0,5378544","0,5195016","0,5156604","0,5114736","0,5073192","0,5345856","0,5592528","0,5854068","0,5927652","0,6137028","0,6179904","0,6224724","0,6477696","0,6720768","0,70407","0,7169328","0,7241148","0,7278624","0,7343676","0,73071"
IEO,Reference,South Korea,Electricity|Generation by technology|Coal,EJ/yr,"0,7420284","0,7597692","0,8099496","0,8320248","0,7656084","0,808668","0,8644572","0,8602956","0,8548128","0,8486352","0,8452008","0,839124","0,833094","0,8271144","0,8211852","0,8212824","0,824274","0,8184852","0,8127396","0,8134668","0,815814","0,8211528","0,8283816","0,8352864","0,8419428","0,8488692","0,8568756","0,8655192","0,876096","0,8891496","0,9051696"
IEO,Reference,United States,Electricity|Generation by technology|Coal,EJ/yr,"6,65028","6,23988","5,4504","5,70852","5,81868","5,73768","5,62572","5,742","5,8086","6,02784","6,15276","6,16932","6,19236","6,21468","6,23412","6,20676","6,2028","6,19524","6,18552","6,17436","6,16788","6,15636","6,14808","6,138","6,1344","6,13548","6,13692","6,12864","6,13368","6,12792","6,12648"
IEO,Reference,World,Electricity|Generation by technology|Coal,EJ/yr,"29,4657696","31,085856","30,9731616","31,8992472","32,85918","33,141366","33,1652556","33,5692188","34,2247176","34,6318956","35,0177256","35,5982472","35,6598504","35,8791588","36,1728864","36,2664252","36,2993472","36,342378","36,3771972","36,351648","36,4344336","36,537408","36,6489252","36,7845984","36,9332604","37,1270988","37,2873816","37,4593644","37,6826112","37,910034","38,2345524"
IEO,Reference,Africa,Electricity|Generation by technology|Gas,EJ/yr,"0,729396","0,8003844","0,8487468","0,8445096","0,8786376","0,9631044","1,0338624","1,0636236","1,0788696","1,0708812","1,0629684","1,0551384","1,047384","1,0397088","1,110096","1,1889684","1,2595356","1,3399596","1,4223132","1,505538","1,5836004","1,6880976","1,7867124","1,8825192","1,9813644","2,0838636","2,183508","2,2825044","2,3810256","2,4824628","2,5862868"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Gas,EJ/yr,"0,1866672","0,1965924","0,1979856","0,1980036","0,1997928","0,1978524","0,1972872","0,215478","0,2202768","0,234576","0,248184","0,2721204","0,2968488","0,318222","0,3388284","0,3611448","0,383094","0,4031136","0,4256136","0,4491324","0,4739004","0,49806","0,5263236","0,5552316","0,5881752","0,6228072","0,6588648","0,6970932","0,73782","0,7771716","0,8157204"
IEO,Reference,Brazil,Electricity|Generation by technology|Gas,EJ/yr,"0,1235952","0,0977292","0,1483668","0,244872","0,221166","0,2132712","0,2065968","0,2002896","0,246564","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582","0,246582"
IEO,Reference,Canada,Electricity|Generation by technology|Gas,EJ/yr,"0,174672","0,2179512","0,2285424","0,2292696","0,2270484","0,2360052","0,2337876","0,23472","0,266634","0,320904","0,3508128","0,3682944","0,39699","0,4536432","0,4515948","0,4912596","0,5178204","0,5503392","0,578952","0,6503112","0,674406","0,7011792","0,7264512","0,7535988","0,7824924","0,8285148","0,8768628","0,8984916","0,919944","0,9493092","0,9792288"
IEO,Reference,China,Electricity|Generation by technology|Gas,EJ/yr,"0,2393496","0,2904984","0,2923668","0,3643092","0,4101228","0,422496","0,4957092","0,7216128","0,7188336","0,7857936","0,8821188","1,0698984","1,2339756","1,4700024","1,6818408","1,833948","1,9056276","1,992798","2,0886264","2,1712392","2,3281524","2,5144452","2,7079092","2,8733148","3,055968","3,2430996","3,4177608","3,5897868","3,7818828","3,9466548","4,0906872"
IEO,Reference,European Union,Electricity|Generation by technology|Gas,EJ/yr,"2,9662704","2,75895","2,3206788","2,3789736","2,3789628","2,3991444","2,3949216","2,3726304","2,3505588","2,3808204","2,3591916","2,34648","2,407914","2,5034112","2,5786836","2,6851644","2,7985644","2,9123316","3,0309372","3,1489092","3,2597712","3,362904","3,4651008","3,572622","3,6812916","3,802716","3,9863016","4,172292","4,364748","4,55742","4,7566008"
IEO,Reference,India,Electricity|Generation by technology|Gas,EJ/yr,"0,3833712","0,3864276","0,3177864","0,2017944","0,2204424","0,2186064","0,23238","0,2304252","0,2284884","0,2265732","0,224676","0,2227968","0,2209392","0,22329","0,2627712","0,27729","0,29196","0,3120732","0,3345876","0,3575844","0,3995352","0,4507956","0,4935204","0,531666","0,5695812","0,6080436","0,6392412","0,6688296","0,6925608","0,7107408","0,7272288"
IEO,Reference,Japan,Electricity|Generation by technology|Gas,EJ/yr,"1,0177416","1,2691548","1,3441896","1,3896828","1,4108184","1,4171292","1,3644828","1,3348404","1,322262","1,3647456","1,3920804","1,4637636","1,515294","1,5641568","1,5980508","1,62027","1,648728","1,6598772","1,6733988","1,686384","1,6966152","1,7201736","1,7425332","1,7653104","1,785384","1,8250992","1,8383256","1,8687096","1,909458","1,9353132","1,9410588"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Gas,EJ/yr,"0,5132376","0,57528","0,554202","0,5499936","0,5587164","0,553284","0,5608152","0,5675544","0,5879088","0,6168564","0,6543936","0,6919884","0,7459308","0,796086","0,833832","0,864864","0,8902656","0,9187668","0,9501336","0,9822744","1,0156572","1,0557468","1,0955124","1,1364588","1,1786688","1,2229704","1,260702","1,3010184","1,3445532","1,38492","1,4258124"
