Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2000,2005,2010,2011,2015,2020,2025,2030,2035,2040,2045,2050
GC,Cambridge Architectural Research,World,Buildings|Energy Use by Fuel|District heat,EJ/yr,,,,"5,601306146","5,830261811","5,207584024","4,526363799","3,805189907","3,06798936","2,327569606","1,628493925","1,000434467"
GC,Cambridge Architectural Research,World,Buildings|Energy Use by Fuel|Electricity,EJ/yr,,,,"36,79584225","41,02582481","43,59526087","45,71857979","47,29505557","48,22802919","48,33854682","47,72310651","46,52468354"
GC,Cambridge Architectural Research,World,Buildings|Energy Use by Fuel|Liquids,EJ/yr,,,,"9,286178142","9,781986246","8,257933436","6,769485421","5,327686153","3,960085067","2,690261553","1,563108984","0,599900578"
GC,Cambridge Architectural Research,World,Buildings|Energy Use by Fuel|Natural Gas,EJ/yr,,,,"22,00838897","23,76603294","22,00688345","20,22516987","18,38410014","16,48832359","14,48279585","12,48245515","10,56392141"
GC,Cambridge Architectural Research,World,Buildings|Energy Use by Fuel|Solids,EJ/yr,,,,"15,0606567","15,80932733","13,259904","10,84197704","8,560097968","6,423370827","4,48986641","2,741755595","1,178348946"
GC,Cambridge Architectural Research,World,Climate and Health Impacts|Temperature|Global Warming High Estimate,degree C,,,,,,"2,578922663","2,625851297","2,700795226","2,802553473","2,90164808","2,994333326","3,079062932"
GC,Cambridge Architectural Research,World,Climate and Health Impacts|Temperature|Global Warming Low Estimate,degree C,,,,,,"0,812835571","0,787904306","0,796393909","0,839272241","0,88837401","0,941608454","0,995582855"
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Gases w/o CCS,GW,,,,"1450,733384","1414,299123","1410,035649","1370,289213","1283,96993","1187,084175","986,9674817","546,1326008","2,754909415"
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Geothermal,GW,,,,"11,43","14,5",23,38,60,103,169,237,289
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Hydro,GW,,,,970,1350,1510,1590,1670,1750,1865,1982,2101
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Liquid w/o CCS,GW,,,,"383,2069416","361,2273098","423,4908486","511,3700361","419,5388065","329,0759003","285,9501676","152,5958738","0,407064641"
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Marine,GW,,,,"0,527","1,1",4,14,30,56,97,153,237
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Nuclear,GW,,,,364,415,475,498,530,562,601,643,685
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Solar,GW,,,,"71,29",173,"264,614","370,447","539,922","737,065","1033,434","1419,453","1983,879"
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Solid w/o CCS,GW,,,,"1875,467893","1828,36669","1789,020878","1680,061666","1597,165199","1240,308467","941,6162203","429,1451935","2,004275043"
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Storage,GW,,,,120,"123,6","193,5","245,7",312,"396,2","503,2","639,1",800
GC,Cambridge Architectural Research,World,Electricity|Capacity by technology|Wind,GW,,,,"237,67",414,"778,6","986,6","1490,6",1997,2492,3371,"4231,4"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Gases w/o CCS,EJ/yr,"9,8646876","13,20507","17,210952","18,62880491","18,16095412","18,21803127","18,32332155","17,26662335","15,70414646","12,79985959","6,462987812","0,028794861"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Geothermal,EJ/yr,"0,1867716","0,2097468","0,2452896","0,263313459","0,334037196","0,5443686","0,8993916","1,5147648","2,60034624","4,26658752","6,35727852","7,75212444"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Hydro,EJ/yr,"9,433656","10,5463116","12,389958","13,16267496","18,3191868","20,49034968","21,57593112","22,66151256","23,747094","25,30761732","26,89528018","28,51008257"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Liquid w/o CCS,EJ/yr,"4,320846","4,1088132","3,4785432","4,075051073","3,972708714","4,822420042","4,711711255","4,089463426","3,447251662","2,559971918","1,01380201","0,002978779"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Marine,EJ/yr,,,,"0,001995703","0,004165603","0,015147648","0,08836128","0,236682","0,4418064","0,82523124","1,44849384","2,24374536"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Natural gas (nonpeaker),EJ/yr,,,,"11,3062802","11,02233004","11,73740059","12,48959788","11,93055173","10,85094219","9,202743633","4,827749382","0,02218147"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Natural gas (peaker),EJ/yr,,,,"6,087997029","5,935100792","5,273324902","4,619440314","4,191815474","3,812493201","2,748871475","1,206937345","0,00470516"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Nuclear,EJ/yr,"9,3262428","9,9646272","9,9226368","8,730094464","9,95326704","11,3922936","12,57254784","13,3804224","15,07506552","16,12119996","17,24780628","18,3744126"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Solar,EJ/yr,,,,"0,227498738","0,55856952","1,358147587","2,049888601","3,879830197","5,223508625","7,280868488","12,52783861","17,30460207"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Solid w/o CCS,EJ/yr,"22,2185448","27,2447424","32,5517508","35,51115935","34,6193188","30,5419936","29,31731448","24,08239573","19,15139812","13,08430091","5,1957353","0,017872672"
GC,Cambridge Architectural Research,World,Electricity|Generation by technology|Wind,EJ/yr,,,,"1,585412799","2,781486864","5,269424933","7,698413405","13,12890833","18,10434266","24,80174899","33,9389365","42,64441603"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by gas with LULUCF|CH4,Mt CO2e/yr,"6492,589872","7002,405255","7410,080598","7300,691613","7527,541185","7560,189784","7581,153087","7522,816365","7463,40496","7365,249367","7181,030216","7146,284887"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,"30290,3098","33666,49002","37032,73612","40170,10526","37499,74601","34810,77345","33002,13902","29709,62944","25854,30165","21323,05281","15905,9689","13117,17321"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by gas with LULUCF|N2O,Mt CO2e/yr,"3180,486669","3405,302127","3569,492162","2412,802861","2476,400075","2496,978429","2514,43659","2526,223466","2525,339676","2523,056713","2517,916922","2537,962866"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Agriculture,Mt CO2e/yr,"5423,769715","5798,450564","5998,801407","5811,749702","6028,625673","6214,313625","6393,493619","6580,957689","6783,294964","7001,205415","7206,089616","7427,270272"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Fossil Fuel Consumption,Mt CO2e/yr,"24432,52774","28227,3105","31283,7798","33454,24707","34036,68365","32347,80229","30587,88217","27333,06692","23547,99644","19407,02622","14271,86288","11764,97638"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Fugitive Emissions from Fuels,Mt CO2e/yr,"2015,095427","2279,699986","2486,504393","1985,596979","2012,102372","1924,664644","1844,235153","1682,68579","1509,346378","1284,498854","991,984878","828,099983"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Land Use and Forestry,Mt CO2e/yr,"5740,712","5006,499","4917,927","4649,531","1305,473712","289,872041","179,75057","89,446365","24,739598","-323,510116","-584,280803","-807,706123"
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Other,Mt CO2e/yr,0,0,0,0,0,0,0,0,0,0,0,0
GC,Cambridge Architectural Research,World,Emissions|GHG Emissions by Sector|Waste,Mt CO2e/yr,"1299,417512","1378,810375","1471,362711","1471,362711","1492,917199","1458,201609","1412,460599","1360,611172","1304,110657","1242,998219","1176,092745","1106,568357"
GC,Cambridge Architectural Research,World,Emissions|Total GHG Emissions|Including LULUCF,Mt CO2e/yr,"39963,38634","44074,1974","48012,30888","49883,59974","47503,68727","44867,94166","43097,7287","39758,66927","35843,04628","31211,35889","25604,91604","22801,42096"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Coal,EJ/yr,,,,"161,2927012","159,5634112","143,8377456","133,6856161","116,1744545","96,84732937","74,96647973","46,51877378","44,97536666"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Gaseous Biomass,EJ/yr,,,,"3,013698657","3,710048333","4,597883618","5,514933778","6,467201615","7,454325452","8,466993037","9,476921505","10,49861627"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Gases,EJ/yr,,,,"119,8703122","121,1836406","119,8075888","117,8916634","110,8870347","105,614273","92,76360199","74,91818208","55,75690432"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Hydrogen,EJ/yr,,,,"0,0000000684","0,149045196","1,669057695","3,428293601","5,247784355","7,113416126","9,175876247","11,66698065","14,34731685"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Liquid Biomass,EJ/yr,,,,"3,8","4,088016474","4,114810162","4,720268205","5,209329331","5,188163882","4,905497804","4,967438347","4,511740011"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Oil,EJ/yr,,,,"178,0749523","188,6991325","187,7135569","180,0908096","167,1676582","148,6806456","133,6965055","117,0144544","102,9093226"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Solid Biomass,EJ/yr,,,,"42,64841002","41,77390184","39,53874513","38,74886792","38,69261381","38,37720526","38,03715837","39,4554739","39,69306778"
GC,Cambridge Architectural Research,World,Energy|Final Energy|Total,EJ/yr,"294,0978097","329,7391041","365,7894785","372,4125965","394,843931","393,3026546","390,8434195","383,7760378","374,8578421","361,8192363","349,0615511","335,7129042"
GC,Cambridge Architectural Research,World,Energy|Final Energy Use by Sector|Buildings,EJ/yr,"99,817678","108,462211","116,897329","116,2880554","123,0835353","119,7287136","115,6779084","111,121314","105,9210745","99,72110662","92,73764025","85,14263934"
GC,Cambridge Architectural Research,World,Energy|Final Energy Use by Sector|Greenhouse Gas Removal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0
GC,Cambridge Architectural Research,World,Energy|Final Energy Use by Sector|Industry,EJ/yr,"105,120642","120,321511","137,987563","143,3476208","148,9330906","146,9771011","147,7165843","147,6767407","147,5874065","145,3122686","143,8999199","142,2753657"
GC,Cambridge Architectural Research,World,Energy|Final Energy Use by Sector|Other,EJ/yr,"9,567384","11,61567","12,64839","12,417","12,62022351","12,51632922","12,36825194","12,15313523","11,91211448","11,61178767","11,29236132","10,96234399"
GC,Cambridge Architectural Research,World,Energy|Final Energy Use by Sector|Transportation,EJ/yr,"79,59210571","89,33971209","98,25619647","100,3599203","110,2070816","114,0805107","115,0806749","112,8248479","109,4372466","105,1740734","101,1316296","97,33255514"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Biomass,EJ/yr,"43,24484074","47,20029634","54,22172151","54,95978749","55,44494775","54,55859166","56,06368894","58,15894071","59,23870841","59,91861025","62,88550501","63,88082454"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Coal,EJ/yr,"98,72034811","124,5046719","150,5360609","161,2927012","159,5634112","143,8377456","133,6856161","116,1744545","96,84732937","74,96647973","46,51877378","44,97536666"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Environmental Heat,EJ/yr,"0,0302848","0,03805726","0,04253198","4,838497587","5,509697147","6,530585768","7,441045537","8,174008087","8,667822151","8,836298521","8,672892869","8,177989716"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Gas,EJ/yr,"86,75456712","99,02950624","114,7229084","119,8703122","121,1836406","119,8075888","117,8916634","110,8870347","105,614273","92,76360199","74,91818208","55,75690432"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Geothermal,EJ/yr,"2,18215057","2,25915872","2,70416419","2,633134586","3,309483448","5,331719882","8,709408651","14,50461028","24,62449091","39,96179382","58,90004805","71,05521943"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Hydro,EJ/yr,"9,43535406","10,54820994","12,39218819","13,16267496","18,3191868","20,49034968","21,57593112","22,66151256","23,747094","25,30761732","26,89528018","28,51008257"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Nuclear,EJ/yr,"28,28553115","30,22180524","30,10136047","26,46285075","29,74317137","33,45106749","36,28530656","37,96759104","42,06887935","44,2564305","46,59132935","48,85265857"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Oil,EJ/yr,"156,7437775","171,7832732","175,9194101","178,0749523","188,6991325","187,7135569","180,0908096","167,1676582","148,6806456","133,6965055","117,0144544","102,9093226"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Solar,EJ/yr,,,,"0,247976114","0,660297787","2,483334757","4,008260754","7,594121528","9,684266623","13,15308418","21,60508423","28,50447436"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Total,EJ/yr,,,,"563,1302957","585,2186211","579,4891131","573,5385053","556,6555219","537,7196584","518,487402","499,3889803","497,5110041"
GC,Cambridge Architectural Research,World,Energy|Primary Energy Use|Wind,EJ/yr,,,,"1,585412799","2,781486864","5,269424933","7,698413405","13,12890833","18,10434266","24,80174899","33,9389365","42,64441603"
GC,Cambridge Architectural Research,World,Energy|Secondary Energy|Electricity,EJ/yr,"55,475226","65,6970696","77,1697044","82,18600546","88,8741057","93,0277124","97,77840954","101,6405768","105,3652209","109,3138528","113,5006113","119,8331363"
GC,Cambridge Architectural Research,World,Energy|Secondary Energy|Gaseous Biomass,EJ/yr,,,,"3,013698657","3,710048333","4,597883618","5,514933778","6,467201615","7,454325452","8,466993037","9,476921505","10,49861627"
GC,Cambridge Architectural Research,World,Energy|Secondary Energy|Liquefied Biomass,EJ/yr,,,,"3,8","4,088016474","4,114810162","4,720268205","5,209329331","5,188163882","4,905497804","4,967438347","4,511740011"
GC,Cambridge Architectural Research,World,Energy|Secondary Energy|Solid Biomass,EJ/yr,,,,"42,64841002","41,77390184","39,53874513","38,74886792","38,69261381","38,37720526","38,03715837","39,4554739","39,69306778"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Aluminium,EJ/yr,,,,"4,391030189","4,807354435","4,984397829","5,340188275","5,688656506","6,033192017","6,304934813","6,588219851","6,892374362"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Cement,EJ/yr,,,,"10,6003796","10,87162739","10,47213999","10,15598359","9,723081009","9,514375085","9,175004127","8,86574465","8,649685566"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Chemicals,EJ/yr,,,,"39,80890585","41,86130304","41,86520237","43,20003896","44,29001443","45,00476296","45,01175766","45,06679037","45,14631341"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Iron and Steel,EJ/yr,,,,"31,44202386","32,68713329","32,23044938","32,36558863","32,49539431","32,61679003","32,32092268","32,55856851","32,31813591"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Other,EJ/yr,,,,"44,35126743","45,50018245","44,16572725","43,26297791","42,02021824","40,97482835","39,32339236","37,902734","36,56401527"
GC,Cambridge Architectural Research,World,Industry|Energy demand by sub-sector|Pulp and paper,EJ/yr,,,,"6,611365905","6,810793062","6,634943577","6,6036523","6,508243342","6,378945313","6,169546243","5,938122771","5,709854265"
GC,Cambridge Architectural Research,World,Industry|Energy Use by Fuel|Electricity,EJ/yr,,,,"29,28541353","30,33533063","29,70684134","29,5920832","29,31092679","29,26634631","28,78300517","28,46068047","28,15742414"
GC,Cambridge Architectural Research,World,Industry|Energy Use by Fuel|Gases,EJ/yr,,,,"27,23324608","28,47164016","28,58496096","29,12895825","29,36534824","29,53463975","29,28087284","29,09208547","28,9021231"
GC,Cambridge Architectural Research,World,Industry|Energy Use by Fuel|Heat,EJ/yr,,,,"5,310102447","5,489091333","5,350185998","5,328064232","5,268823452","5,197576524","5,043470632","4,913860156","4,788244492"
GC,Cambridge Architectural Research,World,Industry|Energy Use by Fuel|Liquids,EJ/yr,,,,"30,8095069","32,28228704","32,04837264","32,73700388","33,24680825","33,55467779","33,30896977","33,22230899","33,12671474"
GC,Cambridge Architectural Research,World,Industry|Energy Use by Fuel|Solids,EJ/yr,,,,"50,70935181","52,35474146","51,28674011","50,93047471","50,33253053","49,72471723","48,42915451","47,58540515","46,51665842"
GC,Cambridge Architectural Research,World,Population and Economy|Population|Rural,Million,,,,"3334,640055","3389,299978","3424,358178","3439,252552","3441,257453","3430,789853","3448,743398","3447,584309","3383,217206"
GC,Cambridge Architectural Research,World,Population and Economy|Population|Total,Million,,,,"6966,439712","7290,8535","7627,956","7925,9315","8197,172","8439,267","8647,019","8816,208","8946,3255"
GC,Cambridge Architectural Research,World,Population and Economy|Population|Urban,Million,,,,"3631,799657","3901,553522","4203,597822","4486,678948","4755,914547","5008,477147","5198,275602","5368,623691","5563,108294"
GC,Cambridge Architectural Research,World,Transportation|Energy use by freight|Aviation,EJ/yr,,,,"0,68685556","0,815726254","0,898129927","0,964960285","0,987038835","0,984873853","0,958509769","0,932738254","0,88963439"
GC,Cambridge Architectural Research,World,Transportation|Energy use by freight|Rail,EJ/yr,,,,"1,891519073","2,106139743","2,251035057","2,347990762","2,279240406","2,158170251","2,020864783","1,883477678","1,744638073"
GC,Cambridge Architectural Research,World,Transportation|Energy use by freight|Road,EJ/yr,,,,"28,3863585","32,81676951","35,55614948","37,62984957","37,17572427","35,84231257","34,19892135","32,59721017","30,89633046"
GC,Cambridge Architectural Research,World,Transportation|Energy use by freight|Water,EJ/yr,,,,"9,498632857","11,01634111","11,68398886","12,09420938","11,90977991","11,44306692","10,73088502","10,0618722","9,252459224"
GC,Cambridge Architectural Research,World,Transportation|Energy use by fuel|Electricity,EJ/yr,,,,"1,622172314","2,43046858","4,320988539","6,336208417","8,296500061","10,23540309","12,12736163","13,97448175","15,83798318"
GC,Cambridge Architectural Research,World,Transportation|Energy use by fuel|Gases,EJ/yr,,,,"0,347199536","0,797168601","2,230661194","3,783448092","5,234647394","6,56519057","7,746662796","8,813493765","9,755432735"
GC,Cambridge Architectural Research,World,Transportation|Energy use by fuel|Hydrogen,EJ/yr,,,,"0,0000000684","0,149045196","1,669057695","3,428293601","5,247784355","7,113416126","9,175876247","11,66698065","14,34731685"
GC,Cambridge Architectural Research,World,Transportation|Energy use by fuel|Liquids,EJ/yr,,,,"98,39054842","106,8303992","105,8598033","101,5327248","94,04591608","85,52323679","76,12417271","66,67667345","57,39182238"
GC,Cambridge Architectural Research,World,Transportation|Energy use by fuel|Solids,EJ/yr,,,,0,0,0,0,0,0,0,0,0
GC,Cambridge Architectural Research,World,Transportation|Energy use by passenger|Aviation,EJ/yr,,,,"11,20078367","11,74591678","11,38076927","10,91001451","10,53178749","10,26622157","10,02018294","9,91838697","9,938432591"
GC,Cambridge Architectural Research,World,Transportation|Energy use by passenger|Rail,EJ/yr,,,,"0,750919137","0,789104838","0,806420003","0,800191864","0,793288832","0,785160662","0,776728602","0,762080214","0,748654352"
GC,Cambridge Architectural Research,World,Transportation|Energy use by passenger|Road,EJ/yr,,,,"47,94485154","50,91708337","51,50401809","50,33345857","49,14798815","47,95744074","46,46798092","44,97586413","43,86240605"
GC,Cambridge Architectural Research,World,Transportation|Energy use by passenger|Water,EJ/yr,,,,0,0,0,0,0,0,0,0,0
GC,Cambridge Architectural Research,World,Transportation|Energy use by Sub-Sector|Aviation,EJ/yr,,,,"11,88763923","12,56164304","12,2788992","11,87497479","11,51882632","11,25109542","10,97869271","10,85112522","10,82806698"
GC,Cambridge Architectural Research,World,Transportation|Energy use by Sub-Sector|Rail,EJ/yr,,,,"2,64243821","2,895244581","3,05745506","3,148182626","3,072529238","2,943330914","2,797593385","2,645557893","2,493292425"
GC,Cambridge Architectural Research,World,Transportation|Energy use by Sub-Sector|Road,EJ/yr,,,,"76,33121004","83,73385288","87,06016757","87,96330814","86,32371242","83,79975332","80,66690227","77,5730743","74,75873651"
GC,Cambridge Architectural Research,World,Transportation|Energy use by Sub-Sector|Water,EJ/yr,,,,"9,498632857","11,01634111","11,68398886","12,09420938","11,90977991","11,44306692","10,73088502","10,0618722","9,252459224"
GC,Climact,World,"Agriculture, Land Use and Forestry|Agriculture emissions|CH4",Mt CO2e/yr,"2470,8588","2616,717875","2674,2039","3385,68715","3556,7119","3708,54455","3843,78345","3948,10145","4010,040625","4037,11725","4050,3838","4013,911025"
GC,Climact,World,"Agriculture, Land Use and Forestry|Agriculture emissions|CO2",Mt CO2e/yr,0,0,0,0,0,0,0,0,0,0,0,0
GC,Climact,World,"Agriculture, Land Use and Forestry|Agriculture emissions|N2O",Mt CO2e/yr,"2,876063858","3,107136634","3,257449026","2,11900797","2,170410586","2,22458639","2,269888946","2,301808024","2,317017944","2,32898175","2,335426894","2,32771078"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,"1482,390376","1502,982067","1497,960839","1503,03019","1493,304524","1498,578915","1498,469299","1493,457727","1484,365694","1471,747241","1456,119057","1437,166009"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Energy Crops",million Ha/yr,"86,8","92,4","97,067",98,98,98,98,98,"98,02252016","115,3314244","134,2074793","160,5203132"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Forest",million Ha/yr,"4085,1686","4060,9648","4033,05952","4027,47833","3999,201889","3961,295217","3953,827022","3995,100929","4097,002773","4230,593814","4373,816596","4567,705082"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Other",million Ha/yr,"4000,82565","4033,21538","4093,59327","4080,91162","4097,896275","4116,474669","4133,853755","4150,041259","4165,144555","4184,215575","4202,53817","4221,750912"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Pasture",million Ha/yr,"3417,6424","3388,2637","3358,24029","3362,679","3383,696452","3397,750339","3387,949065","3335,499225","3227,563597","3070,211085","2905,417838","2684,956825"
GC,Climact,World,"Agriculture, Land Use and Forestry|Land Cover|Total",million Ha/yr,,,,"13072,09914","13072,09914","13072,09914","13072,09914","13072,09914","13072,09914","13072,09914","13072,09914","13072,09914"
GC,Climact,World,Buildings|Energy Use by Fuel|Biomass,EJ/yr,,,,"21,54205008","20,13743481","16,55339049","13,26349186","10,42171006","8,218138181","6,317850061","4,895210246","3,657466847"
GC,Climact,World,Buildings|Energy Use by Fuel|District heat,EJ/yr,,,,"5,601306146","5,890769318","5,287675959","4,622195806","3,910874811","3,170331494","2,435875631","1,724426934","1,064074592"
GC,Climact,World,Buildings|Energy Use by Fuel|Electricity,EJ/yr,,,,"36,79584225","41,36281316","44,0463725","46,37297739","48,22959426","49,45131322","50,11372786","50,05315978","49,36474963"
GC,Climact,World,Buildings|Energy Use by Fuel|Liquids,EJ/yr,,,,"9,286178142","9,877945884","8,406913344","6,941094064","5,498105427","4,101706713","2,802928688","1,622625715","0,592033841"
GC,Climact,World,Buildings|Energy Use by Fuel|Natural Gas,EJ/yr,,,,"22,00838897","24,04536699","22,49537848","20,85542354","19,10983973","17,23617547","15,3240727","13,35080495","11,38057494"
GC,Climact,World,Buildings|Energy Use by Fuel|Solids,EJ/yr,,,,"15,0606567","15,83330409","13,29878061","10,89159226","8,601559073","6,454208758","4,477557819","2,696234126","1,112963685"
GC,Climact,World,Climate and Health Impacts|Temperature|Global Warming High Estimate,degree C,,,,,,"2,60111281","2,663706894","2,747793892","2,856194463","2,956284279","3,043786696","3,113202665"
GC,Climact,World,Climate and Health Impacts|Temperature|Global Warming Low Estimate,degree C,,,,,,"0,820981146","0,802894598","0,815614199","0,86148098","0,909599616","0,958758881","1,003925081"
GC,Climact,World,Electricity|Capacity by technology|Gases w/o CCS,GW,,,,"1450,733384","1426,928748","1449,762844","1469,218617","1492,705131","1464,972441","1431,541331","1167,146395","949,2342539"
GC,Climact,World,Electricity|Capacity by technology|Geothermal,GW,,,,"11,43","14,5","20,2","28,9","45,3",82,"119,3",167,"207,1"
GC,Climact,World,Electricity|Capacity by technology|Hydro,GW,,,,970,1350,1440,1499,"1561,5",1624,1697,"1774,1","1855,3"
GC,Climact,World,Electricity|Capacity by technology|Liquid w/o CCS,GW,,,,"383,2069416","364,4530527","435,4225352","548,288909","487,7432986","406,1103122","414,7547828","326,114434","140,2585865"
GC,Climact,World,Electricity|Capacity by technology|Marine,GW,,,,"0,527","1,1","3,3","11,2","25,8","44,8","70,4","101,2",139
GC,Climact,World,Electricity|Capacity by technology|Nuclear,GW,,,,364,415,"437,5",399,365,381,"350,5","346,5","342,5"
GC,Climact,World,Electricity|Capacity by technology|Solar,GW,,,,"71,29",173,"291,306","440,947","685,816","1008,477","1515,364","2044,93","2787,696"
GC,Climact,World,Electricity|Capacity by technology|Solid w/o CCS,GW,,,,"1875,467893","1844,693919","1839,425832","1801,355404","1856,816606","1530,656174","1365,761853","917,1312333","690,5949484"
GC,Climact,World,Electricity|Capacity by technology|Storage,GW,,,,120,"123,6","183,07","215,25","265,17","313,6","364,95","440,44","522,1"
GC,Climact,World,Electricity|Capacity by technology|Wind,GW,,,,"237,67",414,"665,1","780,6","1082,1","1389,5","1739,5",2436,"3034,9"
GC,Climact,World,Electricity|Generation by technology|Gases w/o CCS,EJ/yr,"9,8646876","13,20507","17,210952","18,62880491","18,32313059","18,73131708","19,64619214","20,07366112","19,38037947","18,56548303","13,81212716","9,92158506"
