team_id,name,short_name,tla,crest,address,website,founded,club_colors,venue,competition_id,coach_name,coach_nationality,coach_id
511,Toulouse FC,Toulouse,TOU,https://crests.football-data.org/511.png,"1 allée Gabriel Biénèsm, BP 54023 Toulouse 31028",http://www.tfc.info,1937.0,Violet / White,Stadium Municipal,2015,,,
512,Stade Brestois 29,Brest,BRE,https://crests.football-data.org/512.png,"Port de Plaisance, 470 bis rue Alain Colas Brest 29200",http://www.stade-brestois.com,1903.0,White / Red,Stade Francis-Le Blé,2015,,,
516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,"La Commanderie, 33, traverse de La Martine Marseille 13012",http://www.om.net,1898.0,White / Blue,Orange Vélodrome,2015,Habib Beye,Senegal,173649.0
519,AJ Auxerre,Auxerre,AJA,https://crests.football-data.org/519.png,Route de Vaux BP 349 Auxerre 89006,http://www.aja.fr,1905.0,White / Blue,Stade de l'Abbé Deschamps,2015,,,
521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,"Grand Rue 59, 780 Camphin-en-Pévèle Lille null",http://www.losc.fr,1944.0,White / Red,Stade Pierre-Mauroy,2015,Bruno Génésio,France,45101.0
522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,"35, avenue du Ray Nice 06100",http://www.ogcnice.com,1904.0,Red / Black,Stade de Nice,2015,Claude Puel,France,11625.0
523,Olympique Lyonnais,Olympique Lyon,LYO,https://crests.football-data.org/523.png,350 avenue Jean Jaurès Lyon 69007,http://www.olweb.fr,1896.0,White / Red / Blue,Groupama Stadium,2015,Paulo Fonseca,Portugal,16490.0
524,Paris Saint-Germain FC,PSG,PSG,https://crests.football-data.org/524.png,"24, rue de Commandant Guibaud Paris 7501",http://www.psg.fr,1904.0,Red / Blue / White,Parc des Princes,2015,Luis Enrique,Spain,15874.0
525,FC Lorient,Lorient,FCL,https://crests.football-data.org/525.png,"Tade Yves Allainmat<br>Rue Du Tour Des Portes, BP 404 Lorient 56104",http://www.fclweb.fr,1926.0,Orange / Black,Stade Yves Allainmat - Le Moustoir,2015,,,
529,Stade Rennais FC 1901,Stade Rennais,REN,https://crests.football-data.org/529.png,La Piverdière - Chemin de la Taupinais CS 5390 Rennes 35039,http://www.staderennais.com,1901.0,Red / Black,Roazhon Park,2015,,,
532,Angers SCO,Angers SCO,ANG,https://crests.football-data.org/532.png,"73 boulevard Jacques Portet, BP 20212 Angers 49002",http://www.angers-sco.fr,1919.0,Black / White / Gold,Stade Raymond Kopa,2015,,,
533,Le Havre AC,Le Havre,HAC,https://crests.football-data.org/533.png,2 route du château BP 90 Saint-Laurent-de-Brèvedent 76700,http://www.hac-foot.com,1872.0,Sky Blue / Navy Blue,Stade Océane,2015,,,
543,FC Nantes,Nantes,NAN,https://crests.football-data.org/543.png,"Centre Sportif José Arribas, La Jonelière Nantes 44240",http://www.fcnantes.com,1943.0,Green / Yellow,Stade de la Beaujoire - Louis Fonteneau,2015,,,
545,FC Metz,FC Metz,FCM,https://crests.football-data.org/545.png,"3, allée Saint Symphonien, BP 40292 Metz 5700",http://www.fcmetz.com,1919.0,Red / Blue,Stade Saint-Symphorien,2015,,,
546,Racing Club de Lens,RC Lens,RCL,https://crests.football-data.org/546.png,33 rue Arthur Lamendin Avion 62210,http://www.rclens.fr,1906.0,Red / Yellow,Stade Bollaert-Delelis,2015,,,
548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,Avenue des Castellans Monaco 98000,http://www.asmonaco.com,1919.0,Red / White,Stade Louis II.,2015,Sébastien Pocognoli,Belgium,9227.0
576,RC Strasbourg Alsace,Strasbourg,RC ,https://crests.football-data.org/576.png,12 Rue Extenwoerth Strasbourg 67000,http://www.rcstrasbourgalsace.fr,1906.0,Blue / White,Stade de la Meinau,2015,Gary O'Neil,England,4402.0
1045,Paris FC,Paris FC,PFC,https://crests.football-data.org/1045.png,17 rue Neuve Tolbiac Paris 75013,http://www.parisfootballclub.com,1969.0,Navy Blue / Sky Blue,Stade Sébastien Charléty,2015,,,
1,1. FC Köln,1. FC Köln,KOE,https://crests.football-data.org/1.png,Franz-Kremer-Allee 1 Köln 50937,http://www.fc-koeln.de,1948.0,Red / White,RheinEnergieSTADION,2002,René Wagner,Germany,179879.0
2,TSG 1899 Hoffenheim,Hoffenheim,TSG,https://crests.football-data.org/2.png,Horrenberger Straße 58 Zuzenhausen 74939,http://www.achtzehn99.de,1921.0,Blue / White,PreZero Arena,2002,Christian Ilzer,Austria,60281.0
3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904.0,Red / White / Black,BayArena,2002,Kasper Hjulmand,Denmark,24245.0
4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909.0,Black / Yellow,Signal Iduna Park,2002,Niko Kovać,Croatia,8823.0
5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900.0,Red / White / Blue,Allianz Arena,2002,Vincent Kompany,Belgium,3644.0
7,Hamburger SV,HSV,HSV,https://crests.football-data.org/7.png,Sylvesterallee 7 Hamburg 22525,http://www.hsv.de,1887.0,White / Red / Blue,Volksparkstadion,2002,Merlin Polzin,Germany,179991.0
10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893.0,White / Red,Mercedes-Benz Arena,2002,Sebastian Hoeneß,Germany,122191.0
11,VfL Wolfsburg,Wolfsburg,WOB,https://crests.football-data.org/11.png,In den Allerwiesen 1 Wolfsburg 38446,http://www.vfl-wolfsburg.de,1945.0,Green / White,Volkswagen Arena,2002,,,
12,SV Werder Bremen,Bremen,SVW,https://crests.football-data.org/12.png,Franz-Böhmert-Str. 1c Bremen 28205,http://www.werder.de,1899.0,Green / White,Weserstadion,2002,Daniel Thioune,Germany,10569.0
15,1. FSV Mainz 05,Mainz,M05,https://crests.football-data.org/15.png,Dr.-Martin-Luther-King-Weg 20 Mainz 55122,http://www.mainz05.de,1905.0,Red / White,Opel Arena,2002,Urs Fischer,Switzerland,77324.0
16,FC Augsburg,Augsburg,FCA,https://crests.football-data.org/16.png,Donauwörther Straße 170 Augsburg 86154,http://www.fcaugsburg.de,1907.0,Red / Green / White,WWK Arena,2002,Manuel Baum,Germany,10242.0
17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912.0,Red / White,Schwarzwald-Stadion,2002,Julian Schuster,Germany,9482.0
18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900.0,Black / White / Green,Stadion im Borussia-Park,2002,Eugen Polański,Poland,192935.0
19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899.0,Red / Black,Deutsche Bank Park,2002,,,
20,FC St. Pauli 1910,St. Pauli,STP,https://crests.football-data.org/20.png,Auf dem Heiligengeistfeld Hamburg 20359,http://www.fcstpauli.de,1910.0,Brown / White,Millerntor-Stadion,2002,Alexander Blessin,Germany,144549.0
28,1. FC Union Berlin,Union Berlin,UNB,https://crests.football-data.org/28.png,An der Wuhlheide 263 Berlin 12555,http://www.fc-union-berlin.de,1906.0,Red / White,Stadion An der Alten Försterei,2002,Marie-Louise Eta,Germany,231510.0
44,1. FC Heidenheim 1846,Heidenheim,HEI,https://crests.football-data.org/44.png,Schloßhaustraße 162 Heidenheim 89522,http://www.fc-heidenheim.de,1846.0,Blue / Red / White,Voith-Arena,2002,Frank Schmidt,Germany,10046.0
721,RB Leipzig,RB Leipzig,RBL,https://crests.football-data.org/721.png,Neumarkt 29-33 Leipzig 04109,http://www.dierotenbullen.com,2009.0,White / Red,Red Bull Arena,2002,Ole Werner,Germany,75460.0
98,AC Milan,Milan,MIL,https://crests.football-data.org/98.png,Via Filippo Turati 3 Milano 20121,http://www.acmilan.com,1899.0,Red / Black,Stadio Giuseppe Meazza,2019,,,
99,ACF Fiorentina,Fiorentina,FIO,https://crests.football-data.org/99.png,Viale Manfredo Fanti 4 Firenze 50137,http://www.acffiorentina.it,1926.0,Purple / White,Stadio Artemio Franchi,2019,Paolo Vanoli,Italy,178133.0
100,AS Roma,Roma,ROM,https://crests.football-data.org/100.png,"Via di Trigoria km. 3,600 Roma 00128",http://www.asroma.it,1927.0,Maroon / Orange / White,Stadio Olimpico,2019,Gian Piero Gasperini,Italy,10989.0
102,Atalanta BC,Atalanta,ATA,https://crests.football-data.org/102.png,"Corso Europa, 46, Zingonia Ciserano 24040",http://www.atalanta.it,1904.0,Black / Blue,Stadio Atleti Azzurri d'Italia,2019,Raffaele Palladino,Italy,2854.0
103,Bologna FC 1909,Bologna,BOL,https://crests.football-data.org/103.png,Via Casteldebole 10 Bologna 40132,http://www.bolognafc.it,1909.0,Red / Blue / White,Stadio Renato Dall'Ara,2019,Vincenzo Italiano,Italy,76048.0
104,Cagliari Calcio,Cagliari,CAG,https://crests.football-data.org/104.png,Viale la Plaia 15 Cagliari 09123,http://www.cagliaricalcio.net,1920.0,Red / Navy Blue / White,Sardegna Arena,2019,Fabio Pisacane,Italy,1898.0
107,Genoa CFC,Genoa,GEN,https://crests.football-data.org/107.png,"Via Ronchi, 67 Genova 16155",http://www.genoacfc.it,1893.0,Red / Navy Blue,Stadio Comunale Luigi Ferraris,2019,Daniele De Rossi,Italy,1810.0
108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908.0,Blue / Black,Stadio Giuseppe Meazza,2019,Cristian Chivu,Romania,194383.0
109,Juventus FC,Juventus,JUV,https://crests.football-data.org/109.png,"Corso Galileo Ferraris, 32 Torino 10128",http://www.juventus.com,1897.0,White / Black,Allianz Stadium,2019,Luciano Spalletti,Italy,10997.0
110,SS Lazio,Lazio,LAZ,https://crests.football-data.org/110.png,"Via di Santa Cornelia, 1000 Formello 00060",http://www.sslazio.it,1900.0,White / Sky Blue,Stadio Olimpico,2019,Maurizio Sarri,Italy,10983.0
112,Parma Calcio 1913,Parma,PAR,https://crests.football-data.org/112.png,"Strada Carlo Pisacane, 4 Parma 43121",http://www.parmacalcio1913.com,1913.0,White / Black,Stadio Ennio Tardini,2019,Carlos Cuesta,Spain,179726.0
113,SSC Napoli,Napoli,NAP,https://crests.football-data.org/113.png,"Centro Tecnico di Castel Volturno, Via S.S. Domitana, Km 35 Castel Volturno 81030",http://www.sscnapoli.it,1904.0,Sky Blue / White,Stadio San Paolo,2019,,,
115,Udinese Calcio,Udinese,UDI,https://crests.football-data.org/115.png,Via Agostino e Angelo Candolini 2 Udine 33100,http://www.udinese.it,1896.0,White / Black,Dacia Arena,2019,Kosta Runjaić,Germany,105451.0
450,Hellas Verona FC,Verona,HVE,https://crests.football-data.org/450.png,"Via Evangelista Torricelli, 37 Verona 37136",http://www.hellasverona.it,1903.0,Yellow / Blue,Stadio Marc'Antonio Bentegodi,2019,Paolo Sammarco,Italy,2728.0
457,US Cremonese,Cremonese,CRE,https://crests.football-data.org/457.png,"Via Persico, 19 Cremona 26100",http://www.uscremonese.it,1903.0,Red / Grey,Stadio Giovanni Zin,2019,Marco Giampaolo,Italy,11019.0
471,US Sassuolo Calcio,Sassuolo,SAS,https://crests.football-data.org/471.png,"Piazza Risorgimento, 47 Sassuolo 41049",http://www.sassuolocalcio.it,1920.0,Green / Black,Mapei Stadium - Città del Tricolore,2019,Fabio Grosso,Italy,40155.0
487,AC Pisa 1909,AC Pisa,PIS,https://crests.football-data.org/487.png,Piazza della Stazione 22 (scala A) Pisa null,http://www.pisachannel.tv,1909.0,Blue / Black,Arena Garibaldi - Stadio Romeo Anconetani,2019,Oscar Hiljemark,Sweden,1984.0
586,Torino FC,Torino,TOR,https://crests.football-data.org/586.png,Via Arcivescovado 1 Torino 10122,http://www.torinofc.it,1894.0,Brown / White,Stadio Olimpico di Torino,2019,Roberto D'Aversa,Italy,40151.0
5890,US Lecce,Lecce,USL,https://crests.football-data.org/5890.png,Via Templari 11 Lecce 73100,http://www.uslecce.it,1908.0,Yellow / Red / Navy Blue,Stadio Comunale Via Del Mare,2019,Eusebio Di Francesco,Italy,9345.0
7397,Como 1907,Como 1907,COM,https://crests.football-data.org/7397.png,Viale Sinigaglia 2 Como 22100,http://www.como1907.net/,1907.0,Sky Blue / White,Stadio Giuseppe Sinigaglia,2019,Fàbregas,Spain,7811.0
666,FC Twente '65,Twente,TWE,https://crests.football-data.org/666.png,Colosseum 65 Enschede 7521 PP,http://www.fctwente.nl,1965.0,Red / White,De Grolsch Veste,2003,,,
670,SBV Excelsior,Excelsior,EXC,https://crests.football-data.org/670.png,Honingerdijk 110 Rotterdam 3062 NX,http://www.sbvexcelsior.nl,1902.0,Red / Black,Van Donge & De Roo Stadion,2003,,,
671,Heracles Almelo,Heracles,HER,https://crests.football-data.org/671.png,Stadionlaan 1 Almelo 7606 JZ,http://www.heracles.nl,1903.0,Black / White,Erve Asito,2003,,,
673,SC Heerenveen,Heerenveen,HEE,https://crests.football-data.org/673.png,Abe Lenstra Boulevard 19 Heerenveen 8448 JA,http://www.sc-heerenveen.nl,1920.0,Blue / White,Abe Lenstra Stadion,2003,,,
674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913.0,Red / White,Philips Stadion,2003,Peter Bosz,Netherlands,43925.0
675,Feyenoord Rotterdam,Feyenoord,FEY,https://crests.football-data.org/675.png,Van Zandvlietplein 3 Rotterdam 3007 AP,http://www.feyenoord.nl,1908.0,Red / White / Black,Stadion Feijenoord,2003,Robin van Persie,Netherlands,7481.0
676,FC Utrecht,Utrecht,UTR,https://crests.football-data.org/676.png,Postbus 85159 Utrecht 3508 AD,http://www.fc-utrecht.nl,1970.0,Red / White,Stadion Galgenwaard,2003,Ron Jans,Netherlands,125706.0
677,FC Groningen,Groningen,GRO,https://crests.football-data.org/677.png,Boumaboulevard 41 Groningen 9701 BJ,http://www.fcgroningen.nl,1921.0,Green / White,Hitachi Capital Mobility Stadion,2003,,,
678,AFC Ajax,Ajax,AJA,https://crests.football-data.org/678.png,ArenA Boulevard 29 Amsterdam 1101 AX,http://www.ajax.nl,1900.0,Red / White,Johan Cruyff ArenA,2003,Óscar García,Spain,57047.0
681,NAC Breda,NAC,NAC,https://crests.football-data.org/681.png,Postbus 3356 Breda 4800 DJ,http://www.nac.nl,1912.0,Yellow / White / Black,Rat Verlegh Stadion,2003,,,
682,AZ,AZ,AZ,https://crests.football-data.org/682.png,Stadionweg 1 Alkmaar 1812 AZ,http://www.az.nl,1967.0,Red / White,AFAS Stadion,2003,Leeroy Echteld,Netherlands,167698.0
684,PEC Zwolle,Zwolle,ZWO,https://crests.football-data.org/684.png,Stadionplein 1 Zwolle 8025 CP,http://www.peczwolle.nl,1910.0,Blue / White,MAC³PARK Stadion,2003,,,
718,Go Ahead Eagles,Go Ahead,GOA,https://crests.football-data.org/718.png,Vetkampstraat 1 Deventer 7416 WK,http://www.ga-eagles.nl,1902.0,Red / Yellow,De Adelaarshorst,2003,Melvin Boel,Netherlands,261137.0
1912,Telstar 1963,Telstar,TEL,https://crests.football-data.org/1912.png,Postbus 90 IJmuiden 1970 AB,http://www.sctelstar.nl,1963.0,White / Blue,Rabobank IJmond Stadion,2003,,,
1915,NEC,NEC,NEC,https://crests.football-data.org/1915.png,Stadionplein 1 Nijmegen 6532 AJ,http://www.nec-nijmegen.nl,1900.0,Red / Green / Black,Goffertstadion,2003,,,
1919,FC Volendam,Volendam,VOL,https://crests.football-data.org/1919.png,Sportlaan 10 Volendam 1131 BK,http://www.fcvolendam.nl,1920.0,Orange / Black,Kras Stadion,2003,,,
1920,Fortuna Sittard,Sittard,SIT,https://crests.football-data.org/1920.png,Milaanstraat 120 Sittard 6135 LH,http://www.fortuna-sittard.nl,1968.0,Yellow / Green,Fortuna Sittard Stadion,2003,,,
6806,Sparta Rotterdam,Sparta,SPA,https://crests.football-data.org/6806.png,Spartapark Noord 1 Rotterdam 3027 VW,http://www.sparta-rotterdam.nl,1888.0,Red / White / Black,Sparta-Stadion Het Kasteel,2003,,,
496,Rio Ave FC,Rio Ave,RIO,https://crests.football-data.org/496.png,"Praça da República, n.º35, Apartado 42 Vila do Conde 4481-909",http://www.rioave-fc.pt,1939.0,Green / White,Estádio do Rio Ave Futebol Clube,2017,,,
498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2017,Rui Borges,Portugal,136188.0
503,FC Porto,Porto,FCP,https://crests.football-data.org/503.png,"Estádio do Dragão, Entrada Poente - Piso 3 Porto 4350-451",http://www.fcporto.pt,1893.0,Blue / White,Estádio Do Dragão,2017,Francesco Farioli,Italy,166183.0
582,GD Estoril Praia,Estoril Praia,EST,https://crests.football-data.org/582.png,Estádio António Coimbra da Mota Estoril 2765,http://www.estorilpraia.pt,1939.0,Yellow / Blue,Estádio António Coimbra da Mota,2017,,,
583,Moreirense FC,Moreirense,MOR,https://crests.football-data.org/583.png,Avenida Comendador Joaquim de Almeida Freitas Moreira de Cónegos 4815-270,http://www.moreirensefc.pt,1938.0,Green / White,P.D. Comendador Joaquim de Almeida Freitas,2017,,,
712,FC Arouca,Arouca,FCA,https://crests.football-data.org/712.png,Rua Doutor Ângelo Miranda Arouca 4540-140,http://www.fcarouca.eu,1952.0,Yellow / Blue,Estádio Municipal de Arouca,2017,,,
1049,CD Tondela,Tondela,TON,https://crests.football-data.org/1049.png,Av. Eurico José Gouveia (Estádio) - Apartado 84 Tondela 3460-582,http://www.cdtondela.pt,1933.0,Green / Yellow,Estádio João Cardoso,2017,,,
1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2017,José Mourinho,Portugal,11613.0
5529,CD Nacional,CD Nacional,CDN,https://crests.football-data.org/5529.png,"Rua do Esmeraldo, n.º 46 Funchal 9060",http://www.cdnacional.pt,1910.0,Black / White,Estádio da Madeira,2017,,,
5530,CD Santa Clara,Santa Clara,CD ,https://crests.football-data.org/5530.png,"Rua Comandante Jaime de Sousa, 21 Ponta Delgada 9500",http://www.cdsantaclara.pt,1921.0,Red / White,Cidade do Futebol,2017,,,
5531,FC Famalicão,Famalicão,FAM,https://crests.football-data.org/5531.png,null Vila Nova de Famalicão null,http://www.fcfamalicao.pt,1931.0,Blue / White,Estádio Municipal 22 de Junho,2017,,,
5533,Gil Vicente FC,Gil Vicente,GIL,https://crests.football-data.org/5533.png,"Rua D. Diogo Pinheiro n.º 25, Apartado 197 Barcelos 4750-282",http://www.gilvicentefc.pt,1924.0,Red / Blue,Estádio Cidade de Barcelos,2017,,,
5543,Vitória SC,Vitória SC,GUI,https://crests.football-data.org/5543.png,"Dr. António Pimenta Machado, Apartado 505 Guimarães 4802-914",http://www.vitoriasc.pt,1922.0,White / Black,Estádio Dom Afonso Henriques,2017,,,
5613,Sporting Clube de Braga,Braga,SCB,https://crests.football-data.org/5613.png,"Parque Norte, Monte Crasto, Apartado 12 Braga 4700-087",http://www.scbraga.pt,1921.0,Red / White,Estádio Municipal de Braga,2017,Carlos Vicens,Spain,179739.0
6618,Casa Pia AC,Casa Pia,CAS,https://crests.football-data.org/6618.png,Estádio Pina Manique Lisboa 1500-462,http://www.casapia-ac.pt,1920.0,Black / White,Estádio Pina Manique,2017,,,
7822,FC Alverca,Alverca,ALV,https://crests.football-data.org/7822.png,null Alverca do Ribatejo null,http://www.fcalverca.pt/,1939.0,,Campo Futebol Clube Alverca,2017,,,
9136,CF Estrela da Amadora,Amadora,AMA,https://crests.football-data.org/9136.png,null null null,,,,Estádio Nacional,2017,,,
10340,AVS,AVS,AVS,https://crests.football-data.org/10340.png,null null null,,,,Estádio do CD Aves,2017,,,
1765,Fluminense FC,Fluminense,FLU,https://crests.football-data.org/1765.png,"Rua Álvaro Chaves 41, Bairro Laranjeiras Rio de Janeiro, RJ 22231-220",http://www.fluminense.com.br,1902.0,Maroon / Green / White,Estadio Jornalista Mário Filho,2152,Luis Zubeldía,Argentina,293.0
1769,SE Palmeiras,Palmeiras,PAL,https://crests.football-data.org/1769.png,"Rua Palestra Italia nº 214, Perdizes São Paulo, SP 05005-030",http://www.palmeiras.com.br,1914.0,Green / White,Allianz Parque,2152,Abel Ferreira,Portugal,45403.0
1770,Botafogo FR,Botafogo,BOT,https://crests.football-data.org/1770.png,"Avenida Venceslau Brás 72, Bairro Botafago Rio de Janeiro, RJ 22290-140",http://www.botafogo.com.br,1904.0,Black / White,Estádio Nilton Santos,2152,Franclim Carvalho,Portugal,177226.0
1771,Cruzeiro EC,Cruzeiro,CRU,https://crests.football-data.org/1771.png,"Rua Timbiras 2903, Bairro Preto Belo Horizonte, MG 30140-062",http://www.cruzeiro.com.br,1921.0,Blue / White,Estádio Governador Magalhães Pinto,2152,Artur Jorge,Portugal,145312.0
1777,EC Bahia,Bahia,BAH,https://crests.football-data.org/1777.png,"Rua Antônio Fernandes S/N, Jardim das Margaridas Salvador, BA 41502-590",http://www.esporteclubebahia.com.br,1931.0,Blue / White / Red,Estádio Governador Roberto Santos,2152,Rogério Ceni,Brazil,12718.0
1779,SC Corinthians Paulista,Corinthians,COR,https://crests.football-data.org/1779.png,"Rua São Jorge 777, Tatuapé São Paulo, SP 03087-000",http://www.corinthians.com.br,1910.0,Black / White,Neo Química Arena,2152,Fernando Diniz,Brazil,11165.0
1783,CR Flamengo,Flamengo,FLA,https://crests.football-data.org/1783.png,"null Rio de Janeiro, RJ null",https://www.flamengo.com.br/pagina-inicial-basquete,1919.0,Red / Black / White,Estadio Jornalista Mário Filho,2152,Leonardo Jardim,Portugal,15925.0
2051,Estudiantes de La Plata,Estudiantes LP,EST,https://crests.football-data.org/2051.png,"Calle 53 N° 620 La Plata, Buenos Aires 1900",http://www.estudiantesdelaplata.com,1905.0,Red / White / Black,Estadio Jorge Luis Hirschi,2152,Alexander Medina,Uruguay,28436.0
2052,CS Independiente Rivadavia,Rivadavia,RIV,https://crests.football-data.org/2052.png,"Avenida Boulogne Sur Mer 688 Mendoza, Mendoza 5500",http://www.independientemza.com.ar,1913.0,Dark Blue / White,Estadio Juan Bautista Gargantini,2152,Alfredo Berti,Argentina,45692.0
2058,AA Argentinos Juniors,Argentinos Jrs,ARJ,https://crests.football-data.org/2058.png,"Punta Arenas 1271, La Paternal Buenos Aires, Buenos Aires 1427",http://www.argentinosjuniors.com.ar,1904.0,Red / White,Estadio Diego Armando Maradona,2152,Nicolás Diez,Argentina,270582.0
2061,CA Boca Juniors,Boca Juniors,BOC,https://crests.football-data.org/2061.png,"Brandsen 805, La Boca Buenos Aires, Buenos Aires 1161",http://www.bocajuniors.com.ar,1905.0,Dark Blue / Yellow,Estadio Alberto José Armando,2152,Claudio Ubeda,Argentina,172616.0
2066,CA Lanús,Lanús,LAN,https://crests.football-data.org/2066.png,"Avenida 9. de Julio 1680 Lanús, Buenos Aires 1824",http://www.clublanus.com,1915.0,Maroon / White,Estadio Ciudad de Lanús,2152,Mauricio Pellegrino,Argentina,11597.0
2070,CA Rosario Central,Rosario,ROS,https://crests.football-data.org/2070.png,"Calle General Mitre 853 Rosario, Santa Fe 2000",http://www.rosariocentral.com,1889.0,Dark Blue / Yellow,Estadio Dr. Lisandro de la Torre,2152,Jorge Almirón,Argentina,22515.0
4261,Club Bolívar,Club Bolívar,BOL,https://crests.football-data.org/4261.png,"Calle 17, Obrajes La Paz null",http://www.clubbolivar.com,1925.0,Light Blue,Estadio Hernando Siles,2152,Flavio Robatto,Argentina,82778.0
4265,Club Nacional Potosí,Nac. Potosí,NAP,https://crests.football-data.org/4265.png,null San Luis Potosí null,http://www.clubnacionalpotosi.com,1942.0,White / Red / Black,Estadio Victor Agustín Ugarte,2152,José Aléxis Márquez,Colombia,153984.0
4267,Club The Strongest,The Strongest,STR,https://crests.football-data.org/4267.png,Calle Colón Nº 512 La Paz null,http://www.club-thestrongest.com,1908.0,Black / Yellow,,2152,Juan Paz García,Bolivia,277864.0
4268,Club Universitario de Deportes,Universitario,CUD,https://crests.football-data.org/4268.png,Av. Prolongación Javier Prado Este Cuadra 77 Lima null,http://www.clubuniversitario.pe,1924.0,White / Claret,Estadio Monumental,2152,Héctor Cúper,Argentina,10177.0
4364,Mirassol FC,Mirassol,MIR,https://crests.football-data.org/4364.png,"null Mirassol, SP null",http://www.mirassolfc.com.br,1925.0,Green / Yellow,Estádio José Maria de Campos Maia,2152,Rafael Guanaes,Brazil,249467.0
4437,CD Tolima,Tolima,TOL,https://crests.football-data.org/4437.png,Carrera 4A Bis No. 34 - 60 B. Cádiz Ibagué null,http://www.clubdeportestolima.com.co,1954.0,Gold / Claret,Estadio Manuel Murillo Toro,2152,Lucas González,Colombia,206038.0
4439,CDP Junior FC,Junior,ATL,https://crests.football-data.org/4439.png,Carrera 57 No 72 - 56 Barranquilla null,http://www.juniorfc.co,1924.0,Red / White / Blue,Estadio Metropolitano Roberto Meléndez,2152,Alfredo Arias,Uruguay,182477.0
4441,Independiente Santa Fe,Santa Fe,SAN,https://crests.football-data.org/4441.png,Calle 64A #38-08 Bogotá null,http://www.independientesantafe.co,1941.0,Red / White,Estadio Nemesio Camacho El Campín,2152,Pablo Repetto,Uruguay,24729.0
4457,CD Huachipato,Huachipato,HUA,https://crests.football-data.org/4457.png,null Talcahuano null,http://www.cdhuachipato.cl,1947.0,,Estadio CAP,2152,Jaime Garcia,Chile,167947.0
4459,O'Higgins FC,O'Higgins,OHI,https://crests.football-data.org/4459.png,"null Rancagua, O'Higgins null",http://www.ohigginsfc.cl/,1955.0,,Estadio CODELCO-El Teniente,2152,Lucas Bovaglio,Argentina,191330.0
4520,Barcelona SC,Barcelona SC,BAR,https://crests.football-data.org/4520.png,Ciudadela Bellavista Guayaquil null,http://www.barcelonasc.com.ec,1925.0,Yellow / Black,Estadio Monumental Isidro Romero Carbo,2152,César Farías,Venezuela,17549.0
4528,LDU de Quito,LDU de Quito,LDU,https://crests.football-data.org/4528.png,Calle Robles 653 y Avenida Amazonas 41-01 Quito null,http://www.ldu.com.ec,1930.0,White / Navy Blue,Estadio de Liga Deportiva Universitaria,2152,Tiago Nunes,Brazil,72788.0
5166,Carabobo FC,Carabobo,CAR,https://crests.football-data.org/5166.png,Av. Bolivar Norte Valencia null,http://www.carabobofc.com,1997.0,Maroon / White,Estadio Polideportivo Misael Delgado,2152,Daniel Fárias,Venezuela,27953.0
5170,Deportivo La Guaira FC,La Guaira,DLG,https://crests.football-data.org/5170.png,"Calle La Cinta, Complejo Deportivo Fray Luis, Piso 1, Oficina 02 Caracas null",http://www.deportivolaguaira.com.ve,2008.0,Violet / White,Estadio Polideportivo Misael Delgado,2152,Héctor Bidoglio,Venezuela,100132.0
5171,Deportivo Táchira FC,Táchira,TÁC,https://crests.football-data.org/5171.png,"Urbanización Mérida, Calle 3, Nº 3-55 San Cristóbal null",http://www.deportivotachira.com,1974.0,Yellow / Black,Estadio Rafael Agustín Tovar,2152,Alvaro Recoba,Uruguay,195523.0
