team_id,name,short_name,tla,crest,address,website,founded,club_colors,venue,competition_id,coach_name,coach_nationality,coach_id
340,Southampton FC,Southampton,SOU,https://crests.football-data.org/340.png,Britannia Road Southampton SO14 5FP,http://www.saintsfc.co.uk,1885.0,Red / White / Black,St. Mary's Stadium,2016,,,
342,Derby County FC,Derby County,DER,https://crests.football-data.org/342.png,Pride Park Derby DE24 8XL,http://www.dcfc.co.uk,1884.0,White / Black,iPro Stadium,2016,,,
343,Middlesbrough FC,Middlesbrough,MID,https://crests.football-data.org/343.png,Riverside Stadium Middlesbrough TS3 6RS,http://www.mfc.co.uk,1876.0,Red / White,Riverside Stadium,2016,,,
345,Sheffield Wednesday FC,Sheffield Wed,SHE,https://crests.football-data.org/345.png,"Hillsborough Sheffield, Yorkshire S6 1SW",http://www.swfc.co.uk,1820.0,Blue / White / Black,Hillsborough Stadium,2016,,,
346,Watford FC,Watford,WAT,https://crests.football-data.org/346.png,Vicarage Road Watford WD18 0ER,http://www.watfordfc.com,1881.0,Yellow / Black,Vicarage Road Stadium,2016,,,
348,Charlton Athletic FC,Charlton,CHA,https://crests.football-data.org/348.png,"Floyd Road, Charlton London SE7 8BL",http://www.cafc.co.uk,1905.0,Red / White,The Valley,2016,,,
349,Ipswich Town FC,Ipswich Town,IPS,https://crests.football-data.org/349.png,Portman Road Ipswich IP1 2DA,http://www.itfc.co.uk,1887.0,Blue / White,Portman Road Stadium,2016,,,
356,Sheffield United FC,Sheffield Utd,SHE,https://crests.football-data.org/356.png,"Bramall Lane Sheffield, Yorkshire S2 4SU",http://www.sufc.co.uk,,Red / White / Black,Bramall Lane,2016,,,
384,Millwall FC,Millwall,MIL,https://crests.football-data.org/384.png,Zampa Road London SE16 3LN,http://www.millwallfc.co.uk,1885.0,Blue / White,The Den,2016,,,
387,Bristol City FC,Bristol City,BRI,https://crests.football-data.org/387.png,Ashton Gate Bristol BS3 2EJ,http://www.bcfc.co.uk,1894.0,Red / White,Ashton Gate Stadium,2016,,,
404,Wrexham AFC,Wrexham,WRE,https://crests.football-data.org/404.png,"Racecourse Ground, Mold Road Wrexham LL11 2AH",http://www.wrexhamafc.co.uk,1864.0,Red / White,Racecourse Ground,2016,,,
1076,Coventry City FC,Coventry City,COV,https://crests.football-data.org/1076.png,"Gallagher Retail Park, Stoney Stanton Road Coventry CV6 5QE",http://www.ccfc.co.uk,1883.0,Sky Blue / White,St Andrew's Trillion Trophy Stadium,2016,,,
1081,Preston North End FC,Preston NE,PNE,https://crests.football-data.org/1081.png,Sir Tom Finney Way Preston PR1 6RU,http://www.pnefc.net,1863.0,White / Navy Blue,Deepdale Stadium,2016,,,
1082,Oxford United FC,Oxford United,OXF,https://crests.football-data.org/1082.png,Grenoble Road Oxford OX4 4XP,http://www.oufc.co.uk,1893.0,Yellow / Blue,The Kassam Stadium,2016,,,
57,Arsenal FC,Arsenal,ARS,https://crests.football-data.org/57.png,75 Drayton Park London N5 1BU,http://www.arsenal.com,1886.0,Red / White,Emirates Stadium,2021,Mikel Arteta,Spain,179744.0
58,Aston Villa FC,Aston Villa,AVL,https://crests.football-data.org/58.png,Villa Park Birmingham B6 6HE,http://www.avfc.co.uk,1872.0,Claret / Sky Blue,Villa Park,2021,Unai Emery,Spain,11616.0
61,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,http://www.chelseafc.com,1905.0,Royal Blue / White,Stamford Bridge,2021,Calum McFarlane,England,290431.0
62,Everton FC,Everton,EVE,https://crests.football-data.org/62.png,Goodison Park Liverpool L4 4EL,http://www.evertonfc.com,1878.0,Blue / White,Goodison Park,2021,David Moyes,Scotland,11734.0
63,Fulham FC,Fulham,FUL,https://crests.football-data.org/63.png,"Craven Cottage, Stevenage Road London SW6 6HH",http://www.fulhamfc.com,1879.0,White / Black,Craven Cottage,2021,Marco Silva,Portugal,11579.0
64,Liverpool FC,Liverpool,LIV,https://crests.football-data.org/64.png,Anfield Road Liverpool L4 0TH,http://www.liverpoolfc.tv,1892.0,Red / White,Anfield,2021,,,
65,Manchester City FC,Man City,MCI,https://crests.football-data.org/65.png,SportCity Manchester M11 3FF,https://www.mancity.com,1880.0,Sky Blue / White,Etihad Stadium,2021,Pep Guardiola,Spain,11603.0
66,Manchester United FC,Man United,MUN,https://crests.football-data.org/66.png,Sir Matt Busby Way Manchester M16 0RA,http://www.manutd.com,1878.0,Red / White,Old Trafford,2021,Michael Carrick,England,7903.0
67,Newcastle United FC,Newcastle,NEW,https://crests.football-data.org/67.png,Sports Direct Arena Newcastle upon Tyne NE1 4ST,http://www.nufc.co.uk,1881.0,Black / White,St. James' Park,2021,Eddie Howe,England,11594.0
71,Sunderland AFC,Sunderland,SUN,https://crests.football-data.org/71.png,The Sunderland Stadium of Light Sunderland SR5 1SU,http://www.safc.com,1879.0,Red / White,Stadium of Light,2021,Regis Le Bris,France,185195.0
73,Tottenham Hotspur FC,Tottenham,TOT,https://crests.football-data.org/73.png,"Bill Nicholson Way, 748 High Road London N17 0AP",http://www.tottenhamhotspur.com,1882.0,Navy Blue / White,Tottenham Hotspur Stadium,2021,Roberto De Zerbi,Italy,11109.0
76,Wolverhampton Wanderers FC,Wolverhampton,WOL,https://crests.football-data.org/76.png,Waterloo Road Wolverhampton WV1 4QR,http://www.wolves.co.uk,1877.0,Black / Gold,Molineux Stadium,2021,Rob Edwards,Wales,46697.0
328,Burnley FC,Burnley,BUR,https://crests.football-data.org/328.png,Harry Potts Way Burnley BB10 4BX,http://www.burnleyfootballclub.com,1881.0,Claret / Sky Blue,Turf Moor,2021,Michael Jackson,England,149933.0
341,Leeds United FC,Leeds United,LEE,https://crests.football-data.org/341.png,Elland Road Leeds LS11 0ES,http://www.leedsunited.com,1904.0,White / Blue,Elland Road,2021,Daniel Farke,Germany,11323.0
351,Nottingham Forest FC,Nottingham,NOT,https://crests.football-data.org/351.png,"Pavilion Road, West Bridgeford Nottingham NG2 5GJ",http://www.nottinghamforest.co.uk,1865.0,Red / White,The City Ground,2021,Vítor Pereira,Portugal,21714.0
354,Crystal Palace FC,Crystal Palace,CRY,https://crests.football-data.org/354.png,Whitehorse Lane London SE25 6PU,http://www.cpfc.co.uk,1905.0,Red / Blue,Selhurst Park,2021,Oliver Glasner,Austria,10727.0
397,Brighton & Hove Albion FC,Brighton Hove,BHA,https://crests.football-data.org/397.png,44 North Road Brighton & Hove BN1 1YR,http://www.seagulls.co.uk,1898.0,Blue / White,The American Express Community Stadium,2021,Fabian Hürzeler,Germany,65145.0
402,Brentford FC,Brentford,BRE,https://crests.football-data.org/402.png,Braemar Road Brentford TW8 0NT,http://www.brentfordfc.co.uk,1889.0,Red / White / Black,Griffin Park,2021,Keith Andrews,Ireland,193328.0
563,West Ham United FC,West Ham,WHU,https://crests.football-data.org/563.png,"Queen Elizabeth Olympic Park, London London E20 2ST",http://www.whufc.com,1895.0,Claret / Sky Blue,London Stadium,2021,Nuno Espírito Santo,Portugal,11315.0
1044,AFC Bournemouth,Bournemouth,BOU,https://crests.football-data.org/bournemouth.png,"Dean Court, Kings Park Bournemouth BH7 7AF",http://www.afcb.co.uk,1890.0,Red / Black,Vitality Stadium,2021,Iraola,Spain,79707.0
3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904.0,Red / White / Black,BayArena,2001,Kasper Hjulmand,Denmark,24245.0
4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909.0,Black / Yellow,Signal Iduna Park,2001,Niko Kovać,Croatia,8823.0
5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900.0,Red / White / Blue,Allianz Arena,2001,Vincent Kompany,Belgium,3644.0
19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899.0,Red / Black,Deutsche Bank Park,2001,,,
57,Arsenal FC,Arsenal,ARS,https://crests.football-data.org/57.png,75 Drayton Park London N5 1BU,http://www.arsenal.com,1886.0,Red / White,Emirates Stadium,2001,Mikel Arteta,Spain,179744.0
61,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,http://www.chelseafc.com,1905.0,Royal Blue / White,Stamford Bridge,2001,Calum McFarlane,England,290431.0
64,Liverpool FC,Liverpool,LIV,https://crests.football-data.org/64.png,Anfield Road Liverpool L4 0TH,http://www.liverpoolfc.tv,1892.0,Red / White,Anfield,2001,,,
65,Manchester City FC,Man City,MCI,https://crests.football-data.org/65.png,SportCity Manchester M11 3FF,https://www.mancity.com,1880.0,Sky Blue / White,Etihad Stadium,2001,Pep Guardiola,Spain,11603.0
67,Newcastle United FC,Newcastle,NEW,https://crests.football-data.org/67.png,Sports Direct Arena Newcastle upon Tyne NE1 4ST,http://www.nufc.co.uk,1881.0,Black / White,St. James' Park,2001,Eddie Howe,England,11594.0
73,Tottenham Hotspur FC,Tottenham,TOT,https://crests.football-data.org/73.png,"Bill Nicholson Way, 748 High Road London N17 0AP",http://www.tottenhamhotspur.com,1882.0,Navy Blue / White,Tottenham Hotspur Stadium,2001,Roberto De Zerbi,Italy,11109.0
77,Athletic Club,Athletic,ATH,https://crests.football-data.org/77.png,"Ibaigane, Alameda Mazarredo, 23 Bilbao 48009",http://www.athletic-club.eus,1898.0,Red / White / Black,San Mamés,2001,Ernesto Valverde,Spain,15873.0
78,Club Atlético de Madrid,Atleti,ATL,https://crests.football-data.org/78.png,"Paseo Virgen del Puerto, 67 Madrid 28005",http://www.clubatleticodemadrid.com,1903.0,Red / White / Blue,Estadio Wanda Metropolitano,2001,Diego Simeone,Argentina,132.0
81,FC Barcelona,Barça,FCB,https://crests.football-data.org/81.png,Avenida Arístides Maillol s/n Barcelona 08028,http://www.fcbarcelona.com,1899.0,Red / Navy Blue / Orange,Camp Nou,2001,Hansi Flick,Germany,133997.0
86,Real Madrid CF,Real Madrid,RMA,https://crests.football-data.org/86.png,"Avenida Concha Espina, 1 Madrid 28036",http://www.realmadrid.com,1902.0,White / Purple,Estadio Santiago Bernabéu,2001,Arbeloa,Spain,155925.0
94,Villarreal CF,Villarreal,VIL,https://crests.football-data.org/94.png,"Camino Miralcamp, s/n Villarreal 12540",http://www.villarrealcf.es,1923.0,Yellow / Blue,Estadio de la Cerámica,2001,Marcelino,Spain,33156.0
102,Atalanta BC,Atalanta,ATA,https://crests.football-data.org/102.png,"Corso Europa, 46, Zingonia Ciserano 24040",http://www.atalanta.it,1904.0,Black / Blue,Stadio Atleti Azzurri d'Italia,2001,Raffaele Palladino,Italy,2854.0
108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908.0,Blue / Black,Stadio Giuseppe Meazza,2001,Cristian Chivu,Romania,194383.0
109,Juventus FC,Juventus,JUV,https://crests.football-data.org/109.png,"Corso Galileo Ferraris, 32 Torino 10128",http://www.juventus.com,1897.0,White / Black,Allianz Stadium,2001,Luciano Spalletti,Italy,10997.0
113,SSC Napoli,Napoli,NAP,https://crests.football-data.org/113.png,"Centro Tecnico di Castel Volturno, Via S.S. Domitana, Km 35 Castel Volturno 81030",http://www.sscnapoli.it,1904.0,Sky Blue / White,Stadio San Paolo,2001,,,
498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2001,Rui Borges,Portugal,136188.0
516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,"La Commanderie, 33, traverse de La Martine Marseille 13012",http://www.om.net,1898.0,White / Blue,Orange Vélodrome,2001,Habib Beye,Senegal,173649.0
524,Paris Saint-Germain FC,PSG,PSG,https://crests.football-data.org/524.png,"24, rue de Commandant Guibaud Paris 7501",http://www.psg.fr,1904.0,Red / Blue / White,Parc des Princes,2001,Luis Enrique,Spain,15874.0
548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,Avenue des Castellans Monaco 98000,http://www.asmonaco.com,1919.0,Red / White,Stade Louis II.,2001,Sébastien Pocognoli,Belgium,9227.0
610,Galatasaray SK,Galatasaray,GAL,https://crests.football-data.org/610.png,"Türk Telekom Arena Stadyumu, Huzur Mahallesi, Şişli İstanbul 34415",http://www.galatasaray.org,1905.0,Red / Yellow,Türk Telekom Arena,2001,Okan Buruk,Turkey,30435.0
611,Qarabağ Ağdam FK,Qarabağ Ağdam,QAR,https://crests.football-data.org/611.png,"Bakı şəhəri.Suraxanı, qəsəbəsi Ağdam null",http://www.qarabagh.com,1951.0,Black / White,Tofiq Bəhramov adına Respublika stadionu,2001,Qurban Qurbanov,Azerbaijan,15091.0
654,PAE Olympiakos SFP,Olympiakos,OLY,https://crests.football-data.org/654.png,Plateia Alexandras Piraeus 18534,http://www.olympiacos.org,1925.0,Red / White,Stadio Georgios Karaiskáki,2001,Marios Christofi,Cyprus,294993.0
674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913.0,Red / White,Philips Stadion,2001,Peter Bosz,Netherlands,43925.0
678,AFC Ajax,Ajax,AJA,https://crests.football-data.org/678.png,ArenA Boulevard 29 Amsterdam 1101 AX,http://www.ajax.nl,1900.0,Red / White,Johan Cruyff ArenA,2001,Óscar García,Spain,57047.0
851,Club Brugge KV,Club Brugge,BRU,https://crests.football-data.org/851.png,Olympialaan 74 Brugge 8200,http://www.clubbrugge.be,1894.0,Blue / Black,Jan Breydelstadion,2001,Ivan Leko,Croatia,11862.0
930,SK Slavia Praha,Slavia Praha,SLP,https://crests.football-data.org/930.png,Vladivostocká 1460/2 Praha 10005,http://www.slavia.cz,1892.0,Red / White,Sinobo Stadium,2001,Jindřich Trpišovský,Czech Republic,16222.0
1876,FC København,København,KOB,https://crests.football-data.org/1876.png,Per Henrik Lings Allé 2 København 2100,http://www.fck.dk,1992.0,White / Blue,Telia Parken,2001,Bo Svensson,Denmark,124245.0
1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2001,José Mourinho,Portugal,11613.0
3929,Royale Union Saint-Gilloise,Union SG,USG,https://crests.football-data.org/3929.png,"Chaussée de Bruxelles, 223 Forest 1190",http://www.rusg.brussels,1897.0,Blue / Yellow,Stade Joseph Mariën,2001,David Hubert,Belgium,17072.0
5721,FK Bodø/Glimt,Bodø/Glimt,FK,https://crests.football-data.org/5721.png,Postboks 179 Bodø 8001,http://www.glimt.no,1916.0,Yellow / Black,Aspmyra Stadion,2001,Kjetil Knutsen,Norway,37940.0
10601,FK Kairat,FK Kairat,KAI,https://crests.football-data.org/10601.png,null null null,,,,,2001,Rafael Urazbakhtin,Kazakhstan,279280.0
11034,Paphos FC,Paphos FC,AEP,https://crests.football-data.org/11034.png,null null null,,,,Alphamega Stadium,2001,Sá Pinto,Portugal,57657.0
759,Germany,Germany,GER,https://crests.football-data.org/759.svg,Otto-Fleck-Schneise 6 / Postfach 710265 Frankfurt am Main 60492,http://www.dfb.de,1900.0,White / Black,,2018,Julian Nagelsmann,Germany,336.0
760,Spain,Spain,ESP,https://crests.football-data.org/760.svg,"Ramón y Cajal, s/n Las Rozas 28230",http://www.rfef.es,1909.0,Red / Blue / Yellow,,2018,Luis de la Fuente,Spain,192542.0
765,Portugal,Portugal,POR,https://crests.football-data.org/765.svg,"Rua Alexandre Herculano, 58 Lisboa 1250-012",http://www.fpf.pt,1914.0,Red / Green,,2018,Roberto Martínez,Spain,10211.0
768,Slovakia,Slovakia,SVK,https://crests.football-data.org/768.svg,Trnavská 100 Bratislava 82101,http://www.futbalsfz.sk,1938.0,Blue / White,City Arena Trnava,2018,,,
770,England,England,ENG,https://crests.football-data.org/770.svg,"Wembley Stadium, PO Box 1966 London SW1P 9EQ",http://www.thefa.com,1863.0,White / Red / Navy Blue,,2018,Thomas Tuchel,Germany,72766.0
773,France,France,FRA,https://crests.football-data.org/773.svg,87 Boulevard de Grenelle Paris 75738,http://www.fff.fr,1919.0,Blue / White / Red,,2018,Didier Deschamps,France,10187.0
777,Slovenia,Slovenia,SVN,https://crests.football-data.org/777.svg,Brnčičeva 41g / PO Box 3986 Ljubljana 1231,http://www.nzs.si,1920.0,Green / White,Stadion Stožice,2018,,,
780,Serbia,Serbia,SRB,https://crests.football-data.org/780.svg,Terazije 35 / CP 263 Beograd 11000,http://www.fss.rs,1919.0,Red / Blue / White,Stadion Rajko Mitić,2018,,,
782,Denmark,Denmark,DEN,https://crests.football-data.org/782.svg,"House of Football, DBU Allé 1 Brøndby 2605",http://www.dbu.dk,1889.0,Red / White,Telia Parken,2018,,,
784,Italy,Italy,ITA,https://crests.football-data.org/784.svg,"Via Gregorio Allegri, 14 / CP 2450 Roma 00198",http://www.figc.it,1898.0,Blue / White,Stadio Artemio Franchi,2018,,,
788,Switzerland,Switzerland,SUI,https://crests.football-data.org/788.svg,Worbstrasse 48 Bern 3000,http://www.football.ch,1895.0,Red / White,,2018,Murat Yakin,Switzerland,32308.0
790,Ukraine,Ukraine,UKR,https://crests.football-data.org/790.svg,Provulok Laboratorniy 7-A / PO Box 55 Kyïv 01133,http://www.ffu.org.ua,1991.0,Yellow / Blue,NSK Olimpijs'kyj,2018,,,
794,Poland,Poland,POL,https://crests.football-data.org/794.svg,"Bitwy Warszawskiej 1920 r., 7 Warszawa 02366",http://www.pzpn.pl,1919.0,White / Red,Stadion Energa Gdańsk,2018,,,
798,Czechia,Czechia,CZE,https://crests.football-data.org/798.svg,Diskařská 2431/4 Praha 16017,http://www.fotbal.cz,1901.0,Red / White / Blue,,2018,Miroslav Koubek,Czech Republic,216348.0
799,Croatia,Croatia,CRO,https://crests.football-data.org/799.svg,"Ulica grada Vukovara, 269 A Zagreb 10000",http://www.hns-cff.hr,1912.0,Red / White / Blue,,2018,Zlatko Dalić,Croatia,10209.0
803,Turkey,Turkey,TUR,https://crests.football-data.org/803.svg,"Istinye Mahallesi, Darüşşafaka Caddesi, 45 İstanbul 34330",http://www.tff.org,1923.0,Red / White,,2018,,,
805,Belgium,Belgium,BEL,https://crests.football-data.org/805.svg,"145, avenue Houba de Strooper Brussels 1020",https://www.rbfa.be,1895.0,Red / Black / Yellow,,2018,Rudi Garcia,France,45094.0
811,Romania,Romania,ROU,https://crests.football-data.org/811.svg,"Strada Vasile Şerbănică, 12 Bucureşti 022186",http://www.frf.ro,1909.0,Yellow / Blue / Red,Stadionul Ilie Oană,2018,,,
816,Austria,Austria,AUT,https://crests.football-data.org/816.svg,"Ernst-Happel-Stadion, Sektor A/F, Meiereistraße 7 Wien 1020",http://www.oefb.at,1904.0,Red / White / Black,,2018,Ralf Rangnick,Germany,59070.0
827,Hungary,Hungary,HUN,https://crests.football-data.org/827.svg,Kánai út 2/d Budapest 1112,http://www.mlsz.hu,1901.0,Red / White / Green,Puskás Aréna,2018,,,
1065,Albania,Albania,ALB,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg,Rruga e Elbasanit 9 Tiranë 1000,http://www.fshf.org,1930.0,Red / Black,Air Albania Stadium,2018,,,
1978,Georgia,Georgia,GEO,https://crests.football-data.org/ge.svg,76a Chavchavadze Ave. Tbilisi 0179,http://www.gff.ge,1990.0,White / Red,Boris Paichadzis Dinamo Arena,2018,,,
8601,Netherlands,Netherlands,NED,https://crests.football-data.org/8601.svg,Woudenbergseweg 56-58 / Postbus 515 Zeist 3700 AM,http://www.knvb.nl,1889.0,Orange / White / Blue,,2018,Ronald Koeman,Netherlands,11591.0
8873,Scotland,Scotland,SCO,https://crests.football-data.org/814.svg,Hampden Park Glasgow G42 9AY,http://www.scottishfa.co.uk,1873.0,Navy Blue / White,,2018,Steve Clarke,Scotland,34834.0
